text1,text2,ZS response
Governments should strive to achieve herd immunity to tackle Covid-19.,It is unclear whether natural immunity to Covid-19 exists.,
Many countries opted for herd immunity instead of going through with lockdowns.,"Immunity to Covid-19 has been shown to be short lived making herd immunity very hard, if not impossible to attain.",
Many countries opted for herd immunity instead of going through with lockdowns.,"Russia, which had been resisting locking-down, was experiencing record high numbers of cases in December 2020. Authorities then capitulated and brought in limited lockdowns.",
"In March 2020, Britain wanted to build herd immunity within its population.","The UK had to forgo herd immunity due to its immense fallout and imposed its first lockdown in March 2020. In December 2020, the UK imposed its fourth lockdown.",
The initial Swedish strategy was to curb transmission by achieving herd immunity without significant lockdowns and distancing measures.,"Sweden has faced incredibly high death tolls, as well as criticism from both internal and external sources for its strategy.",
Belarus did not impose a lockdown and had one of the lowest number of deaths in Europe.,Belarus is suspected to have many more cases and deaths than official statistics claim.,
Belarus did not impose a lockdown and had one of the lowest number of deaths in Europe.,"The low number of deaths are attributed to Belarus' large hospital capacity, early testing, and the self-isolation practiced by citizens - not to herd immunity.",
"Lockdowns don't allow for herd immunity to be created, which means that unless a global vaccination is found against Covid-19, lockdowns don't represent a long-term solution.","Large amounts of funding have meant that vaccines have been created, and are being distributed already.",
Treatments and medications are now known and we can deal with Covid-19 better so a lockdown is not necessary.,"As of early December 2020, there is still no cure for Covid-19.",
Treatments and medications are now known and we can deal with Covid-19 better so a lockdown is not necessary.,"Even if the medication were available, no country has the resources to deal with its entire population being infected in a short span of time.",
"Some clinical trials have found that remdesivir has been successful in reducing the risk of death when one contracts Covid-19, and can reduce the length of hospitalisation.",In November 2020 the WHO recommended against the use of remdesevir in treating Covid-19 patients.,
"Some clinical trials have found that remdesivir has been successful in reducing the risk of death when one contracts Covid-19, and can reduce the length of hospitalisation.",A study published in December 2020 was unable to conclusively demonstrate that remdesivir was effective against Covid-19.,
"The FDA approved the use of remdesivir despite this recommendation, basing their approval off of three randomized trials that had more positive outcomes.",In November 2020 the WHO recommended against the use of remdesevir in treating Covid-19 patients.,
Convalescent plasma has been used to treat many patients with Covid-19.,The NHS has not officially formulated a stance regarding convalescent plasma therapy due to insufficient data.,
Convalescent plasma has been used to treat many patients with Covid-19.,A study published in November 2020 saw that there was no significant difference in mortality rates between Covid-19 patients who were and who were not treated with convalescent plasma.,
"In March 2020, the FDA approved the use of convalescent plasma.","In September 2020, the FDA concluded that there was insufficient evidence to approve the use of convalescent plasma therapy. The spokeperson for the FDA, who had greatly exaggerated its benefits, was fired for his misleading claims.",
An early analysis found that patients treated with bamlanivimab were less likely to be hospitalized than those who were not treated with bamlanivimab.,"As of December 2020, the NIH has not approved the use of bamlanivimab due to insufficient data.",
An early analysis found that patients treated with bamlanivimab were less likely to be hospitalized than those who were not treated with bamlanivimab.,The phase 3 trials for bamlanivimab were paused due to safety concerns in October 2020.,
Experts believe many examples of people getting reinfected were simply cases of lingering infection.,Early reports showed that people who had caught Covid-19 once had become reinfected.,
There will always be a small number of people who catch a disease twice.,Early reports showed that people who had caught Covid-19 once had become reinfected.,
"As of November 2020, studies have shown that natural immunity to Covid-19 appears to be long-lasting.",It is unclear whether natural immunity to Covid-19 exists.,
"As of November 2020, studies have shown that natural immunity to Covid-19 appears to be long-lasting.","The immune protection from Covid-19 varies depending on the severity of the infection, with those who are mildly infected only generating immune protection that lasts a few months.",
Lockdowns have negative social impacts on people and society.,A study in July 2020 found that the lockdown has had a positive impact on family dynamics and well-being in the UK.,
Lockdowns have negative social impacts on people and society.,"The lockdown encouraged people to take up more hobbies, which have been a positive addition to the lives of many people.",
Lockdowns have created a mental health epidemic.,It could be argued that a mental health epidemic could be easier to treat or to cure than the harms caused by this global health pandemic.,
Lockdowns have created a mental health epidemic.,"The lockdown is an unprecedented situation for most people. Given time, people will adjust to it.",
Lockdowns have created a mental health epidemic.,There are several tested strategies that people can now employ in order to deal with the emotional and mental fallout from the second lockdown.,
Lockdowns have created a mental health epidemic.,The impact of lockdown on mental health does not entail that they are wrong but that lockdowns should be mandated alongside measures to improve mental health.,
Lockdowns have created a mental health epidemic.,Some people have found that their mental health has improved during lockdowns.,
Increased loneliness as a result of a lockdown can negatively affect mental health.,Digital devices were a very important tool to fight loneliness during the lockdown.,
Not everyone has the means or knowledge to use technology to access support.,Digital devices were a very important tool to fight loneliness during the lockdown.,
Lockdowns are a significant source of stress.,Lockdowns can be sudden because they respond to the fluctuating rates of transmission. This can cause significant stress to people because they usually have little time to plan and organize.,
Lockdowns are a significant source of stress.,Researchers have been studying and devising ways in which people can effectively cope with the stress induced by lockdowns.,
Lockdowns are a significant source of stress.,"A study in London found that people found it easier to cope with the lockdowns that followed the first lockdown. This suggests that, with time, people adapt to the lockdowns and are less stressed.",
Suicide rates are estimated to have increased as a result of the depression caused by the lockdowns.,"The article quotes a number significantly less than hundreds of thousands, i.e. an increase in suicides of about 2135 to 9570 per year.",
Abusers have greater access to their abusee.,"This is not necessarily true. In cases where abusers and the abused are not isolating together, abusers may have more difficulty meeting the abused due to the lockdown.",
A mental health epidemic will affect more people and will thus require more resources.,It could be argued that a mental health epidemic could be easier to treat or to cure than the harms caused by this global health pandemic.,
"One of the issues, as of December 2020, is that countries and regions keep going in and out of lockdowns, which disrupts peoples' ability to simply adjust to it.","The lockdown is an unprecedented situation for most people. Given time, people will adjust to it.",
"Of all the countries that included mental health support in their response plans in October 2020, only 17% of them have set aside additional funding for this.",Some governments have allocated funding to reduce the impact of the pandemic on mental health.,
"Measures concerning mental health during the pandemic are likely to be ineffective in many instances. This is because it is very challenging to address, in the short-term, the socio-economic realities that exacerbate mental issues.",The impact of lockdown on mental health does not entail that they are wrong but that lockdowns should be mandated alongside measures to improve mental health.,
People will also face additional mental health struggles when countries come out of lockdown.,Some people have found that their mental health has improved during lockdowns.,
People will also face additional mental health struggles when countries come out of lockdown.,"Many people will be able to travel post-lockdown, which can lead to happiness.",
The serious mental health issues caused by the lockdowns will not be sufficiently combatted by things which provide short term happiness.,"Many people will be able to travel post-lockdown, which can lead to happiness.",
"The impact of the lockdown on mental health was disproportionately negative. While some saw improvements, many people from vulnerable and marginalized groups saw a severe decline in mental health.",Some people have found that their mental health has improved during lockdowns.,
"In many places, lockdowns have had a negative impact on gender equality.","In some contexts, the lockdowns helped further the cause of gender equality by reversing traditional gender roles concerning parenting and household work.",
"In the US, low income families are finding the pandemic incredibly difficult, with fears raised for child development due to fighting at home, on account of economic instability caused by lockdowns (p. 17).",A study in July 2020 found that the lockdown has had a positive impact on family dynamics and well-being in the UK.,
The push towards self-improvement in the midst of the pandemic has created a culture where time spent not doing so is seen as wasted.,"The lockdown encouraged people to take up more hobbies, which have been a positive addition to the lives of many people.",
"Even if lockdowns are effective, the laws mandating a lockdown are wrong because they are unpopular/unwanted (due to being restrictive).","In the UK, the lockdown is being legally challenged.",
"The lockdown restricts freedom of movement, which is a human right.",The scale and severity of the pandemic justifies curtailing this right.,
"Just because there are people challenging the law by thinking it's unconstitutional, doesn't automatically make it so.","In the UK, the lockdown is being legally challenged.",
"The challenge in question has been rejected by every court it has been through, short of the UK Supreme Court, to which it is being appealed as of December 2020.","In the UK, the lockdown is being legally challenged.",
Administering the vaccine has been fraught with organizational and logistical problems in the US that have greatly delayed the rollout.,The vaccine for Covid-19 was successfully developed and has been rolled out in the US and the UK.,
"Only 2 billion people are expected to be vaccinated by the end of 2021. It could be much longer before the rest of the world is vaccinated, and as such, before lockdowns are lifted.","By containing the spread of the virus, lockdowns delay the damage inflicted by the virus until such time as the vaccine can be developed and administered.",
Lockdowns can be complicated by the mixed messages of public authorities.,"A simple message allows brands to build on public health messaging, which helps to ensure people understand the message.",
"Other measures such as closing shops and school can also be done instead of a lockdown. If people are advised by politicians to practice social distancing, then there is no need for a lockdown. For instance; leaders of Japan enforced rules during the pandemic and the people followed it, avoiding the need for a lockdown.",Lockdowns are the simplest and most easily enforced tool available to the government.,
Lockdowns are hard to enforce because of the mechanisms and resources they require.,Lockdowns are the simplest and most easily enforced tool available to the government.,
"Instead of strict enforcement, many countries have relied upon advice and voluntary compliance for lockdowns.",Many police departments in the United States are not enforcing lockdowns.,
"Helpful, moral, ethical, or good advice needs to be given in a pandemic which is not always simple.",Lockdowns are the simplest and most easily enforced tool available to the government.,
"India's planning was ultimately unsuccessful, as their lockdown persisted beyond the length of time initially planned.",Lockdown helped the Indian government build essentials for healthcare and infrastructure to help in case there is surge in cases post lockdown.,
India's lockdown planning can be said to have failed since they have seen more than 20000 new cases a day since mid June 2020.,Lockdown helped the Indian government build essentials for healthcare and infrastructure to help in case there is surge in cases post lockdown.,
"If governments already had proper healthcare systems, then the lockdown would have been unnecessary.",The lockdown gave nations time to respond.,
"If governments already had proper healthcare systems, then the lockdown would have been unnecessary.","Canada is considered to have the best healthcare system in the world. Yet, Canadian regions have had multiple lockdowns.",
"As many countries did not have a hygienic and stable healthcare system, a lockdown was proposed. But some countries like Japan did not quarantine their city-states as they were already ready for the battle with the virus.","Japan's success is thought to be due to widespread mask-wearing, rather than the healthcare system being better.",
"This does not provide justification for repeated lockdowns, only the first such instance.",The lockdown gave nations time to respond.,
"This does not provide justification for repeated lockdowns, only the first such instance.","The resources needed for each wave of infection greatly outstrip the capacity in most countries. As a result, the need to buy time exists each time the number of cases increases rapidly.",
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.",The lockdown gave nations time to respond.,
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.",Countries that did not institute lockdowns were even more overwhelmed.,
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.","Models of ICU utilization in the United States in a pandemic estimate that ICU utilization would exceed 170%. In December 2020, when Covid-19 cases were at an all-time high, less than 100% of ICU beds were being utilized.",
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.","In some cases, where lockdowns were implemented, healthcare systems did not get overwhelmed.",
"China has a history of concealing data and so the numbers may be unreliable. The first doctor to draw attention to Covid-19, Li Wenliang, died and some go so far as to deem his death suspicious.","In countries where a lockdown has been instituted, the number of infections was reduced and contained for as long as the lockdown remained in effect.",
"China has a history of concealing data and so the numbers may be unreliable. The first doctor to draw attention to Covid-19, Li Wenliang, died and some go so far as to deem his death suspicious.",China's unreliable reporting does not impact the successes of lockdowns seen elsewhere.,
Other things that may reduce hospitalizations are economic insecurity and loss of health insurance.,Lockdowns and stay-at-home orders are effective in changing the rate of hospitalizations from a curve (exponential function) to a line (linear function).,
The data on which the curve of infections is based is not a reliable parameter on which lockdowns can be based. This is because the visible rate of infections is dependent on the rate of testing.,"Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",
"In some contexts, badly organized lockdowns can increase the spread of the Covid-19.","Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.",Studies have shown that lockdowns successfully reduce the number of deaths from Covid-19.,
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.","Some places like Spain were experiencing a second wave of Covid-19 related deaths in October 2020, which has forced the government to implement lockdowns in certain cities.",
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.","The main reason for lockdowns is preventing the situation getting out of control - that is when you will see significantly higher mortality rates, not while things are still under control.",
"A lockdown is a gamble on a vaccine or an effective treatment becoming available in a short timeframe. If this doesn't happen, a lockdown only can only succeed in delaying inevitable deaths, not in preventing them.",Lockdowns are effective in reducing the number of deaths.,
"A lockdown is a gamble on a vaccine or an effective treatment becoming available in a short timeframe. If this doesn't happen, a lockdown only can only succeed in delaying inevitable deaths, not in preventing them.","Lockdowns were used to buy time for the manufacturing and distribution of PPEs (masks, etc.), not for waiting for a vaccine.",
"A year later, even though PPE is readily available, lockdowns continue to be enforced.","Lockdowns were used to buy time for the manufacturing and distribution of PPEs (masks, etc.), not for waiting for a vaccine.",
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.",Lockdowns are effective in reducing the number of deaths.,
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.",Younger adults are dying from Covid-19.,
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Although they themselves are low risk, young people can get Covid-19 and pass it on to high-risk people.",
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Even if there is a relatively lower risk of mortality for younger people, they are still at risk of developing Long Covid that can have long-term serious consequences.",
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Even though younger people are at a lower risk of dying of Covid-19, many of them will require hospitalization at a time hospitals are likely to be overwhelmed by the elderly.",
The socialization of children is critically important to their development. Schools should be able to open up sooner than other services.,Children can be socialized at home where their lives and health are not threatened.,
The fact remains the average age of Covid-19 patients in Italy/UK is about 80 years.,Younger adults are dying from Covid-19.,
The new variant is not more severe than the original and it does not have a higher mortality rate. This means that there is no need for added concern.,The new Covid variant (SARS-CoV-2 VOC202012/01 or B117) spreads more quickly within the population.,
The new variant is not more severe than the original and it does not have a higher mortality rate. This means that there is no need for added concern.,Infecting more of the population means that the absolute number of deaths caused by the pandemic will increase.,
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Lockdowns are effective in reducing the number of deaths.,
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Lockdown is necessary to prevent Covid-19 from surpassing the number of lives lost to drowning since the main transmission factor of Covid-19 is face-to-face contact within 1 meter and for more than 15 minutes and direct physical contact. The transmission distance is very small and daily crowds would violate that limit if we do not establish a lockdown. Most countries saw a decrease after non-essential production has stopped.,
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Models suggest that without the lockdown the number of deaths would be significantly higher.,
Nothing in that link demonstrates case or death containment by lockdown. It merely shows the epidemic curves and the dates of social-distancing and lockdown measures. Correlation does not equal causation.,Lockdown is necessary to prevent Covid-19 from surpassing the number of lives lost to drowning since the main transmission factor of Covid-19 is face-to-face contact within 1 meter and for more than 15 minutes and direct physical contact. The transmission distance is very small and daily crowds would violate that limit if we do not establish a lockdown. Most countries saw a decrease after non-essential production has stopped.,
"That link itself cites the actual deaths on logarithmic epidemiological arcs, which don't seem to change their parabola after lockdown. Surely if these lockdowns were effective we could find several arcs where it clearly gets hampered.",Models suggest that without the lockdown the number of deaths would be significantly higher.,
"A lockdown can be considered an exaggeration for people where it creates a crying wolf situation for them. Next time, those people would be more reluctant to respond to crises when they arise, thereby increasing the extent of the damage created by them.",Lockdowns are effective in reducing the number of deaths.,
"A lockdown can be considered an exaggeration for people where it creates a crying wolf situation for them. Next time, those people would be more reluctant to respond to crises when they arise, thereby increasing the extent of the damage created by them.",It cannot be called a crying wolf situation when over a million people are dead already.,
"A million is a tiny amount. It's approximately 0.000128% of the total population, and so is not a significant threat to humanity.",It cannot be called a crying wolf situation when over a million people are dead already.,
Health providers should set a good example to the rest of the population.,The responsibility of health providers is to do their job well. They should not be forced to get medical procedures to keep their job.,
Health providers should set a good example to the rest of the population.,"If groups of healthcare providers complain/protest a mandatory vaccine, this could inadvertently place the spotlight on anti vaccination rhetoric, outweighing any 'good example' effect.",
Health providers should set a good example to the rest of the population.,"""1 in 4 nurses are obese"" so they are clearly not already setting a good example on recommended health practices.",
Health providers should set a good example to the rest of the population.,"A mandate may undercut the positive message of healthcare workers getting the vaccine. The ""good example"" would not be seen as voluntary, and thus might be viewed with suspicion.",
Health providers should set a good example to the rest of the population.,"In order for healthcare workers' vaccination practices to be used as a ""good example,"" their vaccination status would have to be made public. This would constitute an infringement on their right to privacy.",
Healthcare organizations can use their employees as a more reliable database for feedback on the vaccination because those who work in healthcare are more likely to report any unexpected side effects.,"You do not experiment on your most important people. In fact, you do not experiment on people in the first place.",
"If all healthy people got vaccinated, the herd immunity would stop outbreaks of flu (spreading), reducing the threat of contracting the flu for the un-vaccinated.",The flu could mutate in such a manner that renders vaccines far less effective. These variants re-establish any threats of outbreak and would require even more research and vaccination.,
Health care providers getting vaccinated will encourage their patients to also get vaccinated.,"The majority of people do not follow their doctor's advice, making it unlikely they will be convinced to get vaccinated based on the example of their health care providers.",
Research suggests that health care providers will be able to advocate (to their patients) about the value of vaccination in the general public better when they themselves are receiving the vaccine.,"Health care workers are trained especially to be able to connect with patients without themselves having to experience each illness or procedure. Similarly, vaccine education for health care workers could ensure they are able to advocate without the level of intruding on freedoms a mandatory vaccine requires.",
There is a difference between following medical advice and being affected by the role modelling offered by health-care workers. The influence of vaccination is more likely to be a subtle/ gradual shift in perception that leads to greater vaccine uptake.,"The majority of people do not follow their doctor's advice, making it unlikely they will be convinced to get vaccinated based on the example of their health care providers.",
It is already normal for the freedoms of healthcare workers to be limited in order to ensure the protection of their patients.,The responsibility of health providers is to do their job well. They should not be forced to get medical procedures to keep their job.,
"Even if the role model effect of a mandatory vaccine was nullified, a mandatory vaccine would still create positive health impacts, making it worthwhile to pursue.","If groups of healthcare providers complain/protest a mandatory vaccine, this could inadvertently place the spotlight on anti vaccination rhetoric, outweighing any 'good example' effect.",
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,It is impossible to avoid flu exposure during flu season and no flu vaccine is effective against all strains.,
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,"Obligating an individual to submit to these risks in order to do a job is discriminatory, and thus unethical. Unless all vaccines become mandatory for all jobs where there is a risk of negative effect on other people.",
Many companies need their staff and customers to be safe and healthy.,"Companies require their employees to be safe and healthy enough to perform their job, and have no incentive to care otherwise. If health providers can still perform their roles in the workplace, then companies need not be concerned.",
"Food service workers don't have a choice(other than quitting their job) about following sanitation procedures in how they prepare food. All kinds of workers don't have a choice about whether to wear the company uniform, show up on time, etc. Their autonomy is limited by their agreement to follow company/industry guidelines when they accept the job. Make this a guideline, meaning people can apply for exceptions, but in the absence of an exception, getting the vaccine will be the ""default"" option.","It is disingenuous to compare a uniform, which one can take off, or a time requirement, to a vaccine which is permanently present in one's body.",
"The military need an exemption to refuse vaccines, so that they don't get sick and bring new diseases overseas to civilians.",It's worth differentiating between vaccines that prevent infection or lessen hospitalisation and disease effects.,
The patients that come into health care providers are those most likely to be at serious risk from experiencing serious complications from the flu.,"Protecting those ill/susceptible people when they go to a doctor's visit would be negligible, since those same people go for haircuts, manicures and to the grocery, where they are exposed to the flu as well as many other illnesses.",
Many high risk patients actively avoid high-risk areas (e.g. public spaces) during flu season given the medical warnings of the heightened risk of contracting the flu.,"Protecting those ill/susceptible people when they go to a doctor's visit would be negligible, since those same people go for haircuts, manicures and to the grocery, where they are exposed to the flu as well as many other illnesses.",
Medical advice for high risk patients includes avoiding high-risk situations such as shopping centers. The availability of delivery services and online shopping makes this a practical option that many can use to protect their health.,"Protecting those ill/susceptible people when they go to a doctor's visit would be negligible, since those same people go for haircuts, manicures and to the grocery, where they are exposed to the flu as well as many other illnesses.",
"Healthcare providers are more likely to see people in those vulnerable populations, which could be a risk to those groups if the provider is infected.",Such a risk would be nullified if the vulnerable people in question were vaccinated.,
It is far more efficient to vaccinate one potential vector for flu transmission than an entire group of potential flu victims. This would free up flu vaccine resources to be used elsewhere.,Such a risk would be nullified if the vulnerable people in question were vaccinated.,
"The (parent claim) study is a pooled review of three clinical trials, which are all questioned for their unclear methods, as well as lack of compliance in the treatment arm (i.e. the people being studied for efficacy of the flu shot, may not have actually gotten their flu shot.)",The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,
"This 2014 study from Clinical Infectious Disease found evidence that immunizing healthcare workers against the flu does have a protective effect in reducing mortality rates of their patients in long-term care facilities and hospitals. The evidence was weaker, for a protective effect on morbidity.",The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,
"This 2014 study from Clinical Infectious Disease found evidence that immunizing healthcare workers against the flu does have a protective effect in reducing mortality rates of their patients in long-term care facilities and hospitals. The evidence was weaker, for a protective effect on morbidity.","In their own words in the study you mention the authors write: ""The evidence quality for the effect of HCP vaccination on patient hospitalization was low. The overall evidence quality was moderate."" Though the evidence quality was moderate they decide to conclude with making a public health recommendation that ""HCP influenza vaccination can enhance patient safety"".",
A lack of significant reduction in hospitalization or death in the nursing home population does not mean that vaccination is ineffective. Efficacy could materialise in many ways and still fail to procude significant reductions in the two metrics observed by the study.,The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,
Many nursing homes would already have policies in place to ensure workers with flu exposure and symptoms were not in contact with vulnerable residents. This could render the impact of the vaccination on this group particularly hard to measure given existing measures used to protect patients.,"If the infection control measures already in place are sufficient to obliterate the additional impact of mandatory vaccination, then mandatory vaccination would seem to be superfluous",
The overwhelming majority of the population does not live in a nursing home.,The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,
"Many jobs have specific requirements or mandates, and all employees must be fit for work. Forklift operators must be certified for safety reasons, divers must have licenses and permits and those working in certain countries must have some vaccines. Having a relevant safety requirement is not discriminatory.","Obligating an individual to submit to these risks in order to do a job is discriminatory, and thus unethical. Unless all vaccines become mandatory for all jobs where there is a risk of negative effect on other people.",
Providers are exposed to sickness more often and are more likely to become ill from the flu.,"Providers might have more opportunity to build up natural, alternative immunity, without needing a vaccine.",
