text1,text2,ZS response
"Cosmetic surgery is allowed, even though it can cause complications and the patients are usually healthy. Augmentation surgery should therefore be allowed.","Cosmetic surgery alters structure but not function. As of now there are no artificial body parts that keep all function and also add some. Supernumerary parts are therefore reasonable under the standard put forth by cosmetic surgery, but the amputation of healthy, fully functional limbs would, today, not be.",
A split tongue cosmetic surgery degrades the ability to use the tip of your tongue to move food around in your mouth.,"Cosmetic surgery alters structure but not function. As of now there are no artificial body parts that keep all function and also add some. Supernumerary parts are therefore reasonable under the standard put forth by cosmetic surgery, but the amputation of healthy, fully functional limbs would, today, not be.",
Male circumcision prevents the foreskin from efficiently covering and protecting the penis.,"Cosmetic surgery alters structure but not function. As of now there are no artificial body parts that keep all function and also add some. Supernumerary parts are therefore reasonable under the standard put forth by cosmetic surgery, but the amputation of healthy, fully functional limbs would, today, not be.",
"As surgery develops, this could be mitigated.",It is a huge and risky surgery.,
"The harm will be undone by the addition of the new limb, making it ethical. Every incision in a surgery is a temporary harm, but the benefits resulting from the procedure make it ethical.","It cannot be construed as 'harmless' to remove a limb, regardless of the wishes of the patient.",
"Since the intent is to help, not to harm, this does not break the Hippocratic Oath.",The amputation of a healthy limb or organ causes ethical problems and breaks the Hippocratic Oath.,
"While not replacing the foreskin with an artificial one, the removal thereof, for religious reasons, is widely accepted in the West.",The amputation of a healthy limb or organ causes ethical problems and breaks the Hippocratic Oath.,
"Over time, the prices are likely to alter as the procedure becomes more commonplace; this is a temporary issue only.","This could cause social issues, as this would only be available to the very rich.",
"Over time, the prices are likely to alter as the procedure becomes more commonplace; this is a temporary issue only.","Even if the procedure becomes more commonplace, it is likely that only the rich will be able to afford high quality body parts.",
"Theae procedures will, if they demonstrate health benefits, be covered by health insurance.","Since the procedure is not necessary, as the organ/part removed is healthy, very few insurers will cover it.",
One can apply this to nearly all inventions ever made.,"Even if the procedure becomes more commonplace, it is likely that only the rich will be able to afford high quality body parts.",
"Cosmetic surgery is very expensive too, widely available and not outlawed.","This could cause social issues, as this would only be available to the very rich.",
"It will not be possible to outlaw it everywhere, thus if you do, only the very rich will be able to afford them by going to offshore hospitals outside of all countries jurisdictions.","This could cause social issues, as this would only be available to the very rich.",
"It will not be possible to outlaw it everywhere, thus if you do, only the very rich will be able to afford them by going to offshore hospitals outside of all countries jurisdictions.",The wearing of artifical body parts could be made illegal.,
"The benefits are not known yet; this is partially speculative, on the assumption that technology will continue to develop in prosthetic enhancement.",The benefits of artificial limbs or organs are uncertain.,
The benefits of breast augmentation are uncertain too.,The benefits of artificial limbs or organs are uncertain.,
This will most likely change in the future.,The benefits of artificial limbs or organs are uncertain.,
Tap water is safer to drink.,"Many countries do not have proper piping and filtering of tap water, making it unsafe to drink.",
Tap water is safer to drink.,"As pipes degrade, harmful bacteria can find their way into tap water.",
Well run drinking water systems can mitigate this with planned replacement of mains,"As pipes degrade, harmful bacteria can find their way into tap water.",
It makes no sense from an ecological point of view to transport water in bottles over large distances when you can as well drink tap water.,This is assuming the tap water in the region you live in is harmless to health which may not be the case everywhere.,
"This assumes bottled water is healthier or cleaner, which is not always true.",Bottled water is better when the ground or surface water is contaminated because it can come from a healthier source,
Contaminated groundwater can still be treated via groundwater remediation to remove harmful pollutants before being distributed. Which is a more permanent and sustainable solution than replacing it with bottled water.,Bottled water is better when the ground or surface water is contaminated because it can come from a healthier source,
Contaminated groundwater can still be treated via groundwater remediation to remove harmful pollutants before being distributed. Which is a more permanent and sustainable solution than replacing it with bottled water.,"Groundwater remediation can cost hundreds of thousands of dollars per year, which may be too expensive for poor communities.",
"If you flavor bottled water it becomes a soft drink and you should treat it for what it is, a soft drink, and thus should tax it that way.",Flavored bottled water has a variety of flavors available to cater to a wide range of tastes.,
"Flavor packets are readily sold to turn your tap water into a more palatable drink, for far less cost than commercial bottled water.",Flavored bottled water has a variety of flavors available to cater to a wide range of tastes.,
"There are solutions to make your own fizzy water from tap water, i.e. without buying bottled water.",Some people prefer fizzy water.,
"Taste is a subjective measure. Water that may taste pleasing to one person may be repulsive to another. While taste is a consideration, it is difficult to objectively measure.",Bottled water may taste better,
Many people can't tell the difference Bottled vs. Tap: Which Tastes Better?,Bottled water may taste better,
"If tap water is bad, one can also improve taste for little cost via a filter or pre boil in an electric kettle.",Bottled water may taste better,
Even if tap water tastes odd. Odd tasting water does not necessarily mean that it is unhealthy or contaminated. The taste may be a result of chlorination or the mineral content in the water.,Bottled water may taste better,
It is a strange fashion statement if used as one; everybody needs water.,Bottled water can be a fashion statement.,
It is a strange fashion statement if used as one; everybody needs water.,"Everybody needs clothes too, yet some dress for fashion while others dress for function. If your goal is to maximize utility, better to spend on function instead of fashion.",
"The bottle can be a fashion statement, but not necessarily only a plastic bottle, but reusable types of bottles as well. One can choose between many styles and materials that goes best with one's personal taste.",Bottled water can be a fashion statement.,
Convenience is highly situational in this case.,Bottle water is more convenient,
Ease of access and portability is what makes bottled water convenient. This could be replaced by reusable bottles and public access to water in commercial and municipal venues.,Bottle water is more convenient,
Intermittent fasting - a key way to reduce calories - has been linked very strongly to extended life expectancy.,The Harvard study on life expectancy mentioned above was based on tests done to worms by manipulating their diets and mitochondrial networks. There's no substantial proof that intermittent fasting would have a similar effect on humans.,
Alcoholism matches most of the widely recognized definitions of disease.,"The definitions of disease can evolve over time, so this is not necessarily an accurate measure of alcoholism.",
"Symptoms, effects, behaviours, and sequelae of alcoholism follow a disease model.","Not all alcoholics have these symptoms, as some are high functioning alcoholics.",
"Symptoms, effects, behaviours, and sequelae of alcoholism follow a disease model.",The causes of alcoholism are different from other kinds of diseases.,
High functioning alcoholics still suffer from the same symptoms and damaging side effects; they are just able to hide them better.,"Not all alcoholics have these symptoms, as some are high functioning alcoholics.",
"Only certain people become alcoholics, suggesting there is a genetic, and thus an involuntary, component.",Proving a genetic component does not prove alcoholism is a disease.,
There is a strong genetic predisposition to alcoholism.,"Predisposition does not imply that alcoholism is inevitable, as it is environmentally triggered.",
"Alcohol, and by extension alcoholism, has been around for thousands of years. This has given us plenty of understanding about its nature.","The definitions of disease can evolve over time, so this is not necessarily an accurate measure of alcoholism.",
Alcoholism is defined as a disease by medical associations.,"It is not necessarily helpful to define it as a disease, but rather examine it through a social learning perspective.",
Alcoholism is considered both a physical and mental disorder by experts.,Experts often disagree about medical issues.,
"Severe childhood trauma is associated with a general increase in the risk of drug dependency. This shows that, at least in some cases, it is a mental disease.","People with childhood trauma still choose to begin engaging in alcohol use, suggesting that the path to alcoholism is largely voluntary.",
Alcohol use disorders are classified as diseases within the International Classification of Diseases (ICD-11) as well as the Diagnostic and Statistical Manual of Mental Disorders (DSM-5).,"Diseases frequently get added to and removed from these texts, so alcoholism could one day be removed as well.",
Various medical associations across the world consider alcoholism a disease.,"Various medical associations believed that marijuana and magic mushrooms were categorically harmful to humans for decades, though evidence now suggests otherwise. The same could be true for alcohol.",
Medical associations still believe that marijuana and mushroom abuse and addiction is harmful. This is the problem with alcoholism.,"Various medical associations believed that marijuana and magic mushrooms were categorically harmful to humans for decades, though evidence now suggests otherwise. The same could be true for alcohol.",
This should be a reason to destigmatize disease rather than treat diseases as something else.,"By treating alcoholism as a disease, we stigmatize those who suffer from it, making it more difficult to treat.",
"Definitions should be based on what is accurate, not what is helpful.","It is not necessarily helpful to define it as a disease, but rather examine it through a social learning perspective.",
"The necessity of support groups illustrate that it is not a choice to continue drinking alcohol, but a compulsion that requires external influence to help stop.",Support groups like Alcoholics Anonymous allow people to discuss their struggles with alcohol and their decision to give it up.,
"Many more still are not able to choose in this way, and 'fall off the wagon' any number of times.",Many alcoholics illustrate how it is their choice to end the consumption of the substance.,
"Alcohol consumption is a choice, alcoholism is not.","This strongly suggests that alcoholism is a choice, not a disease.",
"Many diseases begin with a choice to engage in high-risk behavior, specifically sexually transmitted diseases.",Alcoholism begins with a choice to consume a substance.,
"Many diseases begin with a choice to engage in high-risk behavior, specifically sexually transmitted diseases.",Not all sexually transmitted diseases begin with high-risk behavior.,
"The choice to smoke cigarettes can lead to lung cancer, which is unambiguously considered a disease.","This is different from alcoholism, as cigarette addiction can cause a disease to occur; with alcoholism, the disease is the addiction itself.",
The impact alcohol then has on the brain is relative to the individual.,Alcoholism begins with a choice to consume a substance.,
The impact alcohol then has on the brain is relative to the individual.,Alcohol's effects on the brain and body are similar for most people.,
"The majority of people consume alcohol at some point in their life, but only a small portion become alcoholics.","It is likely that the number of alcoholics is under reported, as many people do not admit that they have a problem or seek help.",
There are differences in how ethnic groups respond to alcohol.,Alcohol's effects on the brain and body are similar for most people.,
Quitting cold turkey can be unsafe for people with severe alcohol addiction.,Many alcoholics quit 'cold turkey' without the use of medication.,
Severe alcoholism can provoke alcohol withdrawal syndrome.,Alcoholism can be stopped without medication or medical treatment.,
Alcoholism often requires extensive rehabilitation.,Alcoholism can be stopped without medication or medical treatment.,
That's because alcoholism is a mental health disease. It cannot be healed like a fever or other physical ailments.,Alcoholism treatment only works when the person wants to be treated.,
That's because alcoholism is a mental health disease. It cannot be healed like a fever or other physical ailments.,"Other mental health conditions like severe depression can only be treated by medical intervention, as opposed to alcoholism, which an individual can overcome on their own.",
"This is contrasted with many physical ailments, which are naturally cured by the body's immune system.",Many illnesses cannot be cured by the immune system and require active effort by the individual in order to recover.,
"Medical professionals recommend receiving treatment for alcohol addiction, as they do with other forms of mental health issues.","Other mental health conditions like severe depression can only be treated by medical intervention, as opposed to alcoholism, which an individual can overcome on their own.",
Whether or not a treatment works is irrelevant as to whether something should be regarded as a disease.,Alcoholism treatment only works when the person wants to be treated.,
Whether or not a treatment works is irrelevant as to whether something should be regarded as a disease.,"The issue is not whether treatments work, but whether treatments are necessary.",
"Many diseases are untreatable or have low treatment success rates, but this does not affect their status as diseases.",Alcoholism would have a hundred percent success rate if people just didn't drink. This makes it different from other medical conditions.,
People should be allowed to make their own judgements over risks to their health,So if someone is suicidal it is their business?,
People should be allowed to make their own judgements over risks to their health,"If a cyclist has a serious accident, this can also involve other parties and potentially require ambulance assistance.",
"Helmets only mitigate against minor injuries, not serious ones",Helmets reduce the chances of head injury,
There is a greater risk of head injury when walking or being a car passenger but helmets are not mandated in these circumstances.,Motorcyclists and car passengers are required to use safety aids (helmets and seat belts). Why not cyclists?,
Cyclists don't go as fast or weigh as much as automobiles.,Motorcyclists and car passengers are required to use safety aids (helmets and seat belts). Why not cyclists?,
Cyclists don't go as fast or weigh as much as automobiles.,"Surrounding automobiles pose a threat to the cyclist, regardless of the cyclist's speed.",
Cyclists don't go as fast or weigh as much as automobiles.,Low speed cycle accidents can still cause serious head injuries.,
Helmets are bulky and inconvenient to carry.,Helmets are not overly onerous on the wearer. There is no reason to not wear them.,
Helmets can be seen as unfashionable. forum.bikeradar.com,Helmets are not overly onerous on the wearer. There is no reason to not wear them.,
Female body hair is natural.,"This doesn't mean it's preferable; many things that happen in the human body are 'natural', but it doesn't make them right.",
Female body hair is natural.,"Even if female body hair is natural, it does not follow that US society finds it acceptable.",
"Hair is permitted on the head, there is no reasonable reason to ban it elsewhere - it's all natural.",Long hair for women has been considered acceptable as it's what is most visible to the public eye.,
"Given the chance and time to really enjoy it, most husbands would probably like the body hair of their wives.",Thirty percent of men polled say pubic hair is a relationship deal breaker.,
"Given the chance and time to really enjoy it, most husbands would probably like the body hair of their wives.",Many men do not simply because they have never experienced it.,
"Given the chance and time to really enjoy it, most husbands would probably like the body hair of their wives.","The fact that women would need to be given a ""chance"" and enough ""time"" for their husbands to enjoy their body hair evidences how rooted the taboo of hairy women is in the US.",
The men polled here are not necessarily husbands or in long-term relationships with women who let their pubic hair grow.,Thirty percent of men polled say pubic hair is a relationship deal breaker.,
Allowing body hair to grow would free women from this unnecessary burden of vanity.,This assumes women do not enjoy vanity. There are likely women that take pleasure in shaving and other vanity activities.,
"Even if some women enjoy shaving, it does not justify all women being subjected to the taboo of not doing so.",This assumes women do not enjoy vanity. There are likely women that take pleasure in shaving and other vanity activities.,
Shaving is ranked the most hated beauty ritual by women.,This assumes women do not enjoy vanity. There are likely women that take pleasure in shaving and other vanity activities.,
The indoctrination of our culture has removed the free choice of women to decide to shave or not.,"Women have free choice, and some are giving up shaving.",
The indoctrination of our culture has removed the free choice of women to decide to shave or not.,"It is always within the individual's power, despite social pressures that may suggest otherwise; the more people continue to flout this expectation the less taboo it becomes.",
The indoctrination of our culture has removed the free choice of women to decide to shave or not.,"Culture just says doing so isn't as easily accepted, but women are still openly free to choose.",
"For many women, it isn't about making a statement, but rather doing what they feel more comfortable doing.",Many women are starting to let their body hair grow as a statement.,
It's only a minority of women who consider body hair acceptable.,Many women are starting to let their body hair grow as a statement.,
It's only a minority of women who consider body hair acceptable.,These numbers have increased over the last 30 years. That means there is an upward trend of women not shaving.,
"The stats here are for millennial women, not for all.",These numbers have increased over the last 30 years. That means there is an upward trend of women not shaving.,
"The stats here are for millennial women, not for all.",Millennials include people born between the early 1980 and early 2000s. This means all women that today are between 16 and 40.,
Making a statement by growing body hair out is a good indication that doing so is widely considered taboo.,Many women are starting to let their body hair grow as a statement.,
Social norms are the reason female body hair is not a popular choice made by women.,Body hair growth is a personal choice that should be unregulated by social norms.,
"While our country does stand for freedom, our culture enslves us and we don't even know it. You (27)",Body hair growth is a personal choice that should be unregulated by social norms.,
Hair growth (on a person's head) for men and women is regulated by social norms as well. Regulating body hair growth is no different.,Body hair growth is a personal choice that should be unregulated by social norms.,
Almond milk production causes far less animal suffering.,If we are going to breed cows for meat we may as well use them for milk too.,
Almond milk production causes far less animal suffering.,Cows are taken care of on farms.,
Almond milk production causes far less animal suffering.,Causing suffering to an animal does not make something wrong.,
"Cows are artificially inseminated to become pregnant, inducing milk production.",This mistakenly presumes that cows have sexual reproductive rights in a similar way to humans.,
"After years of milk production, many dairy cow cannot stand.",Dairy farmers are heavily invested in cow comfort as it is good both for the animal and for production.,
We should not be breeding cows for meat in the first place.,If we are going to breed cows for meat we may as well use them for milk too.,
"By this logic, any harmful act conducted against another living being for personal utility would justify further harmful acts because that living being is already being harmed in some capacity. This would justify most acts, regardless of how abhorrent, against that living being.",If we are going to breed cows for meat we may as well use them for milk too.,
"Farms kill off cows for their meat. Therefore, there is no difference between leaving them in the wild and keeping them in farms.",Cows are protected from predators in the wild.,
"There are still cows that suffer. Almond milk production, for example, does not harm any cows.",Cows are taken care of on farms.,
"There are still cows that suffer. Almond milk production, for example, does not harm any cows.","If dairy farming is forced to end, it is likely the cows will be sent to slaughter.",
Almond milk stays fresh longer.,"If almond milk stays fresher for longer then, given a choice, everyone should opt for cow's milk so that it does not go off and is not wasted.",
Almond milk stays fresh longer.,Powdered cow's milk stays fresh for up to 25 years.,
Almond milk stays fresh longer.,UHT cow's milk lasts for months without refrigeration.,
"Almond milk can stay fresh from 7 to 10 days, while cow's milk can stay fresh up to 7 days.",This difference in how long each type of milk stays fresh for is negligible.,
Milk that can stay fresher longer can help families with a limited food budget save money.,This difference in how long each type of milk stays fresh for is negligible.,
Almond milk is healthier for humans than cow's milk.,Cow milk contains more nutrients per serving than almond milk.,
Many people cannot drink cow's milk.,"Some people are allergic to almonds, and cannot drink almond milk.",
Many people are lactose intolerant.,Lactose-intolerant people could eat lactose-free milk and other dairy products.,
A new study suggests that tree nut allergies may be massively overdiagnosed.,Tree nuts like almonds are one of the top offenders for food allergies.,
Only up to 0.6% of people are allergic to tree nuts.,"Some people are allergic to almonds, and cannot drink almond milk.",
Only up to 0.6% of people are allergic to tree nuts.,"A similar 0.6% of the US population is transgender, but we would (and should!) still frown on prescriptive statements about ""everyone"" that assume only cisgender people exist.",
This makes almond milk healthier than many animal-derived milks.,"Almond milk contains less than 2% almonds, which amounts to almost no protein or healthy fat.",
Almond milk has a lower calorie content than cow's milk.,"With a moderate diet, a higher calorie milk is acceptable for most people.",
Almond milk has a lower calorie content than cow's milk.,Calorie content as an independent favor does not dictate whether a food is nutritionally dense or not. Many of the most nutrient dense foods in the world are also dense in calories.,
Almond milk can be consumed on a number of different diets.,"Cow's milk can be consumed on a vegetarian, Mediterranean, or whole foods diet.",
This makes almond milk healthier than many animal-derived milks.,"Almond milk contains less than 2% almonds, which amounts to almost no protein or healthy fat.",
Almond milk has higher levels of vitamin D than skimmed cow's milk.,Almond milk is less nutritious than cow's milk.,
Almond milk contain more vitamin E than cow's milk.,Almond milk is less nutritious than cow's milk.,
Producing the food to feed milking cows requires more crops and water in comparison to what would be required for the same amount of almond milk.,"Almond milk production requires almond crops which are very thirsty - it takes over a gallon of water to grow an almond, thus increasing risk of water shortages in drought-prone places such as California.",
The impact on the climate to produce almond milk is much smaller than the impact associated with regular milk production.,Almond milk production is hard on the environment.,
The impact on the climate to produce almond milk is much smaller than the impact associated with regular milk production.,"Dairy farmers are working hard to reduce their environmental impact, and are in fact one of the most successful industries in doing so.",
"Dairy cows need a lot of land, leading to loss of habitat for some species.",Good agricultural practices and well-maintained grazing can be beneficial to habitats.,
"Even if dairy farmers are working hard to reduce their environmental impact, this does not negate the point that drinking almond milk is currently the more environmentally friendly choice.","Dairy farmers are working hard to reduce their environmental impact, and are in fact one of the most successful industries in doing so.",
"Farmers could get subsidies for changing what they produce, and could switch and produce grain- or nut-based milk instead of dairy.","Dairy farmers already struggle and require significant subsidies (eg on average nearly 40% of UK dairy farmers' profits come from direct EU subsidies) to stay afloat, if fewer people drank milk they would suffer more.",
"Farms are businesses, and business owners are not entitled to have their businesses remain profitable no matter whether consumers want their products.","Dairy farmers already struggle and require significant subsidies (eg on average nearly 40% of UK dairy farmers' profits come from direct EU subsidies) to stay afloat, if fewer people drank milk they would suffer more.",
Decreased demand is a common risk for business owners and they can choose to adapt to the change.,Dairy farmers and their families would suffer if everyone switched to almond milk.,
Dairy farmers and their families may lose their jobs but they wouldn't necessarily suffer over a long period. They could seek alternative forms of employment.,Dairy farmers and their families would suffer if everyone switched to almond milk.,
Affordable almond milk is available in many places. It might even be cheaper than a more expensive cow's milk.,Almond milk is relatively more expensive than cow milk.,
Whether people currently choose one type of milk over another does not determine whether they should choose that type of milk.,Some people prefer cow's milk over almond milk - choice is subjective and differs from person to person.,
"There are limitations to free choice. Otherwise, people could justifably choose to murder others.",Some people prefer cow's milk over almond milk - choice is subjective and differs from person to person.,
"Just because something is part of a culture, that does not make it morally permissible.","For some, drinking cow's milk is part of their culture. They should not have to change this.",
Dogs can't get autism from a vaccine.,Vaccinations might cause autism in pets.,
Vaccines don't cause autism.,Vaccinations might cause autism in pets.,
There is no scientific evidence that canine autism exists.,Vaccinations might cause autism in pets.,
Holistic approaches alone may not be enough for viruses such as parvovirus.,A holistic approach to animal health might be preferable to a purely medical one.,
Indigenous tribes and human ancestors do not wash themselves everyday and stay clean thanks to their microbiome.,Previous generations had a higher mortality rate.,
Indigenous tribes and human ancestors do not wash themselves everyday and stay clean thanks to their microbiome.,"Many Romans bathed daily, and are considered the cleanest of ancient civilizations.",
Indigenous tribes and human ancestors do not wash themselves everyday and stay clean thanks to their microbiome.,"Bathing was rare during the Middle Ages, resulting in foul smelling people and rampant disease.",
"High mortality rates have been attributed to wars and occupational safety issues. i.e. hunting large animals or defending against ferocious predators, or violent neighboring raider tribesmen.",Previous generations had a higher mortality rate.,
Not washing everyday saves water.,This water is not lost and can be reused.,
The US alone uses 1.2 trillion gallons of water per year on showers.,There are ways to shorten shower usage to save water.,
Not showering everyday has health benefits.,"Showering lowers stress, removes bacteria, and helps you fall asleep at night.",
Not showering everyday saves time.,"It may save time for that day, but it can greatly reduce life spans, depending on how many showers a week someone takes.",
Not showering everyday saves time.,Saving time is not a logical reason to forgo hygienic practices.,
"If you spend 20 minutes per day washing and moisturizing your skin and hair, you spend 12,167 hours of washing yourself (if you live to be 100) over the course of a lifetime.","An average shower lasts 8.2 minutes, not 20 minutes. Therefore, people take significantly less time washing themselves.",
People can counteract this by wearing more deodorant.,Avoiding daily shower welcomes smells.,
People can counteract this by wearing more deodorant.,Using deodorant counteracts the benefits of not showering.,
People can counteract this by wearing more deodorant.,Smells emit from more than the armpits. The genital area can easily become odorous without daily washing.,
"Evolution has made human body almost self cleaning as every animal. After a few days without showering, body adapts and smell disappears, letting you without odor.",Avoiding daily shower welcomes smells.,
"Some soaps are made by mixing fat or oil with an alkali such as lye, can wreck skin by changing its pH, obliterating healthy bacteria, and stripping away vital oils.",Avoiding soap may cause skin diseases.,
The use of a strong soap can cause your irritation in skin and itching.,Avoiding soap may cause skin diseases.,
The use of a strong soap can cause your irritation in skin and itching.,People can use a mildly concentrated soap in moderation to avoid itching.,
Washing your hands may be enough to avoid communicable diseases.,Avoiding soap makes epidemias great again.,
Washing your hands may be enough to avoid communicable diseases.,Washing your hands will not stop viruses and bacteria from growing on the rest of the body.,
Washing your hands may be enough to avoid communicable diseases.,Not washing the rest of the body can lead to an infection and transmission of the virus by making physical contact with other people.,
Simple rinsing without soaps will improve the balance of positive epidermal microbiome. This enhances the first defense barrier against infectious diseases.,Avoiding soap makes epidemias great again.,
"Social inequality, an outcome of unequal wealth distribution, is resulting in an increase of crime. Inequality and Violent Crime",Money is needed to set up rehabilitation programs and ensure security to protect from crime.,
"Most crime is an outgrowth of the financial system, rehabilitation programs do not rely on money to be established rather the efforts of people.",Money is needed to set up rehabilitation programs and ensure security to protect from crime.,
Animosity between the rich and poor increases as wealth inequality widens.,The disparities in wealth in society will not simply disappear if money is removed.,
"Environmental exploitation, a result of growth demanded by the financial economic system to maintain viable employment to allow consumerism to feed the system, is leading us to a mass extinction event. Accelerated modern human–induced species losses: Entering the sixth mass extinction",Money leads to the development of technology that can reverse the impacts of climate change.,
"Environmental exploitation, a result of growth demanded by the financial economic system to maintain viable employment to allow consumerism to feed the system, is leading us to a mass extinction event. Accelerated modern human–induced species losses: Entering the sixth mass extinction","Even if money did not exist, people would still need to produce goods for consumption. Therefore, that would still have a heavy impact on the carbon footprint.",
"Money does not lead to the development of technology, it is our innate desire to question and be curious which leads us to innovate and create.",Money leads to the development of technology that can reverse the impacts of climate change.,
"Money does not lead to the development of technology, it is our innate desire to question and be curious which leads us to innovate and create.",Money acts as a good financial motive for people to develop technology and innovate.,
Not to the extent our financial system currently demands.It is a function of our economic model that products produced must be replaced in a time frame which maintains profitability for the company producing them. Planned and designed obsolescence are outgrowths of this.,"Even if money did not exist, people would still need to produce goods for consumption. Therefore, that would still have a heavy impact on the carbon footprint.",
"Increasing technical efficiency is eroding employment opportunities which will exasperate inequality and the associated negative social and health outcomes. Automation, robots and the future of work",Technology and automation create more jobs than it destroys.,
"Increasing technical efficiency is eroding employment opportunities which will exasperate inequality and the associated negative social and health outcomes. Automation, robots and the future of work",Technology improves the living standards of human beings.,
"Automation is leading to a rise in low paying jobs and a decrease in the need for skilled labor, exasperating inequality and poverty. It is not about there being more jobs, it is about being reduced to being the working poor because employment opportunities have been eroded.",Technology and automation create more jobs than it destroys.,
"Automation is leading to a rise in low paying jobs and a decrease in the need for skilled labor, exasperating inequality and poverty. It is not about there being more jobs, it is about being reduced to being the working poor because employment opportunities have been eroded.","Research suggests that individuals are likely to be displaced from low-wage jobs.Therefore, automation does not lead to an increase in low-wage employment.",
The living standard of people who suffer job losses due to the uptake of technology is likely to decline.,Technology improves the living standards of human beings.,
A UBI does not address cyclical consumption of material goods which is a key driver of ecological decline.,A UBI (universal basic income) would mitigate many of the negative effects of our current work-to-live system.,
A UBI program needs high taxes to be sustainable. Lobby groups are likely to make sure that doesn't happen.,A UBI (universal basic income) would mitigate many of the negative effects of our current work-to-live system.,
Often people's hard work isn't proportionally rewarded in their income.,"If people work hard, they are likely to earn more money which they can use to fulfill their desires.",
Many people inherit wealth and don't work for it.,Money rewards people for their hard work.,
"Some people put in more physical effort and work in more difficult conditions than others. Yet, they earn significantly less money.",Money rewards people for their hard work.,
"Work can be rewarded in different ways, e.g., through vouchers, food, objects, real estate, or shares.",Money rewards people for their hard work.,
"A barter system may help indebted countries finance their imports, especially since it's not feasible for them to use standard credit arrangements. (p. 293)","Without money, people would have to resort to more complicated forms of exchange, such as bartering, including the exchange of goods and services.",
