text1,text2,ZS response
"People will have longer periods of time to develop wealth. Thus, wealth should increase for everyone, so the power may not be an issue then.","People currently are unable to escape from their poverty without aid. Therefore, wealth may not necessarily increase for everyone, and power could remain problematic for some.",
"In the future where we are immortal, it is likely that people's values would continue to evolve in a positive trend as can be seen through the U.S.A. Civil Rights Movement and many more societal changes, to ensure a higher standard of living for all.","People currently are unable to escape from their poverty without aid. Therefore, wealth may not necessarily increase for everyone, and power could remain problematic for some.",
"In the future where we are immortal, it is likely that people's values would continue to evolve in a positive trend as can be seen through the U.S.A. Civil Rights Movement and many more societal changes, to ensure a higher standard of living for all.","People who are older and have had more time to accumulate wealth as a result of their immortality will have the power to prevent and spur change, making previous trends harder to recreate.",
"The connection between wealth and immortality are not mutually exclusive, therefore there is no way to foretell the effect.",An endless lifespan is likely to exacerbate wealth inequality.,
"The whole dynamics of money on people's lives will change, as they won't need to spend it on death-related expenses anymore. Thus, those whose wealth stem from the death or illness of others would likely see a decrease in their wealth.",An endless lifespan is likely to exacerbate wealth inequality.,
Older criminals become bosses or teach younger criminals and don't necessarily stop being a criminal because they got older. How else would they make a living?,"It is possible, that without age related ability depletion, for some people criminality may become more and more of an appealing option.",
"This is questionable, since if this is true, we should already see increased interest in criminal activity with growing age","Living throughout longer ages without fitness loss would with time lead to increaced vanity, arrogance or other antisocial traits.",
"It is likely that people would become more class-conscious if they had to live in poverty for multiple lifetimes, as the lack in societal progress would become more evident.","Those who live without food, shelter and water will face this suffering indefinitely.",
Knowing that others are immortal will make people more interested in forming bonds with one other.,"If humans became immortal, but could only have children between the ages of 15 and 45 as they do now (puberty to menopause), then we would have either an increasing number of people perpetually stuck in timeless middle aged life or an ever larger number of people would stop having children. Either leads to stagnation and stagnation leads to apathy and death of innovation.",
"Stagnation, apathy and the death of innovation are far preferable to actual literal death.","If humans became immortal, but could only have children between the ages of 15 and 45 as they do now (puberty to menopause), then we would have either an increasing number of people perpetually stuck in timeless middle aged life or an ever larger number of people would stop having children. Either leads to stagnation and stagnation leads to apathy and death of innovation.",
We have been adapting to environmental changes for centuries by building shelters and wearing clothes. Technology gives us the ability to compete with change. Immortality would presumably require direct alteration of the human genome so any other alteration required should be possible using the same technology.,"Mankind having thus freezed its evolution process would lose its adaptability to environmental changes, as no natural selection would occur.",
"We do have, to some extent, the possibility to modify our genetic code through genetic engineering.. so there would be a way to escape stagnation and secure adaptability.","Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
"It is possible that enough people would refuse immortality as to allow a natural evolution of the human species to continue in parallel. If humans develop immortality however, this too is part of evolution.","Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
"By becoming immortal you take your evolution into your own hands, no matter which technology you use to achieve immortality, thus making original approach to evolution obsolete yet still valid for those that remain mortal.","Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
"Evolution optimises for beings that replicate themselves, and nothing more. If we fail to eliminate evolution from our species, it will reduce us to our ability to self-replicate, and nothing of value will remain in the world.","Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
Evolution has no purpose and therefore is not interested in our well-being. It just happens.,"Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
Evolutionary change is not always necessary for species to persist.,"Death is the primary tool of evolution. To eliminate death for some arbitrary individuals is to eliminate evolution for the species, effectively condemning mankind as a whole to stagnation and obsolescence.",
There are living organisms which keep themselves alive without consuming any other living nor dead organisms. They are called autotrophs and are capable of self-nourishment by using (non living) inorganic materials as a source of nutrients through photosynthesis or chemosynthesis.,All living things are nourished and kept alive by consuming another living thing. They cannot sustain their lives without doing so.,
"Death in biosphere in general is nessesary, but we can safely exclude humans from the cycle without harm done to it.",Death is necessary for many reasons.,
"Some humans prefer to not die, this in and of itself trumps reasons for why death would be necessary.",Death is necessary for many reasons.,
"Without knowing what exists outside space time, we can not be sure it is void of purpose, or meaning.","Since purpose or meaning can only exist within space/time, it is meaningless to aim at immortality, as it amounts to existing for the sake of existing.",
"Without knowing what exists outside space time, we can not be sure it is void of purpose, or meaning.","We minimally know what doesn't exist outside space-time:  Space and time...  Purpose and meaning are fundamentally rooted in space-time, they can only emerge from space-time. The very nature of the concept of purpose/goal/point, imply a now and future state.",
People would fill their now infinite lives with purpose. Those who don't could decide not to become biologically immortal in the first place.,"Since purpose or meaning can only exist within space/time, it is meaningless to aim at immortality, as it amounts to existing for the sake of existing.",
People would fill their now infinite lives with purpose. Those who don't could decide not to become biologically immortal in the first place.,"Biological ""immortality"" is impossible, it would mean being able to survive our own universe's death (which is unavoidable) and be able to exist , coherently, outside space-time... Immortality doesn't mean very long-lived, it literally means you cannot die, that you are unable to, even if you wish it...",
"The term ""biological immortality"" only means that life expectancy is decoupled from ageing, and does not imply these further claims about true immortality.","Biological ""immortality"" is impossible, it would mean being able to survive our own universe's death (which is unavoidable) and be able to exist , coherently, outside space-time... Immortality doesn't mean very long-lived, it literally means you cannot die, that you are unable to, even if you wish it...",
Whether purpose or meaning exist *within* space/time is not exactly a settled question in philosophy.,"Since purpose or meaning can only exist within space/time, it is meaningless to aim at immortality, as it amounts to existing for the sake of existing.",
"Researchers are not saying that people place 'zero' value on life before, but to be ""more aware of death"".","Researchers found that when people are more aware of death, they place more value on life.",
"Even if someone puts less value on their life without death, their longer life gives them more net value since it is likely to be infinite. Any small amount every day forever is just more total value.","Researchers found that when people are more aware of death, they place more value on life.",
"Even if someone puts less value on their life without death, their longer life gives them more net value since it is likely to be infinite. Any small amount every day forever is just more total value.","This assumes that life's value would keep on increasing as time goes by. However, the fact that many old people are ready to die would prove that life's value could gradually decrease with time.",
This would just mean that people would take more risks as the risk has less of an impact on their lives.,"Immortality will make wealthy people paranoid and depressed, because taking risks in life will have vastly reduced value and can also be postponed indefinitely.",
Savings and investments appreciate in value regardless of whether their owner is aging. One can simply retire when one has accumulated enough wealth to retire on.,People work hard in their youth so they can benefit from it when they are older. If people never grew old what would be the point of all that hard work.,
Savings and investments appreciate in value regardless of whether their owner is aging. One can simply retire when one has accumulated enough wealth to retire on.,"In a post-scarcity economy, the abundance of products and lack of human labor needed will allow each person the freedom to do as they please with their time without working their entire lives to earn this privilege.",
"It is not death, inherently, which gives life meaning, but rather challenge and growth.",Life would lose all its value if it never ended.,
"It is not death, inherently, which gives life meaning, but rather challenge and growth.","With no death there is no real challenge. That is both true for games and for Life: it's not a challenge if your mistakes are irrelevant, since you can try again later. Nothing will ""stop"" the challenge, so it's not a challenge anymore.
Growth ends at some point, otherwise it becomes normal and irrelevant.",
"Dark souls, a game series which is widely considered extremely challenging, allows the player to respawn.","With no death there is no real challenge. That is both true for games and for Life: it's not a challenge if your mistakes are irrelevant, since you can try again later. Nothing will ""stop"" the challenge, so it's not a challenge anymore.
Growth ends at some point, otherwise it becomes normal and irrelevant.",
"The challenge of learning, is repeatedly failing until one doesn't fail anymore. While learning something the challenge isn't to do it in one try but rather to finally learn the subject at hand.","With no death there is no real challenge. That is both true for games and for Life: it's not a challenge if your mistakes are irrelevant, since you can try again later. Nothing will ""stop"" the challenge, so it's not a challenge anymore.
Growth ends at some point, otherwise it becomes normal and irrelevant.",
"Some people may continue to find value in their life even after becoming immortal, and it would be wrong to impose meaninglessness over them.",Life would lose all its value if it never ended.,
"Some people may continue to find value in their life even after becoming immortal, and it would be wrong to impose meaninglessness over them.",They may eventually lose meaning and choose to commit suicide.,
"A lot of people already believe in an eternal afterlife which is another form of immortality. Life does not lose meaning for them just because of their immortal capabilities. Therefore, it is unlikely to lose meaning for people who choose to be immortal.",Life would lose all its value if it never ended.,
"A lot of people already believe in an eternal afterlife which is another form of immortality. Life does not lose meaning for them just because of their immortal capabilities. Therefore, it is unlikely to lose meaning for people who choose to be immortal.","That form is different, as it's immortality after death. Immortality on Earth will change the value of life here more than afterlives will.",
"Time loses value when it is limitless rather than life, which could be hated or enjoyed.",Life would lose all its value if it never ended.,
There is no evidence to suggest that life has value.,Life would lose all its value if it never ended.,
There is no evidence to suggest that life has value.,Life is valuable because of its rarity in the universe.,
There is no evidence to suggest that life has value.,Life is valuable because of its unique ability to enable free-will. There are no other known examples of this in the observable universe.,
There is no evidence to suggest that life has value.,The fact that an overwhelming number of people choose to live over choosing to die is overwhelming de facto evidence that people value life more than its alternative.,
"If all life was instantly extinguished, the universe would be unaffected. If all Hydrogen instantly disappeared, the universe could not function as it does today. The hypothetical impact of an entity's non-existence proves that Hydrogen has inherent, objective value in the universe, whereas life does not.","Life, as in biological bodies, have matter, which if extinguished would be removing an unknown measurement from the universe.",
"If all life was instantly extinguished, the universe would be unaffected. If all Hydrogen instantly disappeared, the universe could not function as it does today. The hypothetical impact of an entity's non-existence proves that Hydrogen has inherent, objective value in the universe, whereas life does not.",It is also believed in different cultures that the mind (which is part of life) is beyond quantity and exists beyond the brain. Extinguishing this would cause unknown negative consequences.,
That rare things necessarily have value is not supported.,Life is valuable because of its rarity in the universe.,
That rare things necessarily have value is not supported.,Scarcity or rarity of things that are desirable directly correspond with higher values.,
Life is not desired by the universe as the universe is not a living entity.,Scarcity or rarity of things that are desirable directly correspond with higher values.,
"The rarity of life is currently only assumed, many people believe that life exists in other galaxies, even if it hasn't made contact with us yet.",Life is valuable because of its rarity in the universe.,
Just because we value free-will does not mean that free-will is valuable.,Life is valuable because of its unique ability to enable free-will. There are no other known examples of this in the observable universe.,
There is no free will.,Life is valuable because of its unique ability to enable free-will. There are no other known examples of this in the observable universe.,
There is no free will.,There are various religious and spiritual teachings that imply we have free will.,
There is no free will.,Many aspects of everyday life and society depend on the assumption that other people have free will.,
There is no free will.,Free will and determinism are not mutually exclusive since freedom and determinism can be defined in compatible ways.,
Human actions are determined by uncontrollable internal and metaphysical processes.,Activities that involve choices provide evidence for the existence of free will.,
Human actions are determined by uncontrollable internal and metaphysical processes.,Lived experience and observation suggest that we have free will.,
"Human beings are biologically hardwired to act and react in certain ways, leaving no room for free will.","Living beings are highly complex and their actions cannot be anticipated, which means that they must have some kind of free will (p. E8678).",
"Human beings are biologically hardwired to act and react in certain ways, leaving no room for free will.","It is possible to desensitize oneself from reflexive responses, which creates room for free will (p. 1).",
Research on the gut microbiome indicates that the bacteria in the gut can cause cravings and drive their food choices.,The claim that gut microbiome can affect the decisions of individuals is not certain and remains debated (p. 38).,
"According to cognitive automaticity, many human behaviors and choices are made automatically.","Cognitive automaticity may indicate that many behaviors are automatic, but it also identifies that our automatic systems are paired with a controlled system that reintroduces a need for free will.",
"Actions that appear to be spontaneous to an observer, such as the playfulness of domesticated house cats, can often be attributed to mere instinct and thus should be considered deterministic.","Living beings exhibit spontaneity through acts that are compulsive or fly in the face of their usual habits, which is evidence that their actions are not predetermined.",
"Unpredictability is not an indication of free will. Rather, it is the state of not having enough background information in order to make an informed estimate.","Living beings are highly complex and their actions cannot be anticipated, which means that they must have some kind of free will (p. E8678).",
"Unpredictability is not an indication of free will. Rather, it is the state of not having enough background information in order to make an informed estimate.","If the external determinant cause of an action cannot be identified, then the strength of claims that depend on external determination become much weaker.",
Modern science's understanding of the brain suggests it is deterministically linked to human action (p. 545).,"Neuroscientific evidence and methods are comparitively and particularly crude, due to their novel nature and lack of replicability. As such, whatever determines our physical brain states remains unknown.",
Modern science's understanding of the brain suggests it is deterministically linked to human action (p. 545).,"The Cogito Model of free will argues that random events occur within human brains and bodies, and these random events can be used by a human to choose between two or more actions.",
Modern science's understanding of the brain suggests it is deterministically linked to human action (p. 545).,"Humans are considered to be conscious beings, and consciousness, which refers to the self and the choices it can make, would not exist if there were no free will.",
"Libet's experiments show that humans make decisions before they are aware of doing so. As such, by the time we feel like we are making a choice, unbeknownst to us, the decision has already been made.","The methods and findings of the Libet studies have been challenged (p. 47, p. 3).",
"Despite Libet's results remaining an unsolved mystery of the brain, his findings have been replicated.","The methods and findings of the Libet studies have been challenged (p. 47, p. 3).",
"Despite Libet's results remaining an unsolved mystery of the brain, his findings have been replicated.","There is no consensus among researchers about the significance of different findings, their meaning, or what conclusions may be drawn from the Libet studies.",
"Even if scientific debates about the Libet studies are ongoing, the fact that some of the findings have been replicated warrants further investigation and gives the studies some credibility.","There is no consensus among researchers about the significance of different findings, their meaning, or what conclusions may be drawn from the Libet studies.",
"It is plausible that the human brain is complex enough to generate human behaviors, thus eliminating the need to appeal to a non-physical entity like the will.",Neuroplasticity suggests that the individual and their choices shape the physical structure of the brain (p. 1).,
"It is plausible that the human brain is complex enough to generate human behaviors, thus eliminating the need to appeal to a non-physical entity like the will.","According to the predictive processing framework (PPF, p. 529), living things mentally simulate probable outcomes of actions and their surroundings to decide how to act based on the result. This demonstrates that the brain is hardwired to facilitate making choices and, thus, free will.",
"Machines using algorithms that are modeled after the human brain can generate intelligible, unpredictable, and articulate art. This does not mean that computers have free will.",The limitations of machine learning actually provide evidence that free will is difficult to generate with complex brain-like machinery. This indicates there is something distinctly human about free will.,
It is a mistake to associate the creativity of machine art to free will because machine learning algorithms are only capable of synthesizing and mimicking datasets of human art.,"AlphaGo makes moves in the games Go and Chess that are ""creative, surprising, and beautiful,"" indicating an ability to effectively respond to unique situations that are not anticipated by their programming.",
"Simulating and evaluating possible outcomes does not preclude determinism, especially if one is hardwired to do so.","According to the predictive processing framework (PPF, p. 529), living things mentally simulate probable outcomes of actions and their surroundings to decide how to act based on the result. This demonstrates that the brain is hardwired to facilitate making choices and, thus, free will.",
Neuroscientific research into the dynamics and interactions of neurotransmitters and various compounds has revealed many ways our brain states determine or influence our behavior.,"Neuroscientific evidence and methods are comparitively and particularly crude, due to their novel nature and lack of replicability. As such, whatever determines our physical brain states remains unknown.",
"All scientific fields are in a relatively crude state compared to future advancements. Since neuroscience is predicted to become more precise as the technology and methodology become more advanced, it is reasonable to make predictions and interpretations around the current scientific consensus.","Neuroscientific evidence and methods are comparitively and particularly crude, due to their novel nature and lack of replicability. As such, whatever determines our physical brain states remains unknown.",
"All scientific fields are in a relatively crude state compared to future advancements. Since neuroscience is predicted to become more precise as the technology and methodology become more advanced, it is reasonable to make predictions and interpretations around the current scientific consensus.",It is reasonable to be skeptical of future development in neuroscience because there is no clear scientific consensus on the relationship between neuroscience and free will (p. 14).,
To say that a system is probabilistic means that we do not know which will be the concrete outcome of that system at a given time. This is not to say that the system has free will.,"Since the human brain is made up of atoms and particles, and atoms and particles act in random or probabilistic ways, it is likely that the brain acts in these ways too.",
Actions caused randomly cannot be said to be freely chosen because choice and randomness are mutually exclusive.,"The Cogito Model of free will argues that random events occur within human brains and bodies, and these random events can be used by a human to choose between two or more actions.",
Actions caused randomly cannot be said to be freely chosen because choice and randomness are mutually exclusive.,"It is possible to choose to do something and overcome whatever particular state the body is in. For example, while a soldier may feel cowardly, sleepy, or hungry, they may decide to act courageously.",
"There is no strong evidence that quantum-level effects have any impact on information processing done by the brain, which seems to follow classical laws of physics entirely.","The Cogito Model of free will argues that random events occur within human brains and bodies, and these random events can be used by a human to choose between two or more actions.",
"Our reactions to pain are conditioned responses of the Autonomic Nervous System (ANS) that form from past experience. Thus, they are better understood as evidence for determinism than for free will.",Pain is an intrinsic neurological response that protects us by informing us about potential danger or harm.,
"Our reactions to pain are conditioned responses of the Autonomic Nervous System (ANS) that form from past experience. Thus, they are better understood as evidence for determinism than for free will.","The implications of conditioning for pain responses actually indicate that the aversion to pain can be unlearned, and thus that such responses are not predetermined.",
Emotions do not provide evidence for the existence of free will because human beings are bound by their emotions.,Emotions and bodily sensations that guide action would serve no evolutionary function if we could not choose how to respond to them (p. 4).,
Emotions do not provide evidence for the existence of free will because human beings are bound by their emotions.,"Psychological research indicates that human beings can willfully regulate their emotions, which supports the existence of free will.",
"Since human beings evolved from simpler organisms - animals - that likely lacked free will, human beings likely also lack free will. It is much less likely that humans are, somehow, the only animals with free will.",Emotions and bodily sensations that guide action would serve no evolutionary function if we could not choose how to respond to them (p. 4).,
"Since human beings evolved from simpler organisms - animals - that likely lacked free will, human beings likely also lack free will. It is much less likely that humans are, somehow, the only animals with free will.","There are characterizations of evolutionary theory, like natural drift, which reject the idea that organisms are passive and subject to natural selection and argue that organisms play active roles in evolution (p. 116).",
"Since human beings evolved from simpler organisms - animals - that likely lacked free will, human beings likely also lack free will. It is much less likely that humans are, somehow, the only animals with free will.","Animals do not behave deterministically and demonstrate agency in similar ways to humans, which suggests that both humans and animals could have free will.",
"It is possible to theorize about humans as conscious living beings without positing the existence of a willful self, such as with the Buddhist rejection of the reality of the self (p. 141).","Humans are considered to be conscious beings, and consciousness, which refers to the self and the choices it can make, would not exist if there were no free will.",
It is possible to interpret regret deterministically as the processes of learning about something unfavorable after the fact.,The ability to regret some of our decisions suggests that free will and choice exists.,
"The conditioning required to quit smoking indicates the absence of free will, because if we could freely choose to not be addicted to something, no conditioning would be needed.","One researcher argues that smoking does not contradict free will, because the motivation caused by smoking does not make it impossible to stop smoking (p. 67). The act of quitting smoking is an example of free will.",
"The significant effort it takes to overcome addiction suggests that overcoming addiction could be the result of our circumstances and support, rather than our free will.",The fact that people are able to overcome physical addictions by force of will - despite addictive desires remaining - indicates that humans retain the ability to choose against even the strongest determinants of behavior.,
The human drive to pursue pleasure generally seeks immediate gratification and often promotes behaviors that are not in the person's best long-term interests.,"The fact that human beings are capable of making choices and taking steps to overcome their circumstances, preferences, cravings, urges, and desires is evidence that free will exists.",
The human drive to pursue pleasure generally seeks immediate gratification and often promotes behaviors that are not in the person's best long-term interests.,"Even if seeking immediate pleasure is a strong drive in humans, our ability to resist urges or temper desires suggests that free will exists in some sense.",
"One's choices to overcome their circumstances are determined by the incentives that precede them, leaving no room to intervene (p. 3).","The fact that human beings are capable of making choices and taking steps to overcome their circumstances, preferences, cravings, urges, and desires is evidence that free will exists.",
Our decisions and perceptions are inevitably shaped by our past experiences.,People consider and weigh the benefits of various courses of action countless times in their lives. They would not do that if there were no choices available to them.,
Our decisions and perceptions are inevitably shaped by our past experiences.,"Even if our experiences and choices are influenced by past experiences, the ability to break with tradition to try something new is evidence of free will.",
It is possible to preserve other forms of creativity (C-creativity) even if our actions are determined by our circumstances (p. 596).,"According to libertarian free will, genuine creativity (L-creativity) can only exist if our artistic actions and ideas originate within us and are not derivative (p. 594).",
"Human and primate art has been linked with the evolutionary pressure to attract a mate, meaning that it could the result of a biological impulse rather than a free expression.","Making art and music are expressive activities that depend on the abilities of the artist to create something new, which necessitates free will.",
"Human and primate art has been linked with the evolutionary pressure to attract a mate, meaning that it could the result of a biological impulse rather than a free expression.","Even if art began as a biological impulse, the article does not provide evidence that links the impulse to reproduce to modern forms of expression.",
"It is plausible that the human brain is complex enough to generate human behaviors, thus eliminating the need to appeal to a non-physical entity like the will.","Expressive activities, like creating art or music, are not merely determined responses to environmental inputs, and thus should be considered evidence for the existence of free will.",
"It is plausible that the human brain is complex enough to generate human behaviors, thus eliminating the need to appeal to a non-physical entity like the will.",Neuroplasticity suggests that the individual and their choices shape the physical structure of the brain (p. 1).,
"It is plausible that the human brain is complex enough to generate human behaviors, thus eliminating the need to appeal to a non-physical entity like the will.","According to the predictive processing framework (PPF, p. 529), living things mentally simulate probable outcomes of actions and their surroundings to decide how to act based on the result. This demonstrates that the brain is hardwired to facilitate making choices and, thus, free will.",
"Machines using algorithms that are modeled after the human brain can generate intelligible, unpredictable, and articulate art. This does not mean that computers have free will.",The limitations of machine learning actually provide evidence that free will is difficult to generate with complex brain-like machinery. This indicates there is something distinctly human about free will.,
It is a mistake to associate the creativity of machine art to free will because machine learning algorithms are only capable of synthesizing and mimicking datasets of human art.,"AlphaGo makes moves in the games Go and Chess that are ""creative, surprising, and beautiful,"" indicating an ability to effectively respond to unique situations that are not anticipated by their programming.",
"Simulating and evaluating possible outcomes does not preclude determinism, especially if one is hardwired to do so.","According to the predictive processing framework (PPF, p. 529), living things mentally simulate probable outcomes of actions and their surroundings to decide how to act based on the result. This demonstrates that the brain is hardwired to facilitate making choices and, thus, free will.",
"It is still possible to conceive of creativity in a deterministic world, as we can still attribute one's actions to a set of unique underlying mental states and character traits (p. 602).","Expressive activities, like creating art or music, are not merely determined responses to environmental inputs, and thus should be considered evidence for the existence of free will.",
"Every decision is determined by one's beliefs, preferences, and circumstances, none of which are within one's control.",Activities that involve choices provide evidence for the existence of free will.,
"Every decision is determined by one's beliefs, preferences, and circumstances, none of which are within one's control.",People often make random guesses or choices. These are not determined by their beliefs or circumstances.,
"Every decision is determined by one's beliefs, preferences, and circumstances, none of which are within one's control.","If this were true, psychologists could predict human behavior. Given the difficulties of studying the links between beliefs, preferences, circumstances, and behavior, it is unlikely that every decision is predetermined based on these alone.",
