text1,text2,ZS response,final_val
"Celebrities frequently advertise weight loss products on social media, like teas, shakes, appetite-suppressing lollipops and diet pills.",Celebrities have been used to popularize diet culture sans social media.,Not Divergent,Not Divergent
"Celebrities frequently advertise weight loss products on social media, like teas, shakes, appetite-suppressing lollipops and diet pills.",Some celebrities - such as Holly Willoughby - have had their images and personas used without permission to falsely promote unhealthy dieting products.,Not Divergent,Not Divergent
'Pro-ana' groups can propagate unchecked on many social media platforms.,"In some places, such as France, new legislation means that platforms found to be supporting, allowing, or otherwise encouraging the proliferation of pro-ana groups and websites can be fined.",Not Divergent,Not Divergent
The photo related features of social media websites reinforce or worsen body image issues.,The photo related features of social media websites also have benefits.,Divergent,Divergent
"Image-based platforms, along with other forms of social media platform, are negatively affecting real-life, face-to-face interactions.","Image-based platforms such as Instagram have been shown to confer a significant decrease in self-reported loneliness to users, whereas text-based platforms such as Twitter do not.",Divergent,Divergent
"“Clean eating” is promoted by some food bloggers, which can have a negative impact on vulnerable young people.","Clean eating is a recommended means of improving health. That some celebrities misrepresent what it entails does not negate the impact of a healthy ""clean"" diet.",Divergent,Divergent
"Pioneers of the ‘healthy eating movement’ havea powerful social media presence, particularly on Instagram, reaching and influencing hundreds of thousands of people, despite often having no formal training in health sciences or nutrition.","There is a wealth of factual and legitimate information on nutrition on the internet, a long with guidance on how to be discerning about the 'facts' one comes across.",Not Divergent,Not Divergent
Research suggests that disclosing when content is sponsored has very little effect on an influencer’s engagement. Sponsored content is engaged with equally in comparison to non-sponsored content.,"According to the Competition and Markets Authority, if influencers do not label their posts properly, followers may be led to believe that an endorsement represents the star’s own view, rather than a paid-for promotion.They are then more likely to place trust in that product, as they think it has been recommended by someone they admire. They might not do so, however, if it was made clear that the brands featured have paid, or in some other way rewarded, the celebrity in return for endorsement.",Divergent,Divergent
Placing such posts lower in the News Feed does not mean they are banned and won't be accessed by people. Facebook still allows weight loss products and plans ads for people aged 18 years or older (5.13).,Facebook has increased efforts to curb misleading health content and has recently announced that Facebook’s AI will place the posts attempting to sell products or services based on health-related claim and including sensational health claims lower in News Feed. This includes posts promoting a medication or pill claiming to help you lose weight.,Not Divergent,Not Divergent
"Social media sites have been unable to effectively remove pro-eating disorder content, as it is easy for individuals to get around blocks on content by using slightly different hashtags that are not blocked.","Social media sites, such as Instagram and Facebook, are now clamping down on harmful and pro-anorexia content.",Divergent,Divergent
"Despite implementing policies to try and remove pro-ED content, studies have found that there is still a significant amount of harmful content on social media sites.","Social media sites, such as Instagram and Facebook, are now clamping down on harmful and pro-anorexia content.",Not Divergent,Not Divergent
"Even though such groups contravene the rules of these sites, there is often still a short time delay between their inception and their deletion by the platforms moderators or algorithms.","Social media sites, such as Instagram and Facebook, are now clamping down on harmful and pro-anorexia content.",Not Divergent,Not Divergent
Some third party moderators are circumventing social media platforms' codes of conduct and allowing such groups to remain.,"Social media sites, such as Instagram and Facebook, are now clamping down on harmful and pro-anorexia content.",Not Divergent,Not Divergent
Recovery is not linear and is very easy to confuse with relapse. This could be both triggering for an account owners followers as well as potentially pressuring for the owner themselves.,It is possible for people suffering with eating disorders to find comfort in learning about the experiences of those who have gone through the recovery process and seeing similarities with their own lives.,Not Divergent,Not Divergent
Encountering pro-ED content of any kind - or even just images promoting traditional beauty standards - on social media can have the power to knock someone in recovery's confidence and disrupt their progress.,Social media is a necessary avenue to finding peer support in recovery.,Divergent,Divergent
Recovering from mental illness often requires identifying and challenging harmful assumptions and beliefs. Other sufferers (who often make similar assumptions and have similar beliefs) may be poorly placed to help with this.,Social media is a necessary avenue to finding peer support in recovery.,Divergent,Divergent
"The line between groups which ""support"" a sufferer by helping them cope with their illness, and groups which ""support"" a sufferer by encouraging unhealthy behaviour, can be blurred.",Social media is a necessary avenue to finding peer support in recovery.,Not Divergent,Not Divergent
"According to a Pew Research Center survey, only 5% of teenagers said that social media helps in getting support from others.",Social media is a necessary avenue to finding peer support in recovery.,Divergent,Divergent
A study found that the likelihood of recovery from eating disorders for individuals primarily using Tumblr for support to be less than the likelihood of recovery for individuals using more conventional outlets.,Social media is a necessary avenue to finding peer support in recovery.,Divergent,Divergent
Algorithms suggest content to users based on what they have viewed/liked before. This can result in individuals who view some weight loss tips being bombarded with content about extreme dieting and pro-ana content. This could push them towards disordered eating.,"Movements are now encouraging people to curate their social media feed so as to block out harmful content, and instead replace it with body-positive content.",Not Divergent,Not Divergent
Algorithms suggest content to users based on what they have viewed/liked before. This can result in individuals who view some weight loss tips being bombarded with content about extreme dieting and pro-ana content. This could push them towards disordered eating.,"Those with mental health problems should take responsibility for their own wellbeing, and avoid social media if it is causing their symptoms to worsen.",Divergent,Divergent
Social media is an integral part of many people's social life. It is unreasonable and impractical to tell people to avoid it.,"Those with mental health problems should take responsibility for their own wellbeing, and avoid social media if it is causing their symptoms to worsen.",Divergent,Divergent
"Given eating disorders are multi-causal, it is often very hard for someone suffering from an eating disorder to keep track of everything which reinforces their illness. People suffering from such illnesses often do not realise that social media is making their condition worse.","Those with mental health problems should take responsibility for their own wellbeing, and avoid social media if it is causing their symptoms to worsen.",Not Divergent,Not Divergent
"If an individual with an eating disorder avoids all social media, they may not be exposed to any potentially helpful content on it such as inspiring stories, helplines, or recovery communities.","Those with mental health problems should take responsibility for their own wellbeing, and avoid social media if it is causing their symptoms to worsen.",Not Divergent,Not Divergent
Social media can be a lifeline for those with mental health complications.,"Those with mental health problems should take responsibility for their own wellbeing, and avoid social media if it is causing their symptoms to worsen.",Divergent,Divergent
"Social media has become so prevalent in our culture that it may be unavoidable, and the individual may view social media posts which promote disordered eating despite attempts to avoid or ignore them.",Regulation of social media has to be the responsibility of the individual.,Divergent,Divergent
The advertisement of one product - XLS medical - was banned in the UK after the Advertising Standards Authority received over 200 complaints about an advert which was broadcast on TV and YoutTube.,"Over the counter dieting aids, which have not been proved to be safe or effective (p. 56), are regularly advertised on television networks in many countries.",Not Divergent,Not Divergent
Social Media is the most effective advertising tool the dieting industry has utilized.,The dieting industry existed long before the advent of social media.,Not Divergent,Not Divergent
"Social media allows advertisements to be personalized and engaging, which in turn makes them more effective.",People are becoming increasingly aware that the content they are consuming on social media is distorted or manipulated in particular ways. This means they are less likely to take it at face value as being real life.,Divergent,Divergent
"Social media allows advertisements to be personalized and engaging, which in turn makes them more effective.",Social media filtering algorithms cannot effectively discern between positive and negative or potentially damaging content.,Divergent,Divergent
Research suggests that disclosing when content is sponsored has very little effect on an influencer’s engagement. Sponsored content is engaged with equally in comparison to non-sponsored content.,"According to the Competition and Markets Authority, if influencers do not label their posts properly, followers may be led to believe that an endorsement represents the star’s own view, rather than a paid-for promotion.They are then more likely to place trust in that product, as they think it has been recommended by someone they admire. They might not do so, however, if it was made clear that the brands featured have paid, or in some other way rewarded, the celebrity in return for endorsement.",Divergent,Divergent
"Celebrities can now block comments and users, which makes calling them out more difficult, especially when it is done by less popular accounts.",More and more users are beginning to call out celebrities and influencers on social media for publicising edited and unrealistic images of themselves.,Not Divergent,Not Divergent
"Eating disorders are a form of mental illness and, as such, the brains of sufferers do not always accept the usual laws of logic. So, while an individual may be aware images are edited and unrealistic, the reality of its origins may not register when the brain is processing it.",People are becoming increasingly aware that the content they are consuming on social media is distorted or manipulated in particular ways. This means they are less likely to take it at face value as being real life.,Divergent,Divergent
"Development of an eating disorder is influenced by a combination of different biological, psychological, and sociocultural factors.",The dieting industry lies at the heart of eating disorders.,Divergent,Divergent
"Individuals who are prone to eating disorders often seek out content which reinforces their views rather than counters them. If pro-eating disorder and body positive content exists on social media at the same time, individuals suffering with the disorder are likely to mainly consume content which exacerbates their illness.","Social media itself is not the problem, but how it is used; as such, it cannot be blamed for exacerbating eating disorders.",Divergent,Divergent
"Social media platforms are driven by algorithms which are incapable of distinguishing between harmful and beneficial content, and will promote any harmful content if it is sufficiently popular. Individual users cannot change this no matter how many precautions they take. Thus the problem is the platform, not its users.","Social media itself is not the problem, but how it is used; as such, it cannot be blamed for exacerbating eating disorders.",Divergent,Divergent
Research has found that those in the top 25% of social media users double their susceptibility to eating disorders.,"Social media itself is not the problem, but how it is used; as such, it cannot be blamed for exacerbating eating disorders.",Divergent,Divergent
"These hashtags can be misused by users (largely thin, white women: those who conform to traditional western beauty ideals) to promote their own brand of #fitspo.",Hashtags such as #bodypositivity encourage users to post pictures in which they feel confident and happy in themselves.,Divergent,Divergent
Hashtags can become little more than buzzwords that encumber the growth of the debate surrounding issues such as eating disorders.,Hashtags such as #bodypositivity encourage users to post pictures in which they feel confident and happy in themselves.,Divergent,Divergent
The same study found that women who’d seen the body-positive photos still ended up objectifying themselves.,"An Instagram study involved showing 195 young women either body-positive content from popular accounts, photos showing thin women in bikinis or fitness gear, or neutral images of nature. The researchers found that exposing women to #bodypositive Instagram content appeared to boost their satisfaction with their own bodies.",Divergent,Divergent
"The images which receive the most attention on social media, and which are therefore most widely shared, are likely to conform to popular stereotypes about what is beautiful and attractive.","Unlike traditional media where editors have an incentive to pick stereotypically beautiful women in order to sell or promote products, there is no oversight on who can post content on social media. This makes social media a unique outlet for expressing body positive sentiments and allowing non-stereotypical ideas of beauty to gain attention.",Divergent,Divergent
"Individuals who are prone to eating disorders often seek out content which reinforces their views rather than counters them. If pro-eating disorder and body positive content exists on social media at the same time, individuals suffering with the disorder are likely to mainly consume content which exacerbates their illness.",Social media can be used to promote body positivity.,Not Divergent,Not Divergent
The language of body positivity can easily be appropriated to reinforce traditional beauty standards. A lot of content which claims to be body positive is in fact counter-productive.,Social media can be used to promote body positivity.,Not Divergent,Not Divergent
"Clothing and fashion brands have an incentive to add body-positive language to their advertising in order to sell more clothes. However, they also have an incentive to use conventionally attractive models. The result is brands using stereotypically beautiful models, with one or two stretch marks, thus enabling brands to claim that they are body positive while changing nothing about how they market products.","Some brands are turning away from traditional influencers to push their products and choosing, rather, to partner with lesser known social media users who seem more trustworthy and authentic than their more famous counterparts. This tendency towards more relatable individuals - whilst market driven - may have the effect of promoting a less extreme and manipulated version of what body positivity means.",Divergent,Divergent
"Even if a clothing or fashion brand uses body-positive language, it is very unlikely to hire substantially overweight or disabled models. Most models are also Caucasian. Thus the brand's body-positive language ends up being applied primarily to white, thin, able-bodied men and women.","Lately, a growing number of brands are beginning to hire more diverse models, including plus-sized people and people with disabilities.",Divergent,Divergent
GMOs allow for an increase in crop yield.,GMOs are unable to improve crop yield in many parts of the world.,Divergent,Divergent
GMOs allow for an increase in crop yield.,"GMOs do not increase crop yield, rather they protect the existing yield.",Divergent,Divergent
Just the fact that a crop has been genetically modified does not make it more allergenic than it was to begin with.,GMOs might give you food allergies.,Divergent,Divergent
GMOs have the potential to help those with food allergies.,GMOs might give you food allergies.,Divergent,Divergent
People should always check for specific food allergies they might have before consuming any food item.,GMOs might give you food allergies.,Not Divergent,Not Divergent
This would monetarily incentivise obese people to reduce their weight.,"Obese people are already highly incentivised to lose weight, to a degree such that more expensive plane tickets would have little effect.",Divergent,Divergent
Lessened weight on the plane would also reduce fuel consumption.,"Reducing air plane connection, such as those within national territories, would also reduce fuel consumption.",Not Divergent,Not Divergent
"Lessened fuel consumption reduces the cost per flight, reducing ticket prices.",This could also be achieved by limiting luggage weight.,Not Divergent,Not Divergent
"Doing one does not exclude the other, both can be done simultaneously which makes this a non-true counter.","Reducing air plane connection, such as those within national territories, would also reduce fuel consumption.",Not Divergent,Not Divergent
"This assumes the majority of obese or people at risk of obesity know about such lifespan benefits, which is not the case.",Being obese takes 3-10 years off of one's life expectancy; gaining that many years of life is a powerful incentive.,Not Divergent,Not Divergent
"Obesity is not always a choice, it can be genetic or as a result of mental health problems.","Obese people are already highly incentivised to lose weight, to a degree such that more expensive plane tickets would have little effect.",Not Divergent,Not Divergent
This could be an effective means to reduce air travel demand which is important for climate change mitigation and without viable alternative.,This would be an exclusive and discriminatory way of reducing air travel.,Divergent,Divergent
It would raise ticket prices for overweight people and thereby disincentivize them to take the plane.,"This would just be insulting and discriminatory for overweight people, since there might be other non-overweight people that pollute much more by taking too many planes.",Divergent,Divergent
"It would be a highly controversial and to some offensive measure or proposal, likely causing extensive media coverage and debates which would raise public awareness of not just health problems of obesity but also climate impacts of air travel.",The media coverage and the offensiveness of the measures might cause rejection by many people.,Not Divergent,Not Divergent
It can address two problems at once: air travel climate impacts and obesity epidemics.,This would be an exclusive and discriminatory way of reducing air travel.,Divergent,Divergent
It can address two problems at once: air travel climate impacts and obesity epidemics.,People are unlikely to be sufficiently incentivized to durably and noticeably reduce their excess weight or their air travel merely by subsequent minor changes on price tickets.,Divergent,Divergent
"It may have a substantial effect indirectly by shaping people's norms, values, and awareness and culture in a broad sense. 'Addressing' a problem does not imply it is 'solving' it.","In such a case, regulations should limit how corporations promote unhealthy habits instead of putting the burden on the citizens.",Divergent,Divergent
The added focus on weight could contribute to an increase in eating disorders.,People are taxed different rates based on income. This is not different than charging based on weight difference.,Divergent,Divergent
"It would also incentivise those with a healthy weight to reduce their weight, rewarding unhealthy bodyweights.",People are taxed different rates based on income. This is not different than charging based on weight difference.,Divergent,Divergent
"It would also incentivise those with a healthy weight to reduce their weight, rewarding unhealthy bodyweights.",It could lead to only reward unhealthy bodyweights if all bodyweight need to be paid for.,Divergent,Divergent
"A person is a weight burden on the the plane just like luggage, which already requires payment.",Not all bodyweight is a choice.,Divergent,Divergent
"A person is a weight burden on the the plane just like luggage, which already requires payment.",Making passengers pay according to bodyweight would be an invasion of their privacy.,Divergent,Divergent
"An incentive is not insensitive to the complexity, it merely yeilds a reward structure for following through with the complexities you bring up.",Stating that reducing obesity could be incentivised by money minimizes the complexity of obesity.,Divergent,Divergent
Consumers within public health systems should be empowered to make their own choices about their treatment.,Patients are not medical experts. It is irresponsible to give patients the ability to choose how they are treated.,Divergent,Divergent
Consumers within public health systems should be empowered to make their own choices about their treatment.,"The aim of public healthcare systems is to maximize the health of patients. Thus, public healthcare systems should restrict patients from picking ineffective treatment options.",Divergent,Divergent
Consumers within public health systems should be empowered to make their own choices about their treatment.,"Consumers should be empowered to make informed decisions about their treatment, putting homeopathic products with no evidence of effect on the same level as medicinal products denies people the ability to make informed decisions.",Not Divergent,Not Divergent
Consumers within public health systems should be empowered to make their own choices about their treatment.,"If a consumer should be able to choose their own treatment at taxpayer expense, anyone can choose any type of treatment, which will be very expensive.",Divergent,Divergent
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","Homeopathy will not help patients who have a disease for which there is no cure. Doctors shouldn't lie to patients. It is better that doctors tell patients the truth, rather than give patients false hope.",Divergent,Divergent
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","While things that only cure very specific diseases are still publicly funded, homeopathy not only just ""works"" in very specific cases, but it is not even curative. Public funding should not go to niche treatments that do not actually cure or prevent the disease they treat.",Divergent,Divergent
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","Homeopathic ""treatment"" has never, in controlled conditions, proven to be more effetive than a placebo.",Divergent,Divergent
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.",In that case you should give a placebo not based in pseudoscience claims. This could count as validation that homeopathy works.,Divergent,Divergent
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.",The state should withhold (not offer) all and any treatments that are ineffective. Not wasting money providing ineffective treatments is the most efficient use of taxpayer (i.e. public) money.,Divergent,Divergent
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The patient is always allowed to decline the recommendations of a physician, but is not allowed to dictate their preference of treatments(either to the physician, or the third-party payer).",Divergent,Divergent
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The State doesn't have two separate motivations of cost and patient interest. They have a single combined cost/benefit analysis. Think of it as a fraction of benefit over cost. If the ratio is good, the treatment gets funding. If the ratio is poor, it does not. Because there is no evidence of health benefits from homeopathy the state must assume that the ratio is zero and act accordingly by not funding the treatment.",Divergent,Divergent
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","This argument assumes that a patient will have homeopathy instead of another treatment. In reality, because homeopathy does nothing, the patient will not be cured and have to have the other treatment anyway. Therefore the choice is not between the cost of homeopathy or a standard treatment, but instead between the cost of a standard treatment or the standard treatment plus the cost of homeopathy.",Divergent,Divergent
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The assumption that that which interests the patient is also in the patient's interests is false. Perceptions of homeopathy do not influence its efficacy, the underlying biochemical reality does.",Divergent,Divergent
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,Funding homeopathic treatments would be too expensive for public health systems.,Divergent,Divergent
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,"Doctors should explain to patients that they do not need any treatment, instead of giving them homeopathic treatments.",Divergent,Divergent
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,Only 16% of UK adults believe that homeopathy is as effective as conventional medicine. Patients who demand antibiotics will continue to do so and the effect will be marginal at best.,Divergent,Divergent
