text1,text2,distance
It will increase awareness of the vaccine.,"Making the vaccine free, per se, is unlikely to increase awareness. Awareness would be increased by commercial advertising, which would be expected if a company stood to profit from increased uptake of the vaccine, or by making the vaccine mandatory (which it already is in most U.S. states); thus confronting each patient/ parent with a necessary discussion and decision about the vaccine.",1
It will increase awareness of the vaccine.,"Awareness increases with proper advertising and education, which leads to more people receiving the vaccination. Not the other way around.",1
"HPV vaccines became available in 2006, but awareness of this vaccine did not become common knowledge until 2010s.","Awareness spread as continued talks regarding the affects of HPV increased, not because of free access.",1
"HPV vaccines became available in 2006, but awareness of this vaccine did not become common knowledge until 2010s.",It was approved for males in 2009. This may have influenced the increase in HPV awareness.,1
It will encourage men to receive it.,"This assumes that cost is a primary reason for males not getting the vaccine, when it may be that it has largely been advertised as a women's vaccine, until recently.",1
It will encourage men to receive it.,College men are not as aware of their personal health risks. Free vaccinations will not address this issue.,1
"If HPV vaccines are already affordable in the private sector, it should be easy for the government to provide them.","HPV vaccines are fairly affordable, starting from $30.",1
A substantial amount of US citizens do not have health insurance.,"In the U.S., HPV is already covered by most major insurance companies, Medicaid, and the Vaccines for Children (VFC) program.",1
"While campaigns of awareness can be promoted to remedy that, having the vaccine be free and accessible can also help.",The cost of the vaccine is not the major determinant of most HPV vaccine refusal.,1
"Men are traditionally not given the vaccines as often. For example, UK's NHS covered the vaccine for girls but only started to do so for boys in July 2018.","This assumes that cost is a primary reason for males not getting the vaccine, when it may be that it has largely been advertised as a women's vaccine, until recently.",1
Some campus-wide initiatives may bring the awareness necessary for men to acknowledge their risk.,College men are not as aware of their personal health risks. Free vaccinations will not address this issue.,1
"Since it is so easy and prevalent to get HPV, it should be made easy to get the vaccine as well.",With proper care and protection you can reduce the risk of getting the disease.,1
Many places offer free flu vaccinations due to its prevalence and easy contraction. The same can be available for HPV.,"Per year, the flu has the ability to spread, affect and kill more people than HPV.",1
"This is a first-world-centric comparison, because the death rate from cervical cancer in the U.S. is affected by access to cervical cancer screening (Pap smears) and intervention for early, pre-cancerous lesions. The death rate worldwide is very comparable for the two conditions: 266.000 deaths annually from cervical cancer, and ""290 to 650,000"" deaths annually from flu.","In comparison, approximately 44,000 new cases of HPV-related cancers were diagnosed in the US between 2012 and 2016",1
"There is no cure for HPV, which makes it all the more important for people to get vaccinated before contracting the disease.","There are many diseases, like polio, that do not have a cure and yet the vaccines are not provided for free.",1
The HPV vaccine is effective.,"All vaccines are made available to the public only after they have been found to be effective, yet this is not a justification to provide vaccines for free. If it were, all vaccines would need to be provided for free to everyone.",1
The HPV vaccine is effective at reducing the incidence of infection.,Many other effective vaccines are not provided for free.,1
"The Government could cut certain types of spending (Military, ETC.) and use the saved money on healthcare, including vaccinations.","For example, free pediatric vaccines are federally funded for the most part. For everyone to receive yet another free vaccine, the burden would have to be on taxpayers.",1
"There tends to be an aversion to using condoms among men, who are especially not incentivized to use them since women are at greater risk of contracting HPV.","Engaging in protected sex, such as using condoms, can reduce the risk of contracting HPV.",1
"There tends to be an aversion to using condoms among men, who are especially not incentivized to use them since women are at greater risk of contracting HPV.",Women can opt to use female condoms.,1
"HPV can be transmitted during sex, even if condoms are used, since HPV may infect areas that are not covered by the condom. https://www.cdc.gov/std/hpv/stdfact-hpv.htm","Engaging in protected sex, such as using condoms, can reduce the risk of contracting HPV.",1
"Despite recommendations for safer sex for the past several decades, the introduction of the HPV vaccine has significantly decreased the transmission of the covered strains, and the incidence of cervical dysplasia in women. Thus ""safe sex"" is not a comparable substitute for vaccinating. https://www.cdc.gov/vaccines/vpd/hpv/hcp/safety-effectiveness.html","Engaging in protected sex, such as using condoms, can reduce the risk of contracting HPV.",1
"HPV can be transmitted by skin-to-skin contact, as with wrestling and other sports https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3752190/",It is unfair to make everyone bear the cost of vaccine provision when the disease can easily be avoided by people.,1
"HPV can be transmitted during sex, even if condoms are used, since HPV may infect areas that are not covered by the condom. https://www.cdc.gov/std/hpv/stdfact-hpv.htm",It is unfair to make everyone bear the cost of vaccine provision when the disease can easily be avoided by people.,1
"Newborns can contract HPV during the delivery process. Since it is unavoidable in these cases, the vaccination should be made available to women of childbearing age.",It is unfair to make everyone bear the cost of vaccine provision when the disease can easily be avoided by people.,1
"Newborns can contract HPV during the delivery process. Since it is unavoidable in these cases, the vaccination should be made available to women of childbearing age.","Even though a newborn would not be able to be proactive, it would still be unavoidable if more people in general (which may include the mother) were proactive, which would protect those who can't control contracting it from getting it.",1
Sixty-nine NCI-Designated Cancer Centers stated the low rates of people vaccinating against HPV is a 'serious public health threat.'.,The World Health Organization has prioritized several diseases and viruses that have the potential to be a public health emergency. HPV is not one of them.,1
"HPV is one of the leading causes of cervical cancer, which is the 4th most common cancers for women. If everyone received an effective vaccine for HPV we could eliminate hundreds of thousands, perhaps millions of cases of cervical cancer every year.",HPV is not a big enough issue to expend public resources in order to increase uptake of the vaccine.,1
"Of over 369 million Americans, 79 million are infected with HPV. This is a substantial amount of the population.",HPV is not a big enough issue to expend public resources in order to increase uptake of the vaccine.,1
"If it is not as pervasive an issue, it will require fewer funds.",HPV is not a big enough issue to expend public resources in order to increase uptake of the vaccine.,1
"If it is not as pervasive an issue, it will require fewer funds.","Vaccinating everyone will require the same amount of resources, regardless of the percentage of the population that are at risk. Even if HPV is not a ""big issue"" a universal vaccination strategy will be expensive.",1
Implementing a comprehensive HPV vaccination program was found to be cost-effective and an economically sound decision (p. 13).,HPV is not a big enough issue to expend public resources in order to increase uptake of the vaccine.,1
Governments have various means to push the price of HPV vaccines to near the costs of their production and to reduce the cost of their production. This could enable these costs to be very low.,There will be a large cost to the government.,1
"Providing preventive care, such as vaccines to avoid diseases, can reduce the overall costs incurred by healthcare systems.",There will be a large cost to the government.,1
Cervical cancer from HPV is still prevalent in less developed countries. The vaccine is still needed in these areas.,"A recent US study shows that with current rates of vaccination, there is a decline in disease seen in the unvaccinated population, due to herd immunity.",1
"There is a very large portion of the population that does not receive the vaccination, which translates to millions of people living in the United States.",Enough people already receive it.,1
"There is a very large portion of the population that does not receive the vaccination, which translates to millions of people living in the United States.",The cost of the vaccine is not the major determinant of most HPV vaccine refusal.,1
"If HPV vaccines are already affordable in the private sector, it should be easy for the government to provide them.","HPV vaccines are fairly affordable, starting from $30.",1
A substantial amount of US citizens do not have health insurance.,"In the U.S., HPV is already covered by most major insurance companies, Medicaid, and the Vaccines for Children (VFC) program.",1
"While campaigns of awareness can be promoted to remedy that, having the vaccine be free and accessible can also help.",The cost of the vaccine is not the major determinant of most HPV vaccine refusal.,1
"There are 527,000 new cases of cervical cancer a year, with HPV being a major cause. This means many people are not receiving the vaccine, which can prevent such occurrence.HPV and Related Diseases Report",Enough people already receive it.,1
"There are 527,000 new cases of cervical cancer a year, with HPV being a major cause. This means many people are not receiving the vaccine, which can prevent such occurrence.HPV and Related Diseases Report","The current incidence of cervical cancer is not reflective of the efficacy, or even the uptake, of the HPV vaccine, which has only been on the market for 12 years. The estimated time from infection with HPV to development of cervical cancer is over 20 years.",1
"The people who can pay for it receive it. Those who cannot are still left without it and therefore, it makes sense to provide it for people in this group.",Enough people already receive it.,1
"The people who can pay for it receive it. Those who cannot are still left without it and therefore, it makes sense to provide it for people in this group.",The cost of the vaccine is not the major determinant of most HPV vaccine refusal.,1
"If HPV vaccines are already affordable in the private sector, it should be easy for the government to provide them.","HPV vaccines are fairly affordable, starting from $30.",1
A substantial amount of US citizens do not have health insurance.,"In the U.S., HPV is already covered by most major insurance companies, Medicaid, and the Vaccines for Children (VFC) program.",1
"While campaigns of awareness can be promoted to remedy that, having the vaccine be free and accessible can also help.",The cost of the vaccine is not the major determinant of most HPV vaccine refusal.,1
Enough people have not received it if there are still groups of the population at-risk or being infected.,Enough people already receive it.,1
"People who get the vaccine are being proactive in their health to get it, so getting a vaccine may actually increase their motivation to continue it to other health measures.","If the vaccine is free, people will have little/no incentive to practice good health habits outside of it.",1
Not getting a vaccine doesn't guarantee that people would automatically start thinking about practicing good health habits outside of it.,"If the vaccine is free, people will have little/no incentive to practice good health habits outside of it.",1
A free vaccine would allow people to be able to spend their money on other healthy behaviors (especially ones they're encouraged to do) that they wouldn't be able to if the vaccine costs money.,"If the vaccine is free, people will have little/no incentive to practice good health habits outside of it.",1
HPV is very prevalent in society and difficult to avoid. About 75% of all Americans have been exposed to HPV.,"People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
"Education on HPV can coincide with providing the vaccine, for those most at risk.","People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
"People should be taught to be proactive, but being proactive does not exclude getting vaccinated.","People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
"Newborns can contract HPV during the delivery process. Since it is unavoidable in these cases, the vaccination should be made available to women of childbearing age.","People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
"Newborns can contract HPV during the delivery process. Since it is unavoidable in these cases, the vaccination should be made available to women of childbearing age.","Even though a newborn would not be able to be proactive, it would still be unavoidable if more people in general (which may include the mother) were proactive, which would protect those who can't control contracting it from getting it.",1
Free does not mean mandatory. People still have a choice to opt-out of receiving the vaccine.,"People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
Teaching people to be proactive does not ensure that they will take precautions.,"People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
"If people don't use the vaccine, then R&D and availability would go down for those who need it. So it's better to take it, even if it's not needed to provide abundance for those who do.","People should be taught to be more proactive in health by avoiding HPV risks overall, rather than getting a vaccine.",1
Many choices are covered by most health insurance and other third-party payers.,No because the HPV vaccine is a choice and we shouldn’t be subsidising choice.,1
Many choices are covered by most health insurance and other third-party payers.,Health insurance isn't free.,1
"Health insurance is a mechanism of covering services, which can then be offered with no additional, out-of-pocket, point-of-sale charges to the patient.",Health insurance isn't free.,1
"Taxpayers get to decide what should be done with their money. As there is no survey showing that taxpayers are opposed to free vaccinations, this argument is not a valid basis for policymaking.",It is not the job of the taxpayer to pay for another's medication. But to create the means for self sufficiency.,1
