text1,text2,distance
Travel bans could infringe on people's rights and so should not be instituted without solid evidence.,There is no right to travel between states and so a travel ban would not infringe on any rights with respect to international travel.,1
Travel bans could infringe on people's rights and so should not be instituted without solid evidence.,"Most travel bans are not absolute, and so not a true infringement on people's rights.",1
There are legal challenges to enforcing travel bans.,Courts in many countries have upheld the constitutionality of travel bans.,1
Australia's travel ban was legally challenged because some groups held that the state has no power to stop citizens from leaving the country.,"This case was primarily based on not allowing people to leave the country, which is only one aspect of a travel ban. There were no legal challenges brought to other aspects of a travel ban, such as not allowing people into the country.",1
The fact that legal challenges are being brought against travel bans underlines their unpopularity.,"Legal challenges are only brought by a small number of people, and so do not evidence widespread unpopularity.",1
"There is a right to leave one's country under the International Covenant on Civil and Political Rights, which cannot function without a similar right to enter other countries (p. 87).",There is no right to travel between states and so a travel ban would not infringe on any rights with respect to international travel.,1
Air travel restrictions to contain viral spread can also apply to domestic travel.,There is no right to travel between states and so a travel ban would not infringe on any rights with respect to international travel.,1
Some countries used fines to punish people who attempted to travel abroad for non-essential reasons.,"Few countries implemented travel bans by force during the Covid-19 pandemic and so people could still travel, albeit against government advice.",1
"Even under a non-absolute travel ban, penalties were instituted for attempts to travel in some instances.","Most travel bans are not absolute, and so not a true infringement on people's rights.",1
The 2005 International Health Regulations suggest that travel restrictions should be considered only after other reasonably available alternatives have failed.,"As long as evidence relating to the effectiveness of travel bans is inconclusive, it is best to err on the side of caution by imposing them anyway.",1
Travel bans come with great social and economic costs and therefore should not be implemented without evidence to show that they are effective.,"As long as evidence relating to the effectiveness of travel bans is inconclusive, it is best to err on the side of caution by imposing them anyway.",1
