text1,text2,ZS response
"The attachment of ones ego and youth cause a lot of the pain associated with physical suffering people endure believing their elasticity attached with a younger body has not left them. Dad's attachment to his youth causes suffering when he breaks his hip water skiing for the first time in 15 years. ""Just like riding a bike""",Physical pain is very common and causes a lot of suffering.,
"The attachment of ones ego and youth cause a lot of the pain associated with physical suffering people endure believing their elasticity attached with a younger body has not left them. Dad's attachment to his youth causes suffering when he breaks his hip water skiing for the first time in 15 years. ""Just like riding a bike""",Many children also face physical suffering as they naturally develop. They dont express attachment to their younger selves though. Children tend to want to grow up.,
"There is no pain without the experience of pain. ""Physical pain"" isn't painful if you're in a complete coma. Experience of pain requires experience in general—which requires a conscious mind and a conscious mind can be tempered by being less attached and frustrated by not having what we want. Some cravings are simply harder to temper than others (or perhaps impossible). But an attachment that cannot be detached from is still an attachment ... and still an example of attachment causing suffering.",Physical pain is very common and causes a lot of suffering.,
The idea of chemical imbalances being the cause of mental and emotional suffering is unproven.,People can suffer as a result of chemical imbalances in their bodies.,
"It is the person's attachment to their valuables, their physical health, their dignity or their life that causes suffering. The attacker is merely the force breaking attachments. Thus even though the attacker is the reason for suffering, it is still caused by attachment. One not attached to whatever is being taken would not suffer.","If someone attacks a victim, the attacker is the source of the victim's suffering, not the victim's attachment.",
"There are people who in spite of their harsh situation maintained a positive attitude, considering the burden laid upon them. It shows that detachment reduces suffering even under conditions one would expect to cause a lot of suffering.","This is only accurate to people who live in stable environments. In the case of war, starvation, oppression, discrimination, abusive relationships, and more this is not true.",
There is no perfect picture or stable environment living opportunity for an extended period of time. Suffering is guaranteed for the man who starves just as it is for the man who never stops eating. The man in war suffers just like the man suffers who is at peace.,"This is only accurate to people who live in stable environments. In the case of war, starvation, oppression, discrimination, abusive relationships, and more this is not true.",
Our freedom to do as we choose is limited by conflicting rights such as animal rights. If breeding snake morphs is a breach of animal rights then we shouldn't be allowed to continue to do it.,Freedom to do as we choose is an important aspect of our society and should only be impeded on if we are harming others.,
There's no non-computer device that can calculate large spreadsheets.,Most devices cost a lot. There are cheaper ways to carry out most tasks.,
Apple has committed to releasing a new low-cost laptop to make computers more accessible.,Most devices cost a lot. There are cheaper ways to carry out most tasks.,
Legal recreational use of cannabis will bring sales away from the black market.,Cannabis users my still buy from the black market as it is cheaper.,
Most individuals who become addicted to marijuana have underlying mental health issues that lead to dependency. THC itself is not an addictive compound.,THC is psychoactive and may lead to dependency.,
"This is true for cigarette smoke, but cigarettes are legal. Smoking cannabis could be treated similarly.",Cannabis smoke is unhealthy.,
"This is true for cigarette smoke, but cigarettes are legal. Smoking cannabis could be treated similarly.","Conversely, this could be reason to push for stricter cigarette laws instead of more lenient laws on marijuana.",
Cannabis can be consumed in other ways that do not carry the same risks as smoking.,Cannabis smoke is unhealthy.,
"Cannabis legalization is legal and many countries and the numbers are growing. Thus far, no countries have legalized more explicit drugs as a result.","If cannabis is normalised, more illicit drugs may become normalized as a result.",
"It is beneficial to normalize the use of other explicit drugs, as many of them have medicinal and psychological properties.","If cannabis is normalised, more illicit drugs may become normalized as a result.",
Obesity raises healthcare costs for all Americans.,Obese people usually have to pay higher health insurance premiums to offset potential health risks.,
"Obesity contributes to approximately 300,000 deaths in the US every year, a much higher cumulative total than deaths attributed to Covid-19 thus far.",Coronavirus is more dangerous than obesity.,
"Because the US population is largely obese, ailments like the coronavirus have a much higher hospitalization rate for the current US citizenry than it would in a healthy population.",Coronavirus is more dangerous than obesity.,
Genes have an impact on obesity.,Obesity is preventable therefore less harmful than other conditions.,
Genes have an impact on obesity.,"In most obese people, no single genetic cause can be identified.",
Other conditions or diseases can also be prevented.,Obesity is preventable therefore less harmful than other conditions.,
Caffeine is the most widely used drug worldwide (source). Dependency / addiction is not natural,"The line isn't so clear. It could also be said the humans have a dependency on 'food' or even air. Coffee is naturally occurring, so how do we draw the line?",
Addiction is the same whether a substance is naturally occurring or not; it is based on an individual developing a dependence on it.,"The line isn't so clear. It could also be said the humans have a dependency on 'food' or even air. Coffee is naturally occurring, so how do we draw the line?",
"Other sources (here) detail anxiety and insomnia as well. In light of the preexisting mental health crisis, the symptoms may actual be quite material","Negative research surfacing shows jitters and headache; not cancer. There may be a reduction in caffeine use, but likely not in the same scale as tobacco",
"It would take some strain off health services, particularly those which offer free healthcare such as the NHS in the UK.",First Aid training is provided by the Red Cross.,
"It would take some strain off health services, particularly those which offer free healthcare such as the NHS in the UK.","There are free online courses in First Aid available, as well.",
It would help children learn skills to save a life.,Saving lives is not a responsibility that should be placed on children.,
"These numbers are only representative of one specific company. There are likely others that charge less, or even organizations and people that are willing to donate so as to provide free training.","First Aid courses are, on the whole, very expensive: a two-day course for a group of 12 focusing on first aid for children costs £1,080 + sales tax (VAT). Implementing first aid on a national level in schools may therefore be incredibly costly.",
The monetary benefit of providing a vast number of patients with first aid could potentially cancel out any cost.,It would be expensive to implement compulsory First Aid.,
"This is a sign of governmental failings that need to be fixed, and not a reason to keep essential First Aid out of national curricula.","There is already enormous pressure on school students in many of the current national school systems around the world, such as that of the UK. Students do not need an additional subject.",
"First Aid training is applicable to all, so is a more efficient use of classroom time than certain subjects currently on some school curricula.",The school curriculum is already full. Adding in First Aid is not possible without making sacrifices in other areas.,
"First Aid training should be seen as a vitally important component of a child's education, so space should be made accordingly on curricula even if sacrifices in other subject areas must be made.",The school curriculum is already full. Adding in First Aid is not possible without making sacrifices in other areas.,
"After the initial wave of training, First Aid would not take up that much time in school.",The school curriculum is already full. Adding in First Aid is not possible without making sacrifices in other areas.,
"Many countries already offer 'Health & Physical Education' as part of their school curriculum; so rather than trying to fit in extra classes, First Aid could easily be taught as an ancillary part of that program.",The school curriculum is already full. Adding in First Aid is not possible without making sacrifices in other areas.,
"Ignorance, in this case, is not bliss. Not teaching children first aid will not somehow guarantee them protection from having someone around them fall ill, nor will it save them the trauma of this happening.",Children are too young to be able to provide First Aid. It makes more sense for First Aid to be taught mandatorily every few years throughout adulthood.,
"Children are faster learners than adults, and their brains are much less fixed in the way they function. It therefore makes sense to teach First Aid at as young an age as possible.",Children are too young to be able to provide First Aid. It makes more sense for First Aid to be taught mandatorily every few years throughout adulthood.,
Scouts are already taught basic first aid at age 10.,Children are too young to be able to provide First Aid. It makes more sense for First Aid to be taught mandatorily every few years throughout adulthood.,
Compulsory vaccinations would reduce the prevalence of diseases.,"Better hygiene and sanitation has caused the decline of diseases, not vaccines.",
Compulsory vaccinations would reduce the prevalence of diseases.,"Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","The 'herd immunity' concept only applies to contagious diseases, i.e. not to vaccine-preventable diseases such as tetanus.",
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","High vaccination levels are attained in many countries through information and public engagement campaigns, WHO, and a study commissioned by the EU even found no link between vaccinations being compulsory and vaccination rates. This suggests that making vaccination mandatory is not strictly needed to achieve herd immunity.",
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","Mandatory vaccination of others, for specific disease(s), is not a viable management method for immune-suppressed individuals.",
Many elderly people will be able to avoid sickness.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,
"Many vaccines are less effective in the elderly, so they may be less effective despite following all the recommendations. Thus they rely on herd immunity from others being vaccinated.",Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,
More research needs to be done on vaccines for the elderly. A study indicates that evidence for protection in adults aged 65 years or older is lacking.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,
The above linked source emphasizes that young and healthy people have higher rates of response to the flu shot. Herd immunity cannot be attained by only vaccinating those with compromised immune systems like the elderly. The failure rate in the elderly is the reason for encouraging vaccination in the young healthy population.,"An example of vaccine that does not fully protect against the disease is that against flu, which only cuts the risk of hospitalisation by 30-70% elderly people (not in care homes). This is in part because of the genetic variations in the virus.",
"The link in the above claim describes the ""largest measles epidemic in North America in the last decade"" as consisting of 725 cases. This is an excellent example of the effectiveness of herd immunity achieved through widespread vaccination.","Even in areas with 97% vaccination rates, outbreaks occur.",
Failed immunisation is exactly why mass immunization is required to improve protection. If we can reduce the number of vectors (in this case infected people and all the stuff they come in contact with) then we can reduce the number of infections.,Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,
"Herd immunity is the slowing or prevention of the spread of disease, due to a prevalence of immunity in a population. It is not an all-or-nothing marker to be ""attained."" Thus vaccines that give partial immunity can still save lives, on a population basis.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,
Many children died before a vaccine for any virus was made available.,It is unlikely that people who oppose vaccination would be okay with vaccination being mandatory.,
"Cases of paralytic polio in the US fell from 15,000 annually in 1955 (when the first vaccine was introduced) to 10 per year in the 1970s.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",
"The primary thesis refers to ""worldwide"" vaccinations. The above source reports the decline in disease mainly in the US, where sanitation/nutrition have improved greatly over the last century. It would be wrong to argue against vaccinating worldwide, just because first-world countries have lower death rates due to their higher standard of living.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",
"Both factors (vaccines and sanitation/nutrition) can contribute to decreases in case-rates and death rates. The effect of improving living conditions, is not an argument against using vaccines as well.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",
"Improved standard of living has had a much greater impact on death rate, than on the incidence of disease. The case rate (incidence) has been greatly impacted by effective vaccine for measles.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",
"This is not about complete extermination, but rather a reduction of illness.","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past",This is difficult to execute inpoorer countries with un(der)developed infrastructure and lack of resources,
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","When there's an animal or other reservoir (i.e. rabies, which is carried by animals; or the plague, carried by rats; or tetanus, which has spores that can live in soil) the disease can't be eradicated solely by vaccinating humans.",
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"There's a price to pay for living in a civilized society. You sacrifice certain individual freedoms for the benefits of teamwork and being in a social group. In this case, the sacrifice is only the freedom to be ignorant, which is not a high value form of individual liberty.","""Ignorance"" is not the freedom at stake here. It is the freedom of deciding what goes into your body. Ignorance simply means not knowing.",
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.",Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.","Eradication of other non-contagious diseases such as tetanus cannot be attained via vaccination, since no herd immunity can be attained in this way.",
The erasure of human pain and suffering doesn't need political backing to be morally just.,Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
The erasure of human pain and suffering doesn't need political backing to be morally just.,It requires investing a lot of tax money so it does requires political backing.,
"Seeking to eradicate one disease may strengthen healthcare infrastructure, as the Global Polio Eradication Initiative has done in developing countries. The resources poured into eradicating one disease, have resulted in improved access to healthcare for many conditions. (p. 2)","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"Strategies to eliminate certain diseases completely (like smallpox, polio and measles) may free up future resources, by saving the money that is currently spent annually on the burden of disease.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"Immunocompromised people should not receive live vaccine, out of the concern that it will cause active diseases. They can still receive killed/inactivated vaccines, but are less likely to respond and gain immunity from them, because that's what immunocompromised means.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,
Small pox has been eradicated primarily through a successful global vaccination program.WHO,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
Polio is very close to being eradicated by vaccines.,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"The aim of vaccines is to reduce the amount of a virus in circulation in society and thus reduce the amount of infection from that disease, not necessarily eradicate them.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"Vaccinations reduce the need to treat diseases with antibiotics, lowering the chances of antibiotic resistance mutations.","Although reduction of drug-resistant Streptococcus pneumoniae (DRSP) by pneumococcal conjugate vaccines (PCVs) has recently become a reality, Serotype 19A, which is both antibiotic resistant and a common cause of disease, is not affected by PCV7 and is now increasing worldwide. One of the recommended strategies to deal with this increase is the 'limitation of antibiotic use.'",
"For strains of strep that have been reduced by effective vaccine, there has been great reduction in the need for antibiotics. Further reduction in the need for antibiotics can be achieved by developing vaccines to strains that were not included in previous vaccines.","Although reduction of drug-resistant Streptococcus pneumoniae (DRSP) by pneumococcal conjugate vaccines (PCVs) has recently become a reality, Serotype 19A, which is both antibiotic resistant and a common cause of disease, is not affected by PCV7 and is now increasing worldwide. One of the recommended strategies to deal with this increase is the 'limitation of antibiotic use.'",
Mandating childhood vaccines ensure that parents choices do not compromise child well-being later in life.,It is unwise to trust governments and pharmaceutical companies over parents.,
"Vaccines are ultimately designed, administered and approved of by medical professionals and are, as such, subject to high levels of review.",It is unwise to trust governments and pharmaceutical companies over parents.,
Parents often have little to no knowledge about the impact and outcome of vaccination.,It is unwise to trust governments and pharmaceutical companies over parents.,
Parents are more invested in their individual child's well being than the community perspective.,It is unwise to trust governments and pharmaceutical companies over parents.,
"There's a famous example which solves your doubt: car manufacturers get money from seat belts, but no one says that we shouldn't use them. Equally, if a pharmaceutical company gets money from vaccines, we shouldn't say that there's an ethical conflict.","Pharmaceutical companies thrive when people are sick. This creates a strong ethical conflict, which needs to be addressed.",
"There's a famous example which solves your doubt: car manufacturers get money from seat belts, but no one says that we shouldn't use them. Equally, if a pharmaceutical company gets money from vaccines, we shouldn't say that there's an ethical conflict.","This is not a good analogy, because there is no evidence that car manufacturers make money from people being injured in vehicular accidents. The parent pro alleges that pharmaceutical companies profit by selling drugs to treat illnesses, thus giving them less incentive to prevent illness.",
"(Even assuming that pharma companies have no internal ethics...) the FDA requires proof of efficacy, and an acceptable side effect profile, for any product to make it on the market, and there is competition between companies to demonstrate the best results. If vaccines are mandatory, there will still be competition between companies to demonstrate the best vaccines, with the least side effects, in order to gain market share, and this competition will benefit consumers/ patients.","Pharmaceutical companies thrive when people are sick. This creates a strong ethical conflict, which needs to be addressed.",
Past corruption cases do not suggest that they can never be avoided.,Past cases of corruption from 'Big Pharma' companies bribery [1] [2] remind us that the risk that this will happen again can never be fully avoided.,
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,Unless the committee itself has conflicts of interest or becomes simply corrupt.,
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,"Mandatory vaccinations would mean we have to use every vaccine produced on the basis of risk/reward or 'minimal' side effects. For any such treatment you would need a 0 risk treatment, such a thing does not exist.",
Whatever the side effects and business interests - a drug that keeps diseases like measles or smallpox extinct is worth all risks.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,
A solution for this would be to nationalize the pharmaceutical industry.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,
A solution for this would be to nationalize the pharmaceutical industry.,The race to cash in on new cures and treatments means that these companies do invest huge amounts of money into medical research and development. A nationalized pharmaceutical invest less into research and would likely have limited funding slowing down the advancements which could otherwise be made.,
A solution for this would be to nationalize the pharmaceutical industry.,Governments are not immune to corruption. If the government running the nationalized pharmaceutical industry was itself corrupt there would be very little recourse available to the citizens.,
A solution for this would be to nationalize the pharmaceutical industry.,"If it is necessary to nationalize the pharmaceutical industry before mandatory vaccination can be implemented, then we are not [yet] ready for mandatory vaccination.",
"Making anything mandatory (like seat belts in cars, or carrying car insurance in order to drive) may create a potential for abuse by the companies who produce the mandatory product. This risk can be balanced by competition within the market of producers, or by government regulation of the industry.",Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,
Making vaccination mandatory actually creates incentives for pharmaceutical companies to jump in and create cheaper and better vaccine as you do not have the risk of creating product which will not be used. E.g. check the price list of CDC www.cdc.gov,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,
"Studies proving efficacy have established certain protocols for transport, storage and administration of vaccines; the vaccine is only proven to be effective when those procedures are followed. A failure to maintain these protocols should not be an argument against efficacy; it should only reinforce the importance of proper storage.","Vaccines may become ineffective as a consequence of mishandling of the vaccine between the production and delivery site, for instance due to failure in the cold chain.",
"Recommendations have been tailored over time to account for many things. Changing recommendations should not lead anyone to ""throw the baby out with the bath water"" by concluding that vaccines are not beneficial at all.",Scientific studies are indicating that vaccine-induced immunity wanes over time. Each disease is different in how long immunity lasts. ACIP keeps recommending more and more vaccines and doses as a work-around for waning vaccines.,
Small pox has been eradicated primarily through a successful global vaccination program.WHO,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
Polio is very close to being eradicated by vaccines.,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"The aim of vaccines is to reduce the amount of a virus in circulation in society and thus reduce the amount of infection from that disease, not necessarily eradicate them.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
More than a dozen major infectious diseases have been controlled in many parts of the world by vaccines.,Vaccines are not sufficiently effective to justify making them mandatory.,
More than a dozen major infectious diseases have been controlled in many parts of the world by vaccines.,We are therefore in an ever increasing requirement to vaccinate because it can only be controlled and not eradicated. The effect of multiple vaccinations is not well studied.,
"There are many well-designed, placebo-controlled and double blinded studies which prove efficacy of several vaccines.",Vaccines are not sufficiently effective to justify making them mandatory.,
Vaccines not being fully effective doesn't mean we shouldn't vaccinate.,Vaccines are not sufficiently effective to justify making them mandatory.,
"Vaccines are among the most effective of any treatments modern medicine provides, such as chemotherapy. If you use any modern medicine for any situation, refusing vaccines should be understood be irrational.",Vaccines are not sufficiently effective to justify making them mandatory.,
"Officials 'assault' people who put others at risk on a routine basis, such as police arresting criminals. Mandatory medication, when someone poses a threat of harm, is legitimate, such as medically treating violent psychosis.",Pushing a needle into a person without their consent constitutes assault.,
"The legal definition of assault involves harm or unwanted physical contact. Thus consent is critical: many medical procedures (such as cutting someone open and removing their appendix) in the absence of consent, would constitute assault.",Pushing a needle into a person without their consent constitutes assault.,
"A lack of vaccination puts ""weaker individuals"" (immune deficient, and children too young to get vaccinated yet) at risk and can lead to their infection. Those who know that they suffer from a transmittable disease that can gravely endanger the lives of weaker individuals, and still refuse to be vaccinated, could be classified as assaulting those who are vulnerable.",Pushing a needle into a person without their consent constitutes assault.,
"A lack of vaccination puts ""weaker individuals"" (immune deficient, and children too young to get vaccinated yet) at risk and can lead to their infection. Those who know that they suffer from a transmittable disease that can gravely endanger the lives of weaker individuals, and still refuse to be vaccinated, could be classified as assaulting those who are vulnerable.",Assault in many developed nations and U.S. States are based on knowingly and intentionally performing an unconsentual action on someone. Someone who unknowingly or unintentionally spread a disease couldn't be held accountable for assault.,
