text1,text2,ZS response,final_val
Lockdowns are hard to enforce because of the mechanisms and resources they require.,Lockdowns are the simplest and most easily enforced tool available to the government.,Divergent,Divergent
"Instead of strict enforcement, many countries have relied upon advice and voluntary compliance for lockdowns.",Many police departments in the United States are not enforcing lockdowns.,Not Divergent,Not Divergent
"Helpful, moral, ethical, or good advice needs to be given in a pandemic which is not always simple.",Lockdowns are the simplest and most easily enforced tool available to the government.,Divergent,Divergent
"India's planning was ultimately unsuccessful, as their lockdown persisted beyond the length of time initially planned.",Lockdown helped the Indian government build essentials for healthcare and infrastructure to help in case there is surge in cases post lockdown.,Not Divergent,Not Divergent
India's lockdown planning can be said to have failed since they have seen more than 20000 new cases a day since mid June 2020.,Lockdown helped the Indian government build essentials for healthcare and infrastructure to help in case there is surge in cases post lockdown.,Divergent,Divergent
"If governments already had proper healthcare systems, then the lockdown would have been unnecessary.",The lockdown gave nations time to respond.,Divergent,Divergent
"If governments already had proper healthcare systems, then the lockdown would have been unnecessary.","Canada is considered to have the best healthcare system in the world. Yet, Canadian regions have had multiple lockdowns.",Divergent,Divergent
"As many countries did not have a hygienic and stable healthcare system, a lockdown was proposed. But some countries like Japan did not quarantine their city-states as they were already ready for the battle with the virus.","Japan's success is thought to be due to widespread mask-wearing, rather than the healthcare system being better.",Divergent,Divergent
"This does not provide justification for repeated lockdowns, only the first such instance.",The lockdown gave nations time to respond.,Not Divergent,Not Divergent
"This does not provide justification for repeated lockdowns, only the first such instance.","The resources needed for each wave of infection greatly outstrip the capacity in most countries. As a result, the need to buy time exists each time the number of cases increases rapidly.",Not Divergent,Not Divergent
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.",The lockdown gave nations time to respond.,Divergent,Divergent
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.",Countries that did not institute lockdowns were even more overwhelmed.,Not Divergent,Not Divergent
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.","Models of ICU utilization in the United States in a pandemic estimate that ICU utilization would exceed 170%. In December 2020, when Covid-19 cases were at an all-time high, less than 100% of ICU beds were being utilized.",Divergent,Divergent
"Despite the lockdown, the healthcare system of countries were overwhelmed. This shows that the lockdown was not effective in limiting the burden on resources.","In some cases, where lockdowns were implemented, healthcare systems did not get overwhelmed.",Divergent,Divergent
"China has a history of concealing data and so the numbers may be unreliable. The first doctor to draw attention to Covid-19, Li Wenliang, died and some go so far as to deem his death suspicious.","In countries where a lockdown has been instituted, the number of infections was reduced and contained for as long as the lockdown remained in effect.",Divergent,Divergent
"China has a history of concealing data and so the numbers may be unreliable. The first doctor to draw attention to Covid-19, Li Wenliang, died and some go so far as to deem his death suspicious.",China's unreliable reporting does not impact the successes of lockdowns seen elsewhere.,Not Divergent,Not Divergent
Other things that may reduce hospitalizations are economic insecurity and loss of health insurance.,Lockdowns and stay-at-home orders are effective in changing the rate of hospitalizations from a curve (exponential function) to a line (linear function).,Divergent,Divergent
The data on which the curve of infections is based is not a reliable parameter on which lockdowns can be based. This is because the visible rate of infections is dependent on the rate of testing.,"Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",Not Divergent,Not Divergent
"In some contexts, badly organized lockdowns can increase the spread of the Covid-19.","Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",Divergent,Divergent
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.",Studies have shown that lockdowns successfully reduce the number of deaths from Covid-19.,Divergent,Divergent
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.","Some places like Spain were experiencing a second wave of Covid-19 related deaths in October 2020, which has forced the government to implement lockdowns in certain cities.",Divergent,Divergent
"There has been a lack of observed statistical difference in the rates of death for countries that have and have not locked down Thus, it is wrong to have an unnecessary lockdown for Covid-19.","The main reason for lockdowns is preventing the situation getting out of control - that is when you will see significantly higher mortality rates, not while things are still under control.",Divergent,Divergent
"A lockdown is a gamble on a vaccine or an effective treatment becoming available in a short timeframe. If this doesn't happen, a lockdown only can only succeed in delaying inevitable deaths, not in preventing them.",Lockdowns are effective in reducing the number of deaths.,Divergent,Divergent
"A lockdown is a gamble on a vaccine or an effective treatment becoming available in a short timeframe. If this doesn't happen, a lockdown only can only succeed in delaying inevitable deaths, not in preventing them.","Lockdowns were used to buy time for the manufacturing and distribution of PPEs (masks, etc.), not for waiting for a vaccine.",Divergent,Divergent
"A year later, even though PPE is readily available, lockdowns continue to be enforced.","Lockdowns were used to buy time for the manufacturing and distribution of PPEs (masks, etc.), not for waiting for a vaccine.",Divergent,Divergent
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.",Lockdowns are effective in reducing the number of deaths.,Divergent,Divergent
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.",Younger adults are dying from Covid-19.,Divergent,Divergent
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Although they themselves are low risk, young people can get Covid-19 and pass it on to high-risk people.",Divergent,Divergent
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Even if there is a relatively lower risk of mortality for younger people, they are still at risk of developing Long Covid that can have long-term serious consequences.",Divergent,Divergent
"Young, healthy people are at a lower risk of being infected or seriously harmed by Covid-19. Thus, only those who are meaningfully at risk i.e. the old and frail, should be required to isolate themselves from others.","Even though younger people are at a lower risk of dying of Covid-19, many of them will require hospitalization at a time hospitals are likely to be overwhelmed by the elderly.",Divergent,Divergent
The socialization of children is critically important to their development. Schools should be able to open up sooner than other services.,Children can be socialized at home where their lives and health are not threatened.,Divergent,Divergent
The fact remains the average age of Covid-19 patients in Italy/UK is about 80 years.,Younger adults are dying from Covid-19.,Divergent,Divergent
The new variant is not more severe than the original and it does not have a higher mortality rate. This means that there is no need for added concern.,The new Covid variant (SARS-CoV-2 VOC202012/01 or B117) spreads more quickly within the population.,Divergent,Divergent
The new variant is not more severe than the original and it does not have a higher mortality rate. This means that there is no need for added concern.,Infecting more of the population means that the absolute number of deaths caused by the pandemic will increase.,Divergent,Divergent
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Lockdowns are effective in reducing the number of deaths.,Divergent,Divergent
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Lockdown is necessary to prevent Covid-19 from surpassing the number of lives lost to drowning since the main transmission factor of Covid-19 is face-to-face contact within 1 meter and for more than 15 minutes and direct physical contact. The transmission distance is very small and daily crowds would violate that limit if we do not establish a lockdown. Most countries saw a decrease after non-essential production has stopped.,Divergent,Divergent
The incidence of death from Covid-19 infections is not significant enough to justify a lockdown.,Models suggest that without the lockdown the number of deaths would be significantly higher.,Divergent,Divergent
Nothing in that link demonstrates case or death containment by lockdown. It merely shows the epidemic curves and the dates of social-distancing and lockdown measures. Correlation does not equal causation.,Lockdown is necessary to prevent Covid-19 from surpassing the number of lives lost to drowning since the main transmission factor of Covid-19 is face-to-face contact within 1 meter and for more than 15 minutes and direct physical contact. The transmission distance is very small and daily crowds would violate that limit if we do not establish a lockdown. Most countries saw a decrease after non-essential production has stopped.,Divergent,Divergent
"That link itself cites the actual deaths on logarithmic epidemiological arcs, which don't seem to change their parabola after lockdown. Surely if these lockdowns were effective we could find several arcs where it clearly gets hampered.",Models suggest that without the lockdown the number of deaths would be significantly higher.,Divergent,Divergent
"A lockdown can be considered an exaggeration for people where it creates a crying wolf situation for them. Next time, those people would be more reluctant to respond to crises when they arise, thereby increasing the extent of the damage created by them.",Lockdowns are effective in reducing the number of deaths.,Divergent,Divergent
"A lockdown can be considered an exaggeration for people where it creates a crying wolf situation for them. Next time, those people would be more reluctant to respond to crises when they arise, thereby increasing the extent of the damage created by them.",It cannot be called a crying wolf situation when over a million people are dead already.,Divergent,Divergent
"A million is a tiny amount. It's approximately 0.000128% of the total population, and so is not a significant threat to humanity.",It cannot be called a crying wolf situation when over a million people are dead already.,Divergent,Divergent
Health providers should set a good example to the rest of the population.,The responsibility of health providers is to do their job well. They should not be forced to get medical procedures to keep their job.,Divergent,Divergent
Health providers should set a good example to the rest of the population.,"If groups of healthcare providers complain/protest a mandatory vaccine, this could inadvertently place the spotlight on anti vaccination rhetoric, outweighing any 'good example' effect.",Divergent,Divergent
Health providers should set a good example to the rest of the population.,"""1 in 4 nurses are obese"" so they are clearly not already setting a good example on recommended health practices.",Divergent,Divergent
Health providers should set a good example to the rest of the population.,"A mandate may undercut the positive message of healthcare workers getting the vaccine. The ""good example"" would not be seen as voluntary, and thus might be viewed with suspicion.",Divergent,Divergent
Health providers should set a good example to the rest of the population.,"In order for healthcare workers' vaccination practices to be used as a ""good example,"" their vaccination status would have to be made public. This would constitute an infringement on their right to privacy.",Divergent,Divergent
Healthcare organizations can use their employees as a more reliable database for feedback on the vaccination because those who work in healthcare are more likely to report any unexpected side effects.,"You do not experiment on your most important people. In fact, you do not experiment on people in the first place.",Divergent,Divergent
"If all healthy people got vaccinated, the herd immunity would stop outbreaks of flu (spreading), reducing the threat of contracting the flu for the un-vaccinated.",The flu could mutate in such a manner that renders vaccines far less effective. These variants re-establish any threats of outbreak and would require even more research and vaccination.,Divergent,Divergent
Health care providers getting vaccinated will encourage their patients to also get vaccinated.,"The majority of people do not follow their doctor's advice, making it unlikely they will be convinced to get vaccinated based on the example of their health care providers.",Divergent,Divergent
Research suggests that health care providers will be able to advocate (to their patients) about the value of vaccination in the general public better when they themselves are receiving the vaccine.,"Health care workers are trained especially to be able to connect with patients without themselves having to experience each illness or procedure. Similarly, vaccine education for health care workers could ensure they are able to advocate without the level of intruding on freedoms a mandatory vaccine requires.",Divergent,Divergent
There is a difference between following medical advice and being affected by the role modelling offered by health-care workers. The influence of vaccination is more likely to be a subtle/ gradual shift in perception that leads to greater vaccine uptake.,"The majority of people do not follow their doctor's advice, making it unlikely they will be convinced to get vaccinated based on the example of their health care providers.",Divergent,Divergent
It is already normal for the freedoms of healthcare workers to be limited in order to ensure the protection of their patients.,The responsibility of health providers is to do their job well. They should not be forced to get medical procedures to keep their job.,Divergent,Divergent
"Even if the role model effect of a mandatory vaccine was nullified, a mandatory vaccine would still create positive health impacts, making it worthwhile to pursue.","If groups of healthcare providers complain/protest a mandatory vaccine, this could inadvertently place the spotlight on anti vaccination rhetoric, outweighing any 'good example' effect.",Divergent,Divergent
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,The Cochrane Review reports that vaccinating healthcare workers does not reduce hospitalization or death in the nursing home population.,Divergent,Divergent
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,It is impossible to avoid flu exposure during flu season and no flu vaccine is effective against all strains.,Divergent,Divergent
Providers have taken the responsibility of treating people. Not vaccinating and possibly exposing patients to the flu is irresponsible and dangerous.,"Obligating an individual to submit to these risks in order to do a job is discriminatory, and thus unethical. Unless all vaccines become mandatory for all jobs where there is a risk of negative effect on other people.",Divergent,Divergent
Many companies need their staff and customers to be safe and healthy.,"Companies require their employees to be safe and healthy enough to perform their job, and have no incentive to care otherwise. If health providers can still perform their roles in the workplace, then companies need not be concerned.",Divergent,Divergent
"Food service workers don't have a choice(other than quitting their job) about following sanitation procedures in how they prepare food. All kinds of workers don't have a choice about whether to wear the company uniform, show up on time, etc. Their autonomy is limited by their agreement to follow company/industry guidelines when they accept the job. Make this a guideline, meaning people can apply for exceptions, but in the absence of an exception, getting the vaccine will be the ""default"" option.","It is disingenuous to compare a uniform, which one can take off, or a time requirement, to a vaccine which is permanently present in one's body.",Divergent,Divergent
"The military need an exemption to refuse vaccines, so that they don't get sick and bring new diseases overseas to civilians.",It's worth differentiating between vaccines that prevent infection or lessen hospitalisation and disease effects.,Not Divergent,Not Divergent
