text1,text2,ZS response,final_val
There are considerable health risks for children who follow a vegan diet.,"Children more often thrive on a vegan diet as there are fewer risks associated with it than the 'standard American (Western) diet' (SAD), especially when high in whole plant foods and low in processed/packaged items.",Divergent,Divergent
There are considerable health risks for children who follow a vegan diet.,"""It is the position of the American Dietetic Association that appropriately planned vegetarian diets, including total vegetarian or vegan diets, are healthful, nutritionally adequate, and may provide health benefits in the prevention and treatment of certain diseases. Well-planned vegetarian diets are appropriate for individuals during all stages of the life cycle, including pregnancy, lactation, infancy, childhood, and adolescence, and for athletes.""",Divergent,Divergent
There are considerable health risks for children who follow a vegan diet.,"A certain diet is not abusive if the outcome is that the child thrives. Provided sufficient care is taken, a vegan diet can support normal growth and development of children.",Not Divergent,Not Divergent
There are considerable health risks for children who follow a vegan diet.,"Vegetarian and vegan diets can be healthy, but they can lack certain nutrients. You may have to use a little creativity to ensure you get enough protein, calcium, iron, and vitamin B12. You can find many of these nutrients in eggs and dairy if you're vegetarian, and from plant sources if you're vegan. So, this source from Harvard shows how it is possible to still live a full and healthy life on vegan/vegetarian diets.",Divergent,Divergent
"A vegan diet may put children at a heightened risk of deficiencies in vitamin D, calcium, iron, vitamin B12, omega-3 fatty acids, and essential amino acids. This can lead to health complications.",Babies and young children on a vegan diet can get the energy and most of the nutrients they need to grow and develop from a well-planned varied and balanced diet.,Divergent,Divergent
"A vegan diet may put children at a heightened risk of deficiencies in vitamin D, calcium, iron, vitamin B12, omega-3 fatty acids, and essential amino acids. This can lead to health complications.","Ruminants grown for meat production often themselves are low in B12, which is then added to feed or injected before slaughter.",Divergent,Divergent
"A vegan diet may put children at a heightened risk of deficiencies in vitamin D, calcium, iron, vitamin B12, omega-3 fatty acids, and essential amino acids. This can lead to health complications.","Heme iron, the type found predominantly in blood and muscle, can be absorbed better than the non-heme iron that predominates in plants, but may increase the risk of cancer, stroke, heart disease, and metabolic syndrome.",Not Divergent,Not Divergent
"A vegan diet may put children at a heightened risk of deficiencies in vitamin D, calcium, iron, vitamin B12, omega-3 fatty acids, and essential amino acids. This can lead to health complications.",Whole plant diets are healthier and pose less risk for children than a diet with meat & dairy which can introduce harmful pollutant compounds.,Divergent,Divergent
"A study conducted by the European Journal of Clinical Nutrition found a higher fracture risk in vegans as compared with any other diet, which could suggest that vegan diets make people more susceptible to calcium deficiency.",The European Journal of Clinical Nutrition study was not on children but on adults aged 20-89.,Not Divergent,Not Divergent
"A study conducted by the European Journal of Clinical Nutrition found a higher fracture risk in vegans as compared with any other diet, which could suggest that vegan diets make people more susceptible to calcium deficiency.","The Journal concluded that the reason for more fractures in vegans could possibly be a lack of calcium, a mineral which aids bone density. However, many plant foods such as kale, broccoli and soy have high levels of easily absorbed calcium. This suggests that the issue may be less the content of a plant-based diet, and more a lack of awareness among vegans surrounding the importance of consuming calcium-rich vegan foods.",Not Divergent,Not Divergent
"There are multiple ways to prevent or treat cobalt deficiency in ruminants before slaughter, thus their meat still likely presents a good source of vitamin B12 for humans.","Ruminants grown for meat production often themselves are low in B12, which is then added to feed or injected before slaughter.",Not Divergent,Not Divergent
"Providing adequate supplementation for a child is extremely difficult for the majority of families. A plant-based diet does not naturally provide everything that a child needs to develop, so parents must add various supplements.",Parents who can't afford to provide their children with a vegan diet are unlikely to force it on them.,Not Divergent,Not Divergent
"Labeling these parents as ""child abusers"" will prevent parents unwilling to do proper research into vegan nutrition from feeding their children vegan diets resulting in undernourishment.",This wrongly assumes that the status quo is an omnivorous diet which is adequately nutritious even without parents having researched how to make it so.,Divergent,Divergent
"Labeling these parents as ""child abusers"" will prevent parents unwilling to do proper research into vegan nutrition from feeding their children vegan diets resulting in undernourishment.","Labelling all these parents as ""child abusers"" would including some parents who do feed their children a perfectly fine diet, which is unfair to the parent.",Divergent,Divergent
"Children should be able to choose what they want, even if guided by parents, it should still be their choice. Therefore forcing them into veganism should be classified as child abuse because of freedom of choice laws since the decision to go vegan is not directly helping the child.",Parents have a right to decide what food is allowed and not in their house.,Divergent,Divergent
This will drive up the price of disinfectant.,Price gouging laws prevent high prices.,Divergent,Divergent
This will drive up the price of disinfectant.,"At best, that would happen in the short run. Seeing the increased demand, more suppliers are likely to enter the industry which is likely to drive down prices of hand sanitizers.",Not Divergent,Not Divergent
This is akin to war profiteering.,The degree of damage done during a war is significantly more than the damage done during this epidemic.,Divergent,Divergent
The poor are more likely to contract the coronavirus than the rich. Hiking up prices denies them access to disinfectants.,"Many rich people have tested positive for the coronavirus. Therefore, this disease does not discriminate based on class.",Divergent,Divergent
The disease might not discriminate between class but the rich are able to take preventative and curative measures which the poor are unable to afford.,"Many rich people have tested positive for the coronavirus. Therefore, this disease does not discriminate based on class.",Divergent,Divergent
Existing disinfectant suppliers could collude with newer ones so that their profits are not drastically damaged.,"In order to penetrate the market, new suppliers are likely to price their disinfectants at reasonable rates.",Divergent,Divergent
Existing manufacturers could employ predatory pricing policies to drive new competition out of the market.,"At best, that would happen in the short run. Seeing the increased demand, more suppliers are likely to enter the industry which is likely to drive down prices of hand sanitizers.",Not Divergent,Not Divergent
This means giving in to an irrational panic.,The coronavirus is a particularly deadly virus.,Divergent,Divergent
This means giving in to an irrational panic.,The coronavirus is a global epidemic.,Divergent,Divergent
It is less deadly than viruses before it such as SARS or MERS.,The coronavirus is a particularly deadly virus.,Divergent,Divergent
Coronavirus has a low fatality rate.,The coronavirus is a particularly deadly virus.,Divergent,Divergent
Coronavirus has a low fatality rate.,Patients above 80 years of age had an alarmingly high fatality rate of 14.8%.,Divergent,Divergent
Over-using disinfectants could create bacteria that is resistant to antibiotics.,Just because people buy a lot of disinfectant does not necessarily mean they are going to use all of it in a short span of time.,Not Divergent,Not Divergent
"People's decision to protect them and their family's comes at a cost of limiting other people's ability to protect themselves and their families. Therefore, it is unethical for people to bulk-buy disinfectant.",Everybody is allowed to protect themselves and their family by any means necessary.,Divergent,Divergent
Bulk-buying disinfectant goes beyond doing something as a means of protecting themselves and their family.,Everybody is allowed to protect themselves and their family by any means necessary.,Divergent,Divergent
Not necessarily. The need for disinfectant is constant regardless of buying in bulk or not. A surge now might mean a decline in sale later.,Companies manufacturing these products will see a surge in sales.,Divergent,Divergent
Excessive consumption of disinfectants would create a shortage in the supply chains of items used to produce those disinfectants.,This is good for the economy.,Divergent,Divergent
"To prevent the spread of COVID-19, other people need to use disinfectants as well. Bulk-buying disinfectants deprives others from accessing them, making it easier for them to contract and spread the virus.",Bulk-buying disinfectants protects against the spread of the virus.,Divergent,Divergent
Soap and handwash are adequately effective at preventing the spread of viruses.,Bulk-buying disinfectants protects against the spread of the virus.,Divergent,Divergent
Students should cover the syllabus comprehensively.,Syllabi can be covered comprehensively at home.,Not Divergent,Not Divergent
Students are still able to access online educational material,Online educational materials don't replace schools.,Not Divergent,Not Divergent
Video learning courses are a good learning format.,Video learning courses are a form of passive learning that don't encourage critical thinking.,Divergent,Divergent
Video learning courses are a good learning format.,Video learning courses can be boring.,Divergent,Divergent
Video learning courses are a good learning format.,"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Divergent,Divergent
Video learning courses are a good learning format.,Some course platforms do not allow for mistakes.,Divergent,Divergent
Video learning courses are a good learning format.,The quick we learn things via videos we tend to forget them even more quickly. Traditional learning methods are onerous but they help us to retain things in a more reliable manner.,Divergent,Divergent
Video learning courses are a good learning format.,There are many technical and educational challenges to video learning courses that aren't present with other learning formats.,Divergent,Divergent
Video learning courses are a good learning format.,"Lots of self-motivation is required, otherwise, procrastination will prevail, which is common among students and leads to unproductivity.",Not Divergent,Not Divergent
Video learning courses are a good learning format.,Video learning courses can be difficult to follow.,Divergent,Divergent
Many people can learn skills from video learning courses.,Many people can learn skills through reading or attending one-on-one workshops as well.,Not Divergent,Not Divergent
Many people can learn skills from video learning courses.,"Watching a video that teaches you an activity that is meant to be learned physically, like biking or swiming, are not functional alternatives.",Divergent,Divergent
"Video courses, such as Edgenuity, are helpful for those who home school.",Some of the instructors might ramble on about stuff or might have an unpleasing voice.,Divergent,Divergent
"Video courses, such as Edgenuity, are helpful for those who home school.",The content on there has unnecessary intro and review videos that are just a waste of time,Divergent,Divergent
"Video courses, such as Edgenuity, are helpful for those who home school.","The videos within the program are very poor in detail and are very plain to watch, as described by many students that use the platform.",Divergent,Divergent
"Video courses, such as Edgenuity, are helpful for those who home school.","Edgenuity instructors, for example, often stray away from the topic.",Divergent,Divergent
Videos are an effective way to learn a new language.,Videos are unlikely to improve language speaking skills given that they typically only offer one-way communication to viewers.,Divergent,Divergent
Videos are an effective way to learn a new language.,Native speakers in a video may speak too fast for beginners just learning.,Not Divergent,Not Divergent
A 2017 study found that students' speaking exam results improve after watching language videos. (p. 255),Videos are unlikely to improve language speaking skills given that they typically only offer one-way communication to viewers.,Divergent,Divergent
A 2017 study found that students' speaking exam results improve after watching language videos. (p. 255),"This study involved just 20 participants of which only 10 were in the treatment group. Therefore, it may not be reliable. (p. 259)",Divergent,Divergent
"When integrated into a classroom setting, language videos improve speaking skills.",Videos are unlikely to improve language speaking skills given that they typically only offer one-way communication to viewers.,Divergent,Divergent
Languages videos indirectly improve speaking skills by increasing the self-esteem of students so that they feel less anxious about doing so. (p. 22),Videos are unlikely to improve language speaking skills given that they typically only offer one-way communication to viewers.,Divergent,Divergent
The video's quality is dependent upon the creator.,Subtitles may appear too quick for the learner to read and connect what they are reading and hearing.,Divergent,Divergent
Videos can be repeated and slowed down to resolve the issue of native speakers speaking too fast for beginners.,Native speakers in a video may speak too fast for beginners just learning.,Not Divergent,Not Divergent
Videos are a more entertaining way to learn.,Entertainment isn't necessary for learning.,Divergent,Divergent
Videos are a more entertaining way to learn.,This can only apply to videos that are created to be entertaining.,Not Divergent,Not Divergent
Videos are a more entertaining way to learn.,Some people may find reading books a more entertaining way to learn than by watching videos.,Divergent,Divergent
"Entertainment makes learning fun, an important aspect for students.",Entertainment isn't necessary for learning.,Divergent,Divergent
"Entertainment from videos actually make users to focus more often, this is namely true from teenage students.",This can only apply to videos that are created to be entertaining.,Not Divergent,Not Divergent
"A video is often similar to a lecture, a format many people are already well accustomed to.",A lecture encourages intellectual discussion while a video is more likely to be watched isolated from others.,Divergent,Divergent
"A video is often similar to a lecture, a format many people are already well accustomed to.",Sometimes those videos have limited access or can't provide a backup for those to analyze. This can be especially hard when a student has to use a live lecture and can't record the lecture to analyze multiple times.,Divergent,Divergent
"A video is often similar to a lecture, a format many people are already well accustomed to.","They are not similar. A video is a static, unchanging presentation of information. A lecturer can get visual or auditory feedback and change adjust their lecture on the fly.",Divergent,Divergent
Students can arrange to have discussions with one another after watching videos individually.,A lecture encourages intellectual discussion while a video is more likely to be watched isolated from others.,Divergent,Divergent
Video learning courses are a less restrictive form of learning than some traditional methods.,"Students doing online classes are often separated from other fellow students and educators, making it difficult for the teacher to know what the student may be doing at the moment.",Divergent,Divergent
Video learning courses are a less restrictive form of learning than some traditional methods.,"Teachers won't know what students are doing, if they are all separated, such as now.",Divergent,Divergent
Video learning courses are a less restrictive form of learning than some traditional methods.,"Not all the time can teachers take control. For example in MS Teams sometimes some people mess around, leading to teachers getting frustrated.",Divergent,Divergent
Traditional learning occurs at designated hours. Learning through video can take place at any time.,Having classes at designated hours helps students stay disciplined.,Divergent,Divergent
"This sometimes is not the case, sites such as Grammarly and Odysseyware have been proven to track the progress of the students and sometimes how active they are within their sites.","Teachers won't know what students are doing, if they are all separated, such as now.",Divergent,Divergent
Videos allow the viewer to make connections between ideas that otherwise may get lost in text format.,"Text format is straight forward and cannot be miscommunicated by a third party, such as an instructor on a video.",Divergent,Divergent
"When reading text, tone is harder to detect.","Text format is straight forward and cannot be miscommunicated by a third party, such as an instructor on a video.",Divergent,Divergent
"When reading text, tone is harder to detect.","Tone isn't necessary for learning a new skill or subject, as the content is typically informational.",Not Divergent,Not Divergent
"The negatively-affecting sleep schedule put into place by schools do not have to count, which can be quite helpful.",Video courses may still require the student to be awake and present during normal class hours.,Divergent,Divergent
Any particular course can be repeated multiple times and at the student's personal pace which is not possible in a class.,This can prove to be a negative influence on a student's record.,Divergent,Divergent
"Video learning allows you to go back on something you weren’t listening to, because you weren’t focused.",Sites like VirtualNerd provide students with the ability to go back over information if they need to.,Not Divergent,Not Divergent
"Video learning allows you to go back on something you weren’t listening to, because you weren’t focused.",Those sites may also discourage looking at the videos again.,Divergent,Divergent
Most people learn more from what they see.,People can therefore learn from images rather than videos.,Not Divergent,Not Divergent
"A significant portion of the population are visual learners, so videos are a good format for them.",People prefer to learn in different ways.,Not Divergent,Not Divergent
"Even if people are more suited to visual learning, they should improve those styles of learning they are less good at, in order to develop a more well rounded skillset.","People have different types of memory. This impacts their preferred learning style. For example, some people have a hearing memory and some people remember things more visually and video brings those two together very well.",Not Divergent,Not Divergent
"""Some people have x memory"" implies completely distinct modules, which is not the case. In humans the visual center is far larger than the other senses, and new neurons are primarily born in the olfactory bulb and hippocampus (important role in spatial navigation).","People have different types of memory. This impacts their preferred learning style. For example, some people have a hearing memory and some people remember things more visually and video brings those two together very well.",Not Divergent,Not Divergent
"Images are just a single frame and therefore, cannot show how to completely implement the instructions.",People can therefore learn from images rather than videos.,Divergent,Divergent
Virtual Classrooms are the future of learning.,It has gained momentum only during lock down period and not before.,Divergent,Divergent
Virtual Classrooms are the future of learning.,"It gained popularity among students more, because it is mandated by the regulatory bodies in education, in many countries.",Not Divergent,Not Divergent
Virtual Classrooms are the future of learning.,"teachers and institutes won't support, as this trend may jeopardize the existing education system.",Divergent,Divergent
Virtual Classrooms are the future of learning.,Virtual classrooms are ineffective learning platforms.,Divergent,Divergent
Videos are helpful to those who cannot read.,"Even if videos can help those who cannot read, so can a number of other techniques. Therefore, this does not differentiate video learning as a particularly strong learning format.",Not Divergent,Not Divergent
"Videos can help children learn basic principles like math, reading, and spelling.","Many subjects, with math being the exception, require a level of interaction in order to learn the material. Videos do not allow for this.",Divergent,Divergent
Accelerate's Smart Science program offers students ways to view an experiment being conducted.,"Science, or more specifically, biology, requires students to conduct experiments to learn in that subject, something that online education fails to do.",Divergent,Divergent
Accelerate's Smart Science program offers students ways to view an experiment being conducted.,Viewing an experiment that was previously conducted does nothing more than make it difficult for educators to figure out if a student committed academic dishonesty.,Divergent,Divergent
"Videos show actionable steps in detail, unlike manuals, making them easier to follow and repeat.",More information may be retained while reading since it is an active learning process. Video watching is a passive learning process.,Divergent,Divergent
Watching to one talk about Language Arts is not as informative as reading.,More information may be retained while reading since it is an active learning process. Video watching is a passive learning process.,Not Divergent,Not Divergent
The extent of passive learning in videos depends on the content of the video and not the video itself.,Video learning courses are a form of passive learning that don't encourage critical thinking.,Divergent,Divergent
"Depending on the topic, passive learning can be a good thing.",Video learning courses are a form of passive learning that don't encourage critical thinking.,Not Divergent,Not Divergent
"Depending on the topic, passive learning can be a good thing.",Active recall tends to be a more successful learning style than passive learning methods.,Not Divergent,Not Divergent
"Depending on the topic, passive learning can be a good thing.","Passive learning does not encourage critical thinking, which many students need to use during this era.",Divergent,Divergent
"Active recall can be implemented with watching videos. After watching a video, an individual can try and answer a number of questions on the video.",Active recall tends to be a more successful learning style than passive learning methods.,Not Divergent,Not Divergent
"Active recall can be implemented with watching videos. After watching a video, an individual can try and answer a number of questions on the video.","Though sites do it often, the info is not fully retained by the user for long enough.",Divergent,Divergent
Those similar sites provide a tab where the user can take notes of the video.,"Though sites do it often, the info is not fully retained by the user for long enough.",Divergent,Divergent
The user could just not be paying attention.,"Though sites do it often, the info is not fully retained by the user for long enough.",Not Divergent,Not Divergent
Critical thinking isn't necessary for all subjects.,Video learning courses are a form of passive learning that don't encourage critical thinking.,Divergent,Divergent
Students in the chat can just tell the teacher that they do not understand.,"It may be difficult for teachers to relate to their students through video, which can make students disinterested in the subject matter.",Divergent,Divergent
Students in the chat can just tell the teacher that they do not understand.,"Sometimes, it can be quite difficult to explain the error, on either end nonetheless.",Divergent,Divergent
Students in the chat can just tell the teacher that they do not understand.,"Sometimes, an educator not trained with the format (like with Zoom), could disable that feature.",Divergent,Divergent
"This is an issue with the subject matter, not the video itself.",Video learning courses can be boring.,Divergent,Divergent
"This is an issue with the subject matter, not the video itself.","An instructor can be quite dull with how they get information across, which could be not remembered by a student.",Divergent,Divergent
History requires many details. A video with great detail upon everything can be boring.,"The topic of history has its own channel, meaning there are people who enjoy and likely learn from it.",Not Divergent,Not Divergent
"What is considered boring is subjective to the learning, and therefore cannot be applied to videos as a whole.",Video learning courses can be boring.,Not Divergent,Not Divergent
People should have the freedom to choose how they learn.,Video learning courses can be boring.,Not Divergent,Not Divergent
"In some scenarios, those videos can be easy to understand and also be slightly entertaining.",Video learning courses can be boring.,Not Divergent,Not Divergent
This motion never suggested that videos would be the only learning format available. Teachers can still pick up where the videos left off and elaborate when necessary.,"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Divergent,Divergent
"If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.","In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Divergent,Divergent
"If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.",Many students in the UK have had little contact with their teachers even though learning was expected to take place remotely after the outbreak of COVID-19.,Divergent,Divergent
Thanks to zoom.us teachers can have live classrooms online.,"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Not Divergent,Not Divergent
Thanks to zoom.us teachers can have live classrooms online.,Numerous student users do not prefer to use Zoom.,Divergent,Divergent
Thanks to zoom.us teachers can have live classrooms online.,"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Divergent,Divergent
Thanks to zoom.us teachers can have live classrooms online.,"A lot of users reported that Zoom eats up their ram, which can be harmful to students that may have older computers. [1]",Divergent,Divergent
Zoom does provide a feature for users to record their meeting.,"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Divergent,Divergent
Zoom does provide a feature for users to record their meeting.,This feature is included in a premium program that costs too much to pay for just that feature.,Not Divergent,Not Divergent
People can use free recording programs such as OBS (Open Broadcasting System) to record the meeting.,This feature is included in a premium program that costs too much to pay for just that feature.,Not Divergent,Not Divergent
"The user can be of blame for this, as they should be able to find their own source","Accelerate also does not provide many recent external sources for users to research, leading to many falling behind",Divergent,Divergent
"The user can be of blame for this, as they should be able to find their own source","Sometimes there are only unreliable sources a user can learn from, such as many sites paying to be on the 1st page and be non-credible",Divergent,Divergent
An issue with one specific platform does not discredit the various video learning course platforms available.,"The platform Accelerate has 4 question ""quizzes"" that disallow the user to make 1 single mistake.",Not Divergent,Not Divergent
This motion never suggested that videos would be the only learning format available. Teachers can still pick up where the videos left off and elaborate when necessary.,"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Divergent,Divergent
"If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.","In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Divergent,Divergent
"If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.",Many students in the UK have had little contact with their teachers even though learning was expected to take place remotely after the outbreak of COVID-19.,Divergent,Divergent
Thanks to zoom.us teachers can have live classrooms online.,"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently. This is impossible with a pre-recorded video format.",Not Divergent,Not Divergent
Thanks to zoom.us teachers can have live classrooms online.,Numerous student users do not prefer to use Zoom.,Divergent,Divergent
Thanks to zoom.us teachers can have live classrooms online.,"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Not Divergent,Not Divergent
Thanks to zoom.us teachers can have live classrooms online.,"A lot of users reported that Zoom eats up their ram, which can be harmful to students that may have older computers. [1]",Divergent,Divergent
Zoom does provide a feature for users to record their meeting.,"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Divergent,Divergent
Zoom does provide a feature for users to record their meeting.,This feature is included in a premium program that costs too much to pay for just that feature.,Not Divergent,Not Divergent
People can use free recording programs such as OBS (Open Broadcasting System) to record the meeting.,This feature is included in a premium program that costs too much to pay for just that feature.,Not Divergent,Not Divergent
The student can always alert their instructor on this issue. Plagiarizing is not the only choice the student can make in this instance.,"This may also include a student ending up plagiarizing their own content to get their schoolwork done, which can be harmful to the student's academic future.",Not Divergent,Not Divergent
"If the video is equipped with a feature to slow down the speed or rewind, then this problem can be avoided.","It can be harder for someone to understand, for instance, the video could end up going too fast or not explaining something clearly and end up moving on, possibly leaving someone behind.",Not Divergent,Not Divergent
"If the video is equipped with a feature to slow down the speed or rewind, then this problem can be avoided.",Some programs have this feature disabled and require that you install an extension to speed-up or slow-down the content.,Not Divergent,Not Divergent
"Online video courses are typically self-paced, giving the learner the option of going as fast or as slow as needed.",Some video course formats make the user feel rushed if they are behind on their lessons. This is discouraging to the user.,Not Divergent,Not Divergent
"This is a problem with the specific program, not video format in general.",Some programs have this feature disabled and require that you install an extension to speed-up or slow-down the content.,Not Divergent,Not Divergent
"In many video learning environments, it is possible to share your concerns in a chat.",Students may not be able to ask questions while learning to clear up any misunderstandings.,Divergent,Divergent
"In many video learning environments, it is possible to share your concerns in a chat.","Sometimes, an educator not trained with the format (like with Zoom), could disable that feature.",Not Divergent,Not Divergent
"In many video learning environments, it is possible to share your concerns in a chat.",Technical courses are much more difficult to understand if there is no instant doubt clarification.,Not Divergent,Not Divergent
"In many video learning environments, it is possible to share your concerns in a chat.","Sometimes, an educator not trained with the format (like with Zoom), could disable that feature.",Not Divergent,Not Divergent
"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently.",This motion never suggested that videos would be the only learning format available. Teachers can still pick up where the videos left off and elaborate when necessary.,Not Divergent,Not Divergent
"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently.","If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.",Not Divergent,Not Divergent
"In a live classroom setting, teachers can pick up on where and why students are getting stuck on something and then attempt to explain it differently.",Thanks to zoom.us teachers can have live classrooms online.,Not Divergent,Not Divergent
Many students in the UK have had little contact with their teachers even though learning was expected to take place remotely after the outbreak of COVID-19.,"If a student gets stuck while watching a prerecorded video, they can ask a question via a chat function or emailing the instructor.",Not Divergent,Not Divergent
Numerous student users do not prefer to use Zoom.,Thanks to zoom.us teachers can have live classrooms online.,Divergent,Divergent
"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Thanks to zoom.us teachers can have live classrooms online.,Divergent,Divergent
"During live streams, students may be more hesitant to ask their teachers to go over things they do not understand more than once, when compared to a more familiar classroom environment",Zoom does provide a feature for users to record their meeting.,Divergent,Divergent
This feature is included in a premium program that costs too much to pay for just that feature.,Zoom does provide a feature for users to record their meeting.,Not Divergent,Not Divergent
This feature is included in a premium program that costs too much to pay for just that feature.,People can use free recording programs such as OBS (Open Broadcasting System) to record the meeting.,Divergent,Divergent
"A lot of users reported that Zoom eats up their ram, which can be harmful to students that may have older computers. [1]",Thanks to zoom.us teachers can have live classrooms online.,Not Divergent,Not Divergent
"The majority of children appear to be asymptomatic carriers of the disease, so the risk of children becoming seriously ill is low.",An outbreak could occur in the school.,Divergent,Divergent
"The majority of children appear to be asymptomatic carriers of the disease, so the risk of children becoming seriously ill is low.","Showing illness does not matter, as asymptomatic carriers can just as easy, if not easier spread the virus than symptomatic carriers.",Not Divergent,Not Divergent
Accommodations can be made to help these children learn the fundamentals of e-learning.,Children living in marginalised areas are not able to comprehend e-learning,Divergent,Divergent
Accommodations can be made to help these children learn the fundamentals of e-learning.,Those children might also sell those electronics just to afford the basic necessities of food and water.,Divergent,Divergent
"Those minimized movements could promote obesity within a student, which could be detrimental to their health in the future.","The students are safer at home, due to minimized movements and interactions.",Divergent,Divergent
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.","The virus may mutate, making the vaccine redundant.",Divergent,Divergent
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.",Many people who have taken the Covid shot have contracted the virus.,Divergent,Divergent
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.","Vaccine effectiveness is only as strong as vaccine rollout. However, it will be difficult to procure vaccines in suitable amounts.",Not Divergent,Not Divergent
Vaccination is the safest and most effective way to achieve herd immunity.,The concept of 'herd immunity' is considered a flawed approach to tackling the Covid-19 pandemic.,Divergent,Divergent
Vaccination is the safest and most effective way to achieve herd immunity.,COVID-19 is 99% survivable therefore only high risk people need a vaccine.,Divergent,Divergent
Vaccinated individuals do not transmit Covid-19 to others.,"While the rate of Covid-19 transmission has been shown to decrease among vaccinated individuals, it still remains possible.",Divergent,Divergent
