text1,text2,ZS response,final_val
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.",The cost of food transportation and distribution would be very high.,Not Divergent,Not Divergent
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.",Food distribution would require additional administrative costs and efforts such as control over the fair allocation of goods.,Not Divergent,Not Divergent
"Grains, dried or processed foods and anything that can be frozen or chilled can easily be traded over vast distances and periods of time.",A lot of food is easily perishable.,Divergent,Divergent
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",Divergent,Divergent
"Often these crises are the direct result of smaller, poorer nations exporting their food supplies to the West (e.g. the quinoa boom in the West caused a mini food crisis in Bolivia, where it is natively grown.)","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",Divergent,Divergent
"These crises are heavily driven by the move to cash crop production to service debts, moving investment from sustenance crops to those that can be exported.","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",Divergent,Divergent
Obesity does economic harm and thus damages society as a whole.,"With the rise of obesity, packaged food companies continue to see rising profits. This impacts the economy, and thus society in a positive way.",Divergent,Divergent
The existence of obese people forces firms to spend more to accommodate their larger bodies.,Private companies' profit motive should not determine what society as a whole treats as acceptable.,Divergent,Divergent
"Obese workers miss more work days than non-obese workers due to sickness, injuries or disabilities. According to numerous studies, this accounts for 9.3% of all absenteeism costs and causes billions in damages.","The sedentary nature of the modern workplace is a cause of obesity. On balance, the harm that the employer does to the worker's health is greater than the harm absenteeism and other byproducts of obesity pose to the employer.",Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",Not Divergent,Not Divergent
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The recent tax on large drinks shows the helplessness of a government to act against in individuals self-interest.  People just bought many smaller sized drinks or went to another state to drink what they wanted.  People will do what they want to do regardless of what a nanny state dictates.  Underground activities occur.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Divergent,Divergent
"For many people, obesity is not a choice.",A reasonable solution would be to make society's payment of an obese individual's healthcare costs contingent on them working to lose weight.,Divergent,Divergent
"For many people, obesity is not a choice.","Even if obesity isn't a choice in some circumstances, society should still shame it in general because it creates a narrative that empowers people to make healthy choices rather than see themselves as powerless victims.",Divergent,Divergent
"For many people, obesity is not a choice.",A society that unquestioningly accepts obesity is one that will continue to fail to provide mechanisms to address many of the factors that cause it (e.g. food shortages and lack of education).,Divergent,Divergent
"For many people, obesity is not a choice.","The fact that some people do not choose obesity doesn't mean we should accept those who do, and society is capable of distinguishing between those two groups.",Divergent,Divergent
"For many people, obesity is not a choice.","In these instances, we would not consider the individuals unacceptable, but rather the structural or policy failures which have robbed them of their bodily autonomy.",Not Divergent,Not Divergent
"For many people, obesity is not a choice.",Eating less is a choice everyone can make.,Divergent,Divergent
"For many people, obesity is not a choice.",Most common reasons for Obesity are unbalanced eating and not active lifestyle. Where active does not necessarily mean sports.,Not Divergent,Not Divergent
"For many people, obesity is not a choice.",The rise of health information on the internet presents health opportunities like never before.,Not Divergent,Not Divergent
"For many people, obesity is not a choice.","The foods one eats is always a choice. Obesity is treatable by changing the diet to remove lipogenic food sources such as insulin secreting foods like white flour, sugar, grains, and other carbohydrates that are common in Western diets.",Divergent,Divergent
"For many people, obesity is not a choice.",Corporations profit from highly addictive and unhealthy foods. People may not have much control over their weight therefore anger should be directed at the industries that play  a major role.,Not Divergent,Not Divergent
"For many people, obesity is not a choice.","Medically speaking, obesity is almost always the result of one's poor personal choices. Even if you have a metabolic disorder, obesity is usually the result of excessive carbohydrate intake. For the extreme few that have no control over it, they are the exception, not the rule. There is no reason to normalize a medical abnormality that is as harmful as obesity.",Divergent,Divergent
"For many people, obesity is not a choice.","Things like drug addiction are also linked to genetic makeup, however this is something that should be watched for and prevented rather than accepted.",Not Divergent,Not Divergent
"For many people, obesity is not a choice.","Obesity is either a choice or a disease. If it is a choice, that should be unacceptable. If it is not, then it is a disease and should be treated before it causes complications. Either way, staying obese should be unacceptable.",Not Divergent,Not Divergent
"For many people, obesity is not a choice.","According to the laws of thermodynamics, it is literally impossible to become obese if one's food intake is controlled. The body cannot create fat from nothing.",Divergent,Divergent
It is discriminatory to shame people for an involuntary characteristic.,If we see obesity as an involuntary condition we do a disservice to the obese because that portrays them as powerless victims of an inevitable outcome rather than as individuals with the power to change their lives.,Divergent,Divergent
It is discriminatory to shame people for an involuntary characteristic.,"Though obesity is involuntary, it is also preventable, in a way that other immutable characteristics are not.",Divergent,Divergent
It is discriminatory to shame people for an involuntary characteristic.,Obesity is not an involuntary characteristic for the vast majority of the obese population. Eating less is almost alway possible and it is almost always more healthy to be at a lower weight than be obese.,Divergent,Divergent
"This makes fat shaming directly analogous to other forms of discrimination, like racism and sexism.","You can *choose* whether to be overweight or not. You cannot choose your race, gender, or sexual preference. The key difference between shame and discrimination is the recipient's ability to affect the trait through choice.",Divergent,Divergent
"Obesity may be preventable, but it is often incurable. Long-term weight-loss maintenance: a meta-analysis of US studies","Though obesity is involuntary, it is also preventable, in a way that other immutable characteristics are not.",Not Divergent,Not Divergent
Being shamed by society for something you cannot control can be deeply damaging to a person's mental health.,Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Not Divergent,Not Divergent
Being shamed by society for something you cannot control can be deeply damaging to a person's mental health.,"Telling people that their weight is outside of their control will stop them from trying to control it. If your weight is indeed outside of your control, you should seek medical help. Either way, people should be encouraged to lose weight.",Divergent,Divergent
"Hate crimes attack an individual's unchangeable characteristics and cause long lasting feelings of helplessness and powerlessness (Dzelme, p. 22). Obese people are likely to feel the same way.","The issue with this is that obesity IS changable. While not an easy task, losing weight is within the individual's control.",Divergent,Divergent
"Obese people face stigma in all areas of life. So while some people might be genuinely concerned for somebody's health, the vast majority of obese people are regularly confronted with prejudice, hateful behavior, and systemic disadvantages based on the perception of obese people as inferior.","Similar to ""hate the sin, not the sinner,"" not accepting obesity does not necessary equal a perception of obese people as inferior but can happen for other reasons, for example genuine medical concern.",Divergent,Divergent
There is evidence that suggests that the prevalence of weight discrimination in the US is similar to those facing gender or race discrimination.,"Similar to ""hate the sin, not the sinner,"" not accepting obesity does not necessary equal a perception of obese people as inferior but can happen for other reasons, for example genuine medical concern.",Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",Not Divergent,Not Divergent
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The recent tax on large drinks shows the helplessness of a government to act against in individuals self-interest.  People just bought many smaller sized drinks or went to another state to drink what they wanted.  People will do what they want to do regardless of what a nanny state dictates.  Underground activities occur.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Divergent,Divergent
"Societal disapproval of obesity specifically calls for a focus on weight, and therefore does not fit within efforts to focus on health rather than weight as a way of encouraging healthy habits and lifestyle choices.",Societal disapproval focused on health and not weight may be a better way to encourage weight loss and healthier habits.,Not Divergent,Not Divergent
"Societal disapproval can indirectly encourage bullying of overweight and obese populations, thus contributing to the problem.","There is a difference between individual mocking/bullying, and societal disapproval. Societal disapproval looks like banning large sodas or incentivizing healthy habits, and does not directly target an individual.",Not Divergent,Not Divergent
"It is not necessarily easy to monitor how societal disapproval is acted upon. While those policy changes may be made, encouraging disapproval of obese people is likely to increase unkind behaviour towards those individuals.","There is a difference between individual mocking/bullying, and societal disapproval. Societal disapproval looks like banning large sodas or incentivizing healthy habits, and does not directly target an individual.",Not Divergent,Not Divergent
"It is not necessarily easy to monitor how societal disapproval is acted upon. While those policy changes may be made, encouraging disapproval of obese people is likely to increase unkind behaviour towards those individuals.","By encouraging healthy behaviors through positive advertisement and public example, society can send the message that obesity is not acceptable without bullying.",Divergent,Divergent
"Obesity is already shamed, and further discouragement is likely to make shaming more prevalent.","By encouraging healthy behaviors through positive advertisement and public example, society can send the message that obesity is not acceptable without bullying.",Divergent,Divergent
"This is a hard nuance to ensure society follows. Once body-shaming of obese people is normalised by this approach, it is difficult to ensure that individual members of society assess the reasons for someone's obesity or carefully consider their exact message before treating it as an unacceptable lifestyle choice.",Society is capable of disapproving of something without directly bullying people.,Divergent,Divergent
"Being perceived as overweight is already one of the major reasons children and adults get bullied, and it often makes no difference if the bullied person loses weight.",Society is capable of disapproving of something without directly bullying people.,Not Divergent,Not Divergent
Making it socially unacceptable to be obese will increase bullying of obese people.,Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Divergent,Divergent
Making it socially unacceptable to be obese will increase bullying of obese people.,Society is capable of disapproving of something without directly bullying people.,Divergent,Divergent
Making it socially unacceptable to be obese will increase bullying of obese people.,"This discouragement doesn't have to take the form of shaming individuals, but can rather be framed as a collective problem in which everyone has a stake.",Not Divergent,Not Divergent
"Obese people face stigma in all areas of life. So while some people might be genuinely concerned for somebody's health, the vast majority of obese people are regularly confronted with prejudice, hateful behavior, and systemic disadvantages based on the perception of obese people as inferior.","Similar to ""hate the sin, not the sinner,"" not accepting obesity does not necessary equal a perception of obese people as inferior but can happen for other reasons, for example genuine medical concern.",Divergent,Divergent
There is evidence that suggests that the prevalence of weight discrimination in the US is similar to those facing gender or race discrimination.,"Similar to ""hate the sin, not the sinner,"" not accepting obesity does not necessary equal a perception of obese people as inferior but can happen for other reasons, for example genuine medical concern.",Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",Not Divergent,Not Divergent
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The recent tax on large drinks shows the helplessness of a government to act against in individuals self-interest.  People just bought many smaller sized drinks or went to another state to drink what they wanted.  People will do what they want to do regardless of what a nanny state dictates.  Underground activities occur.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Divergent,Divergent
"Societal disapproval of obesity specifically calls for a focus on weight, and therefore does not fit within efforts to focus on health rather than weight as a way of encouraging healthy habits and lifestyle choices.",Societal disapproval focused on health and not weight may be a better way to encourage weight loss and healthier habits.,Not Divergent,Not Divergent
"Societal disapproval can indirectly encourage bullying of overweight and obese populations, thus contributing to the problem.","There is a difference between individual mocking/bullying, and societal disapproval. Societal disapproval looks like banning large sodas or incentivizing healthy habits, and does not directly target an individual.",Not Divergent,Not Divergent
"It is not necessarily easy to monitor how societal disapproval is acted upon. While those policy changes may be made, encouraging disapproval of obese people is likely to increase unkind behaviour towards those individuals.","There is a difference between individual mocking/bullying, and societal disapproval. Societal disapproval looks like banning large sodas or incentivizing healthy habits, and does not directly target an individual.",Not Divergent,Not Divergent
"It is not necessarily easy to monitor how societal disapproval is acted upon. While those policy changes may be made, encouraging disapproval of obese people is likely to increase unkind behaviour towards those individuals.","By encouraging healthy behaviors through positive advertisement and public example, society can send the message that obesity is not acceptable without bullying.",Divergent,Divergent
"Obesity is already shamed, and further discouragement is likely to make shaming more prevalent.","By encouraging healthy behaviors through positive advertisement and public example, society can send the message that obesity is not acceptable without bullying.",Divergent,Divergent
"This is a hard nuance to ensure society follows. Once body-shaming of obese people is normalised by this approach, it is difficult to ensure that individual members of society assess the reasons for someone's obesity or carefully consider their exact message before treating it as an unacceptable lifestyle choice.",Society is capable of disapproving of something without directly bullying people.,Not Divergent,Not Divergent
"Being perceived as overweight is already one of the major reasons children and adults get bullied, and it often makes no difference if the bullied person loses weight.",Society is capable of disapproving of something without directly bullying people.,Not Divergent,Not Divergent
"This is a hard nuance to ensure society follows. Once body-shaming of obese people is normalised by this approach, it is difficult to ensure that individual members of society assess the reasons for someone's obesity or carefully consider their exact message before treating it as an unacceptable lifestyle choice.","This discouragement doesn't have to take the form of shaming individuals, but can rather be framed as a collective problem in which everyone has a stake.",Not Divergent,Not Divergent
This discouragement has and will likely continue to take the form of shaming individuals.,"This discouragement doesn't have to take the form of shaming individuals, but can rather be framed as a collective problem in which everyone has a stake.",Divergent,Divergent
Shame is by definition a painful social emotion. Trying to cause that is a form of discrimination.,Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Not Divergent,Not Divergent
"The intent behind the shaming does not particularly matter to the person being shamed. Depending upon their own experiences and self-perception, they may internalize the shame to mean they are a bad person.",Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Not Divergent,Not Divergent
"Even if not all shaming carries negative or discriminatory meaning, plenty does. It is difficult for individuals to distinguish between shaming that comes from a place of concern as opposed to repulsion.",Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Not Divergent,Not Divergent
"When it comes to judgement, people constantly fail to distinguish the person from his/her behavior.",Shaming does not inherently mean that the person being shamed is a bad person or deserves to be discriminated against.,Not Divergent,Not Divergent
One's social environment causes obesity and often cannot be influenced.,"In social environments that cause obesity, there are a lot of non-obese people living in those areas too. This illustrates that the environment might be influential but the individual nevertheless retains a choice.",Divergent,Divergent
One's social environment causes obesity and often cannot be influenced.,"One's diet causes or does not cause obesity, a social environment is an influencing factor but ultimately has no direct relationship.",Divergent,Divergent
One's social environment causes obesity and often cannot be influenced.,"If society stops accepting obesity and treats it like the disease it is, then perhaps smaller social environments will reflect the larger trend and create more positive environments to discourage obesity.",Divergent,Divergent
"Research suggests that there are links between low incomes and obesity, with people who are poorer becoming obese as a result of being unable to afford healthy food options.",Rich people are more likely to be obese.,Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.","Shaming could lead to, for example, more exercise or healthier choices (e.g. a salad over a hamburger), options that still exist in food deserts.",Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.",It is still possible to not be obese while consuming fast food by simply eating less of it.,Divergent,Divergent
"In many fast food restaurants, the healthier options (e.g. a salad or smoothie) contain the same amount or more empty calories than the unhealthy options (e.g.hamburgers and french fries). This makes the task of making healthier choices that much harder when you have limited options.","Shaming could lead to, for example, more exercise or healthier choices (e.g. a salad over a hamburger), options that still exist in food deserts.",Not Divergent,Not Divergent
A significant number of obese people consider their weight as just right.,"Many people who are currently obese would prefer not to be, but lack the resources and support to lose weight. This suggests they recognise their condition as detrimental to their wellbeing.",Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",Not Divergent,Not Divergent
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The recent tax on large drinks shows the helplessness of a government to act against in individuals self-interest.  People just bought many smaller sized drinks or went to another state to drink what they wanted.  People will do what they want to do regardless of what a nanny state dictates.  Underground activities occur.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Divergent,Divergent
"Even if preventing childhood obesity is a justified goal, the societal condemnation of adults' obesity is not necessary.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"Even if preventing childhood obesity is a justified goal, the societal condemnation of adults' obesity is not necessary.",Targeting adults to achieve policy change is necessary because they are the voters.,Divergent,Divergent
"Society-wide shaming is one path to getting these policies, but there are also other less destructive ones.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Not Divergent,Not Divergent
Physical activity does little to promote health. Diet is the far more important variable.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
We had widespread societal agreement that obesity is disgusting and unacceptable for a long time; the Fat Acceptance Movement's challenge to this norm is very recent. Obesity did not disappear and programs to fight it did not appear because of that widespread shaming.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
Poor nutrition and lack of exercise lead to a large spectrum of diseases. Targeting obesity is unnecessary when governments should implement these kind of policies for the overall wellbeing of their citizens.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"There's already widespread agreement about the undesirability of an obese population. 

It's unclear what benefit personally criticising specific individuals would add.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Not Divergent,Not Divergent
It is also possible to not be obese and eat lots of fast food. The factors that control weight are a lot more complicated than most would have you believe.,It is still possible to not be obese while consuming fast food by simply eating less of it.,Not Divergent,Not Divergent
"This is not true in the USA, where obesity correlates with low socioeconomic status.",Rich people are more likely to be obese.,Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.","Shaming could lead to, for example, more exercise or healthier choices (e.g. a salad over a hamburger), options that still exist in food deserts.",Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"23.5 million people in the United States live in 'food deserts,' where they have minimal to no access to affordable, healthy food. This means that their only options for food are cheap, processed foods or fast food like McDonald's.",It is still possible to not be obese while consuming fast food by simply eating less of it.,Divergent,Divergent
"In many fast food restaurants, the healthier options (e.g. a salad or smoothie) contain the same amount or more empty calories than the unhealthy options (e.g.hamburgers and french fries). This makes the task of making healthier choices that much harder when you have limited options.","Shaming could lead to, for example, more exercise or healthier choices (e.g. a salad over a hamburger), options that still exist in food deserts.",Not Divergent,Not Divergent
A significant number of obese people consider their weight as just right.,"Many people who are currently obese would prefer not to be, but lack the resources and support to lose weight. This suggests they recognise their condition as detrimental to their wellbeing.",Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,Divergent,Divergent
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",Not Divergent,Not Divergent
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Not Divergent,Not Divergent
The recent tax on large drinks shows the helplessness of a government to act against in individuals self-interest.  People just bought many smaller sized drinks or went to another state to drink what they wanted.  People will do what they want to do regardless of what a nanny state dictates.  Underground activities occur.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,Divergent,Divergent
"Even if preventing childhood obesity is a justified goal, the societal condemnation of adults' obesity is not necessary.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"Even if preventing childhood obesity is a justified goal, the societal condemnation of adults' obesity is not necessary.",Targeting adults to achieve policy change is necessary because they are the voters.,Divergent,Divergent
"Society-wide shaming is one path to getting these policies, but there are also other less destructive ones.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Not Divergent,Not Divergent
Physical activity does little to promote health. Diet is the far more important variable.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
We had widespread societal agreement that obesity is disgusting and unacceptable for a long time; the Fat Acceptance Movement's challenge to this norm is very recent. Obesity did not disappear and programs to fight it did not appear because of that widespread shaming.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
Poor nutrition and lack of exercise lead to a large spectrum of diseases. Targeting obesity is unnecessary when governments should implement these kind of policies for the overall wellbeing of their citizens.,"Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Divergent,Divergent
"There's already widespread agreement about the undesirability of an obese population. 

It's unclear what benefit personally criticising specific individuals would add.","Widespread societal agreement about obesity's unacceptability can help support policy changes that may prevent obesity, like scheduling more time for physical education in schools or taxing sugary drinks.",Not Divergent,Not Divergent
It is also possible to not be obese and eat lots of fast food. The factors that control weight are a lot more complicated than most would have you believe.,It is still possible to not be obese while consuming fast food by simply eating less of it.,Not Divergent,Not Divergent
Childhood experiences beyond one's control lead to obesity.,"Poor diet leads to obesity, childhood experiences are an influencing factor but diet is ultimately a separate matter, as a result insofar as there is access to nutritious food, the individual remains responsible.",Divergent,Divergent
Illnesses and physical problems are a cause of obesity.,"Medical conditions can make it difficult to lose weight, but the overwhelming majority of conditions do not undermine the basis of weight gain (calorie intake versus calorie burning). Underlying conditions may make it difficult to lose weight, but not impossible.",Not Divergent,Not Divergent
Illnesses and physical problems are a cause of obesity.,"In the US in1950, the obesity rate stood at 10% but rose to 35% in 2010. This illustrates that for the majority of obese people it is a choice, as people back then had the same physical characteristics as people today.",Divergent,Divergent
"Mental illness can be a cause of obesity, one many public health professionals overlook.",Not all people with mental illnesses are obese. This illustrates that there remains a personal choice even for them.,Not Divergent,Not Divergent
The fact that not all mentally ill people are obese does not change the fact that some mental illnesses may relate to overeating or poor eating choices by individuals that lead to obesity.,Not all people with mental illnesses are obese. This illustrates that there remains a personal choice even for them.,Not Divergent,Not Divergent
Physical disabilities can prevent people from exercising.,Physical disabilities might prevent people from exercising but do not oblige them to eat more.,Not Divergent,Not Divergent
Physical disabilities can prevent people from exercising.,There are thin people with physical disabilities.,Not Divergent,Not Divergent
"If it is particularly difficult for some people to lose weight, it seems unfair to burden them with having to go to that extreme effort in order to relieve themselves of societal shame.","Medical conditions can make it difficult to lose weight, but the overwhelming majority of conditions do not undermine the basis of weight gain (calorie intake versus calorie burning). Underlying conditions may make it difficult to lose weight, but not impossible.",Divergent,Divergent
