text1,text2,ZS response,final_val
Single-payer health systems are more cost-effective.,"Healthcare is fundamentally a risk venture. For profit insurers seek to take on the lowest risk patients, which leaves high risk patients the public system. Because they are high risk, they will, on average, cost the system, placing the financial burden on the tax payer.",Not Divergent,Not Divergent
Single-payer health systems are more cost-effective.,Cost effectiveness is far less important than individual freedom in choosing your own healthcare options and a focus on cost efficiency can trample rights.,Divergent,Divergent
Single-payer health systems are more cost-effective.,Using monopolistic power to reduce costs is shortsighted and will lead to deadweight loss.,Divergent,Divergent
Single payer systems offer the advantage of bargaining power with drug providers and other suppliers.,Congress has prohibited Medicare and Medicaid from using their buying power to negotiate lower prices.,Divergent,Divergent
Eliminating the incentive to raise prices for profit will reduce costs.,The overhead cost of administrating medicare is not lower when one takes into account the implicit costs that are not registered as accounting costs. Private firms must pay for these services through increased prices.,Divergent,Divergent
"With one payer, you get less bureaucratic overhead, making it cheaper and easier to use.","When someone under a private system chooses and pays for their own healthcare, the only bureaucratic overhead is that individual person. It is unclear how adding a layer of bureaucratic overhead over the public market would reduce bureaucratic overhead.",Divergent,Divergent
"These drugs/procedures etc are not exported for free - the companies still charge other countries for products and development costs, and the US healthcare system transitioning to single payer status would not change this.","Moving to a single-payer system would negatively affect international healthcare systems, as the US healthcare market essentially subsidizes much of the rest of the world's access to new products and new procedures.",Not Divergent,Not Divergent
New health related products and procedures do not necessarily lead to better outcomes nor are they inherently less expensive.,"Moving to a single-payer system would negatively affect international healthcare systems, as the US healthcare market essentially subsidizes much of the rest of the world's access to new products and new procedures.",Divergent,Divergent
Single payer would simplify the healthcare system for everyone.,"People have diverse needs and values when it comes to healthcare, especially in the US, and pushing to simplify the system will create a one-size-fits-all approach which will put minority points of view at a disadvantage.",Divergent,Divergent
"There is less paperwork to be completed for complicated insurance policies, which could be difficult for people who are unwell or poorly educated to complete.","If there is a single-payer system it will inevitably involve the government and if there is a single, consistent principle of big government it is the generation of paperwork.   Thus, there is no reason to assume that there would be less paperwork -- it would just be different paperwork to a different entity.",Not Divergent,Not Divergent
Saving human lives should not be an activity reliant on the incentive by profit.,"For a system to be sustainable, money needs to exchange hands in some form (whether it's called profit, commission, grant or salary).",Divergent,Divergent
Saving human lives should not be an activity reliant on the incentive by profit.,Saving lives is important and should be more profitable than other things.,Divergent,Divergent
"In September 2015, Shkreli received widespread criticism when Turing obtained the manufacturing license for the antiparasitic drug Daraprim and raised its price by a factor of 56 (from US$13.5 to $750 per pill).",It is precisely because the profit was 'controlled' that allowed it to swing wildly. The company could get away with it because the insurance companies covered most of the high costs. It wouldn't cause the cost to consumer much. A third party payer arrangement allowed the high price and it would continue with Single payer (exclusive third party).,Not Divergent,Not Divergent
"Compared to other high-income countries with single-payer systems, the US spends the most per capita on prescription drugs.",It is precisely because the profit was 'controlled' that allowed it to swing wildly. The company could get away with it because the insurance companies covered most of the high costs. It wouldn't cause the cost to consumer much. A third party payer arrangement allowed the high price and it would continue with Single payer (exclusive third party).,Not Divergent,Not Divergent
"International experience demonstrates that policies like universal health coverage, insurance benefit design that restricts out-of-pocket spending, and certain price control strategies, like centralized price negotiations are effective.",It is precisely because the profit was 'controlled' that allowed it to swing wildly. The company could get away with it because the insurance companies covered most of the high costs. It wouldn't cause the cost to consumer much. A third party payer arrangement allowed the high price and it would continue with Single payer (exclusive third party).,Divergent,Divergent
"By that logic, if saving a life (or thousands) is not profitable, then that person (or people) should be left to die.",Saving lives is important and should be more profitable than other things.,Divergent,Divergent
The current system does the opposite. It is more profitable for an insurer to deny coverage than it is to provide coverage.,Saving lives is important and should be more profitable than other things.,Divergent,Divergent
The current system does the opposite. It is more profitable for an insurer to deny coverage than it is to provide coverage.,"In the US, government run and funded Medicare is more likely to deny claims than commercial health insurers.",Divergent,Divergent
Medicare is not a single-payer universal health system that does not in any case deny health treatment.,"In the US, government run and funded Medicare is more likely to deny claims than commercial health insurers.",Not Divergent,Not Divergent
"A single-payer system results in lower stress levels, which produces dramatic and profound societal bounty.",Single payer is one among many possible methods of paying for (allocating) healthcare resources. The actual provision of healthcare (and the consequences therof) probably have more bearing on people's mental state than the method of payment.,Divergent,Divergent
It would provide equal access to the same health care regardless of level of income.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
It would provide equal access to the same health care regardless of level of income.,"Cost effective drugs and treatments may not be available through the system. It only extends to life extending drugs, not life saving drugs.",Divergent,Divergent
It would provide equal access to the same health care regardless of level of income.,"What happens in other countries with one payer systems is the “normal” people have to use the under funded system, while the wealthy will pay out of pocket for better healthcare.",Divergent,Divergent
"There is less paperwork to be completed for complicated insurance policies, which could be difficult for people who are unwell or poorly educated to complete.","If there is a single-payer system it will inevitably involve the government and if there is a single, consistent principle of big government it is the generation of paperwork.   Thus, there is no reason to assume that there would be less paperwork -- it would just be different paperwork to a different entity.",Not Divergent,Not Divergent
Reduction of ill people leads to a healthier and more productive population.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
Tax would replace insurance payments.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
"There would likely be demonstrable decrease to annual individual healthcare costs that are more significant than the tax increase, leading to a net gain.",A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
Other countries have shown that a single payer system is viable without a detrimental effect on the overall economy.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
"The argument that ""the best doctors will gravitate towards the wealthy"" is itself an argument for narrowing the gap between least coverage and most coverage by providing a minimum national standard of healthcare that can afford to higher the so called ""best"" doctors.",This also means the best doctors will gravitate towards the wealthy.,Not Divergent,Not Divergent
"The ""best doctors"" are even more likely to gravitate towards the wealthy inside a system that ONLY affords the wealthy access to better doctors.",This also means the best doctors will gravitate towards the wealthy.,Not Divergent,Not Divergent
"Single-payer or tax-funded healthcare systems worldwide are not ""all under-funded"".","What happens in other countries with one payer systems is the “normal” people have to use the under funded system, while the wealthy will pay out of pocket for better healthcare.",Divergent,Divergent
Reduction of ill people leads to a healthier and more productive population.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
Tax would replace insurance payments.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
"There would likely be demonstrable decrease to annual individual healthcare costs that are more significant than the tax increase, leading to a net gain.",A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
Other countries have shown that a single payer system is viable without a detrimental effect on the overall economy.,A single-payer healthcare system would lead to an increase in taxes and would therefore damage the economy.,Divergent,Divergent
"The former are not ""experimetal treatments,"" they have no scientific basis and should be outside of medicine.","Medicare and Medicaid do not cover acupuncture, homeopathy, and the use of herbs. Nor does it cover any experimental treatments.",Not Divergent,Not Divergent
It is unethical and immoral to deny basic healthcare to millions of Americans solely because it  may limit the variety of choices and low rates of others.,Any third party payer will reduce the number of available choices.,Divergent,Divergent
It is unethical and immoral to deny basic healthcare to millions of Americans solely because it  may limit the variety of choices and low rates of others.,Any ethical consideration must also take into account that nobody is entitled to the product of others' labor.,Divergent,Divergent
"There are many ways to keep costs down in a public healthcare system, such as providing preventative care and education to the public.",The only way to keep costs down in a system absent of competition is to cut service.,Divergent,Divergent
The large buying power of a public health system reduces drug prices.,The only way to keep costs down in a system absent of competition is to cut service.,Divergent,Divergent
Single payer systems look for ways to reduce cost of service resulting in care that has better outcomes. Insurance based health care either looks for lower costs by denying care or increasing prices to maximize profit with the cost of peoples health,The only way to keep costs down in a system absent of competition is to cut service.,Divergent,Divergent
"The current market mechanism can provide data, which could be a starting point for setting up a single payer system.","Without prices generated by some sort of market mechanism, it is not possible to determine real demand and efficiently match supply with that demand.",Not Divergent,Not Divergent
"The current market mechanism can provide data, which could be a starting point for setting up a single payer system.","This assumes that the pattern of demand is static, which would require no demographic, technological, preferential or other changes; as well as assuming that there will be no external economic shocks, either positive or negative. This assumption is unlikely to bear out.",Divergent,Divergent
Service audit and quality improvement projects would ensure that there is no unmatched need or oversupply once the system has been set up.,"Without prices generated by some sort of market mechanism, it is not possible to determine real demand and efficiently match supply with that demand.",Divergent,Divergent
Service audit and quality improvement projects would ensure that there is no unmatched need or oversupply once the system has been set up.,"Current single-payer systems attempt to do this, and fail (vide the NHS, and the problem of people dying in hallways). This is likely because the system is too complex for a central planner to integrate information as efficiently as a price system does.",Divergent,Divergent
A single-payer system does not remove economic incentives. The government can and should reward innovation by choosing the most cost-effective providers.,The US is the primary source of advancements in medical research and technology for the world. This will be greatly diminished if the US removes commercial incentives.,Divergent,Divergent
A single-payer system does not remove economic incentives. The government can and should reward innovation by choosing the most cost-effective providers.,No government has ever been cost effective with money. That's why most countries run deficits.,Divergent,Divergent
A public healthcare system could subsidize medical research since it would be in the interest of taxpayers.,The US is the primary source of advancements in medical research and technology for the world. This will be greatly diminished if the US removes commercial incentives.,Divergent,Divergent
Research drives by profit does not adequately reflect the allocation of resources where it is needed the most.,The US is the primary source of advancements in medical research and technology for the world. This will be greatly diminished if the US removes commercial incentives.,Divergent,Divergent
There are examples of several other western countries utilising the single-payer system with great success.,A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
There are examples of several other western countries utilising the single-payer system with great success.,"Canada is starting to privatize the healthcare system, which suggests the system doesn't work.",Divergent,Divergent
There are examples of several other western countries utilising the single-payer system with great success.,The Canadian single payer is likely a violation of the Bill of Rights because wait times - which for elective surgeries are on average 7 weeks - are so high that it violates the right to access care.,Divergent,Divergent
There are examples of several other western countries utilising the single-payer system with great success.,"Since there are many sociological, economic, legal, and medical differences between the US and the UK. Thus, it is unreasonable to assume that implementing a UK-based system in the US would work at even the level it does in the UK.",Divergent,Divergent
"When looked at at a cost/value ratio, the UK system is extremely effective.","The UK has private health insurance companies, so citizens buy health insurance to pay for further coverage.",Divergent,Divergent
"When looked at at a cost/value ratio, the UK system is extremely effective.","The UK has one of the worst healthcare systems in the world, according to a report produced by the OECD.",Divergent,Divergent
The UK system costs less than half as much as the US system.,This would suggest that steps need to be taken to reduce the cost of healthcare in the US. It’s not necessarily the single payer system that causes this.,Not Divergent,Not Divergent
Most people do not purchase private health insurance (about 10.6% in 2015).,"The UK has private health insurance companies, so citizens buy health insurance to pay for further coverage.",Divergent,Divergent
"Private insurance is available in the UK, but the premiums are way lower (about one-tenth of the price of U.S. private insurance) since most healthcare is funded publicly.","The UK has private health insurance companies, so citizens buy health insurance to pay for further coverage.",Not Divergent,Not Divergent
"That same report found that the United States spends far more on health than all other OECD countries, but lags behind in commensurate life expectancy gains.","The UK has one of the worst healthcare systems in the world, according to a report produced by the OECD.",Divergent,Divergent
"In Canada, there are private hospitals but patient bills are paid primarily by the federal government.","Canada is starting to privatize the healthcare system, which suggests the system doesn't work.",Divergent,Divergent
"A public and private system competing with each other gives people choices, and pressures both systems to provide quality care at reasonable prices.",A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
"A public and private system competing with each other gives people choices, and pressures both systems to provide quality care at reasonable prices.",A purely private market also does this.,Not Divergent,Not Divergent
"A public and private system competing with each other gives people choices, and pressures both systems to provide quality care at reasonable prices.","As a general rule, public systems are designed to implement and respond to policies, as defined by elected officials and government employees. Public systems are not market based, though elected representatives may respond to constituent pressures, which can lead to change.",Not Divergent,Not Divergent
A purely private system usually does not provide a safety net nor universal access to care regardless of ability to pay.,A purely private market also does this.,Not Divergent,Not Divergent
"The government is obligated to ensure a single-payer system includes checks that ensure a minimum required level of care is provided. To do less would incur the wrath of their constituents, in the next election.",A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
"Currently, health care in USA is worse than many other systems in place in terms of quality.",A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
"Many US citizens currently have very little access to basic health care. For them, a single-payer healthcare system would definitely provide a better service, not worse.",A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
"Under a single-payer system, wealthy US citizens would still be able to purchase private market healthcare services beyond basic care, based on market demand.",A single-payer healthcare system would lead to a worse healthcare service.,Divergent,Divergent
"Under a single-payer system, wealthy US citizens would still be able to purchase private market healthcare services beyond basic care, based on market demand.",Less wealthy groups will want higher and higher levels of care based on what is available. It is too difficult to establish what basic care is.,Divergent,Divergent
"Single payer doesn't necessarily consolidate power. Bureaucracy limits the power of individuals by definition, and a healthcare bureaucracy could be designed to mitigate these risks.",It contributes to the centralization of power and decision making. It puts everyone at risk if the people in charge are evil or incompetent.,Divergent,Divergent
"Power is already consolidated in the hands of the insurance companies, who can be just as evil and incompetent.",It contributes to the centralization of power and decision making. It puts everyone at risk if the people in charge are evil or incompetent.,Not Divergent,Not Divergent
People can't work and contribute to the economy if they are sick and can't afford to receive proper medical care.,Single-payer health care threatens the free market.,Divergent,Divergent
Coffee has positive neurological effects.,Caffeine is a psychoactive drug that can cause a physical dependence.,Divergent,Divergent
Coffee has positive neurological effects.,"Because caffeine increases heart rate and blood flow, and generally tricks the body into a state of emergency, it also increases anxiety.",Divergent,Divergent
"Caffeine increases dopamine levels, which means we feel less pain and more pleasure.","Rather than increasing it, caffeine slows down dopamine reabsorbtion. Both heroin and cocaine have the same effect, albeit stronger.",Not Divergent,Not Divergent
"Caffeine increases dopamine levels, which means we feel less pain and more pleasure.",This increase in dopamine is likely what causes caffeine addiction.,Not Divergent,Not Divergent
"For those who naturally have a low heart rate and need a boost of activity, increasing the heart rate and state of emergency can be beneficial (e.g for efficiency at work). And as long as coffee is drunk with moderation, it won't have the negative effects.","Because caffeine increases heart rate and blood flow, and generally tricks the body into a state of emergency, it also increases anxiety.",Divergent,Divergent
"The half-life of caffeine in your body is about six hours. If you only drink coffee in the morning, then staying awake during daytime is the desired effect. And when night comes the effects are dissipated.",Caffeine has adverse effects on sleep quality.,Not Divergent,Not Divergent
"Coffee can reduce the risk of developing certain diseases, such as cardiovascular disease, diabetes type 2, and gout, among others.",Coffee is bad for your health in general.,Divergent,Divergent
A 1993 Harvard study showed that caffeine improves the quality of breathing.,Coffee is bad for your health in general.,Divergent,Divergent
Coffee can help you get motivated for a workout.,Coffee is bad for your health in general.,Divergent,Divergent
Some research suggested that caffeine helps endurance when working out.,This studywas not able to find any significant link between endurance and caffeine intake.,Divergent,Divergent
"This is true for any item that is produced on farms, such as roses and other flowers, palm oil, soy, etc.",The coffee industry is harmful to the environment.,Divergent,Divergent
Used coffee grounds may be used for composting or as a mulch. They are especially appreciated by worms and acid-loving plants such as blueberries.,The coffee industry is harmful to the environment.,Divergent,Divergent
A fragrance can be distracting to others so wearing one where other people might take offense should be avoided.,"In cases where fragrances offend other people, this can be taken care of via personal communication and without outright prohibiting fragrances.",Not Divergent,Not Divergent
A fragrance can be distracting to others so wearing one where other people might take offense should be avoided.,By far not all fragrances are strong enough to have this effect.,Not Divergent,Not Divergent
A fragrance can be distracting to others so wearing one where other people might take offense should be avoided.,Employees who feel negatively affected by fragrances can simply move away from them.,Divergent,Divergent
"Some people get headaches smelling a certain fragrance, which will make them less capable to do their jobs. This would be bad for profit, so a company should discourage the use of fragrances in the office.",In that case it is the persons responsibility to look upon her/his health issue and not penalize other people by prohibiting the use of fragrances in order to avoid it.,Divergent,Divergent
"Fragrances are chemicals, often dangerous to the health of the individual and other employees, and therefore should be prohibited or at least discouraged.","The chemicals in a perfume are rigorously tested to be health-safe even in close contact with the body, so they will not endanger people sitting in a room smelling them.",Divergent,Divergent
Perfumes can trigger allergic reactions and asthma attacks. Preventing this should be a greater priority than preserving the freedom to wear a fragrance in a confined space.,"The chemicals in a perfume are rigorously tested to be health-safe even in close contact with the body, so they will not endanger people sitting in a room smelling them.",Divergent,Divergent
"If you bathe regularly, you shouldn't worry about the natural smell of sweat that your body produces.","People and situations always have a smell. If you wear a fragrance or not, you will always bring a smell in to the room - so it is difficult to draw a line.",Not Divergent,Not Divergent
The line falls between smells that are genuinely beyond one's control and smells which result from deliberate choice.,"People and situations always have a smell. If you wear a fragrance or not, you will always bring a smell in to the room - so it is difficult to draw a line.",Not Divergent,Not Divergent
Most smells are not as intensive and notable as fragrances.,"People and situations always have a smell. If you wear a fragrance or not, you will always bring a smell in to the room - so it is difficult to draw a line.",Not Divergent,Not Divergent
Many forms of personal expression are already prohibited in the workplace.,Fragrance is a personal matter and can be an expression of personality and identity.,Not Divergent,Not Divergent
"One's freedom ends when it interferes with someone else's freedom, such as when one's fragrance is inhibiting someone else's ability to breathe.",Fragrance is a personal matter and can be an expression of personality and identity.,Divergent,Divergent
"While the products cannot be prohibited, it can be made clear through a social norm that those with a strong fragrance are not welcome in certain environments.",People use a lot of fragranced products: from shampoos or laundry detergent to soap and perfume. You can't prohibit all fragranced products because it's just not realistic.,Not Divergent,Not Divergent
"Fragrance is very personal, so people might feel awkward complaining about them. A policy could make this easier.","When someone is bothered by somebody's fragrance, the simple solution is to talk with him/her about that.",Divergent,Divergent
Allowing single people to have children would satisfy what is a fundamental instinct in all human beings to procreate.,"Not all human beings want to have children, meaning it is not necessarily a fundamental instinct.",Divergent,Divergent
"As with normal families, it is the parents' choice to have a child on their own free will, not the government's.",Governments can intervene when they think bringing a child into the world might threaten a child's future welfare.,Divergent,Divergent
This is better than a child being born into a family destined for divorce and break up.,It's not clear how it can be determined that a family is destined to divorce. It still doesn't justify IVF if divorce is not a certainty.,Divergent,Divergent
Single parents getting IVF is preferable to other forms of starting a family alone.,Adoption is a much better way of obtaining a family and helps reduce burden on the state.,Divergent,Divergent
That adoption is a better method of starting a family is not a sufficient reason to disallow another good method (like single-parent IVF).,Adoption is a much better way of obtaining a family and helps reduce burden on the state.,Divergent,Divergent
"Adoption should most definitely be strongly encouraged, but the two are not mutually exclusive.",Adoption is a much better way of obtaining a family and helps reduce burden on the state.,Divergent,Divergent
This 'desperation' to have a child is likely to turn into a particularly strong concern for the child's welfare once they come into the world.,"It is selfish of the parent to have a child this way, as his/her ""desperation"" to have a child is being put before everything else, including the child's welfare.",Divergent,Divergent
"This assumes that the welfare of a child born to a parent through IVF will necessarily be worst than that of a child born naturally, which is unjustified.","It is selfish of the parent to have a child this way, as his/her ""desperation"" to have a child is being put before everything else, including the child's welfare.",Divergent,Divergent
Every decision to bring a child into the world is meeting some selfish desire to procreate.,"It is selfish of the parent to have a child this way, as his/her ""desperation"" to have a child is being put before everything else, including the child's welfare.",Divergent,Divergent
Every decision to bring a child into the world is meeting some selfish desire to procreate.,"A will to share the joys of the world with other individuals, and then creating said individuals, is not a selfish will that includes procreation.",Divergent,Divergent
Many children grow up in patchwork families. It is not unusual to have a non-traditional family background anymore.,The children born this way will experience growing up without a father/mother figure.,Divergent,Divergent
Many children grow up in patchwork families. It is not unusual to have a non-traditional family background anymore.,The prevalence of non-traditional family structures has no bearing on whether or not the structure is beneficial to raising children in.,Not Divergent,Not Divergent
"This is also true of children born of single parents without IVF, and yet we don't ban it.",The children born this way will experience growing up without a father/mother figure.,Not Divergent,Not Divergent
"This is also true of children born of single parents without IVF, and yet we don't ban it.","Most single parents not using IVF start out planning to stay with their partner. However, using IVF is completely intentional.",Divergent,Divergent
A child born this way will know they were truly wanted and loved.,The children born this way will experience growing up without a father/mother figure.,Divergent,Divergent
Children of single parents enjoy the undivided attention of the parent.,Single parents are less capable of providing for the needs of a child.,Divergent,Divergent
"Children just need love, not a traditional family.",Single parents are less capable of providing for the needs of a child.,Divergent,Divergent
"The most fundamental needs that a child has for basic survival (nourishment, water, shelter, etc.) can be provided for by single individuals.",Single parents are less capable of providing for the needs of a child.,Divergent,Divergent
Some single individuals do possess the resources to fulfill the basic physiological needs and more complex emotional and developmental needs of a child by themselves.,Single parents are less capable of providing for the needs of a child.,Divergent,Divergent
"Many single parents did not choose to take on single parenthood. Single Parents by Choice have made a conscious and considered decision about parenthood, which should be further encouraged.",Single parents are less capable of providing for the needs of a child.,Divergent,Divergent
Lab-grown meat has the potential to end animal suffering.,"Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",Divergent,Divergent
Lab-grown meat has the potential to end animal suffering.,Factory Farming is not as cruel as it seems.,Divergent,Divergent
"You are referring to the first public-trial lab-grown burger 2013.  
However, nowadays its already possible to include real animal fat tissue. Link","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",Divergent,Divergent
"Foie gras (Fatty duck liver) is an expensive luxury food product made of the liver of a duck or goose that has been specially fattened by force feeding the animal with a tube. 

Lab-grown foie gras was successfully produced in early 2017 with an excellent review. Link","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",Divergent,Divergent
"Taste is a subjective matter and the properties of lab-grown meat can be adjusted, using different techniques, to suite the preferences of different consumers.","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",Divergent,Divergent
Whether or not an act is cruel isn't determined by whether or not people know about it.,"According to statistics, 78.2% (100% minus the estimated 21.8% of vegetarians) of world population eat meat. So, apparently most people don't know or don't care how cruel it may be.",Divergent,Divergent
"""Inherent abuse and cruelty is standard industry practice"", according to undercover investigators in factory farms.",Factory Farming is not as cruel as it seems.,Divergent,Divergent
It is still more cruel than the non existing cruelty with lab grown meat.,Factory Farming is not as cruel as it seems.,Divergent,Divergent
"As a former employee of such a factory, I can't help but strongly disagree with this claim. Even though the motivations of the workers may be humanistic in their opinions, and no deliberate cruelty is applied to the animals, the conditions in which 25 animals are to live on 60 m2 in their own feces, slaughtered before becoming adults, and killed out of mercy when getting ill could hardly be called ""not that horrible"".",Factory Farming is not as cruel as it seems.,Divergent,Divergent
"It might be even more cruel than it seems to us, since farm animals -unlike us- lack the ability of gaining deep knowledge of the culture by which they are subdued, i.e. lack the rationality that can balance emotions with reason.",Factory Farming is not as cruel as it seems.,Divergent,Divergent
"The vast majority of people would agree with the statement that ""killing an animal is cruel"". To believe factory farming isn't cruel is just an example of cognitive dissonance.",Factory Farming is not as cruel as it seems.,Divergent,Divergent
"It will be healthier, as it is created in a sterile environment.","When it will grow to a larger scale of production, it will be harder to ensure it is made in a sterile environment and with only healthy ingredients.",Divergent,Divergent
"It will be healthier, as it is created in a sterile environment.","Humans have evolved to consume meat, amont other types of food. Eating artificial substitutes can not suitably replace real meat, making lab grown meat more unhealthy.",Divergent,Divergent
"It will be healthier, as it is created in a sterile environment.","Using sterile environment for producing lab-grown meat may not be the healthiest option. Microorganisms that we consume along with naturally sourced meat may have beneficial effects. Unless these are somehow replicated, lab-grown meat would remain inferior.",Divergent,Divergent
"The possibility of food-borne illnesses declines, as the process does not involve animals or the outdoors.",Infections of meat cultures in the laboratory can present serious dangers to the health of consumers.,Divergent,Divergent
"Because it is grown out of real animal cells, it matches conventional meat, just missing antibiotics, pathogens and other negative agents, which are hard to control outside of a lab environment.","Humans have evolved to consume meat, amont other types of food. Eating artificial substitutes can not suitably replace real meat, making lab grown meat more unhealthy.",Divergent,Divergent
Humans have evolved to be able to consume meat but we don't need to consume it to be healthy.,"Humans have evolved to consume meat, amont other types of food. Eating artificial substitutes can not suitably replace real meat, making lab grown meat more unhealthy.",Divergent,Divergent
It can contribute significantly in stopping world hunger.,"World hunger is, broadly, not an issue of rates of production, but motivation (mostly economic) to distribute what food exists. We already produce enough food globally to feed 10 billion people. Presumably, meat labs will still charge people money to consume their product and seek to make a profit doing so.",Divergent,Divergent
It would be far cheaper leading to better health of poor people.,"As it is dependent on technology and cannot be ""farmed"" easily, lab-grown meat may not reach developing countries where it could improve the diet of poor people.",Divergent,Divergent
It would be far cheaper leading to better health of poor people.,"As of today, although lab-meat companies aim to reduce the costs even under that of regular meat, and it can be argued that its production is cheaper in terms of environmental impact, it isn't cheaper to the final consumer.",Divergent,Divergent
It would be far cheaper leading to better health of poor people.,Healthiness of regular meat is widely disputed. Lab-grown meat might face this same issue.,Divergent,Divergent
It would be far cheaper leading to better health of poor people.,It would be much cheaper to normalize vegetarian/vegan proteins than to build massive labs for meat.,Not Divergent,Not Divergent
"There are ways to process meat (lab-grown or otherwise) to make it transportable and long-lasting, such as drying in jerky or canned.","As it is dependent on technology and cannot be ""farmed"" easily, lab-grown meat may not reach developing countries where it could improve the diet of poor people.",Divergent,Divergent
