text1,text2,ZS response,final_val
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","High vaccination levels are attained in many countries through information and public engagement campaigns, WHO, and a study commissioned by the EU even found no link between vaccinations being compulsory and vaccination rates. This suggests that making vaccination mandatory is not strictly needed to achieve herd immunity.",Divergent,Divergent
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,Divergent,Divergent
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","Mandatory vaccination of others, for specific disease(s), is not a viable management method for immune-suppressed individuals.",Divergent,Divergent
Many elderly people will be able to avoid sickness.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,Not Divergent,Not Divergent
"Many vaccines are less effective in the elderly, so they may be less effective despite following all the recommendations. Thus they rely on herd immunity from others being vaccinated.",Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,Divergent,Divergent
More research needs to be done on vaccines for the elderly. A study indicates that evidence for protection in adults aged 65 years or older is lacking.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,Divergent,Divergent
The above linked source emphasizes that young and healthy people have higher rates of response to the flu shot. Herd immunity cannot be attained by only vaccinating those with compromised immune systems like the elderly. The failure rate in the elderly is the reason for encouraging vaccination in the young healthy population.,"An example of vaccine that does not fully protect against the disease is that against flu, which only cuts the risk of hospitalisation by 30-70% elderly people (not in care homes). This is in part because of the genetic variations in the virus.",Not Divergent,Not Divergent
"The link in the above claim describes the ""largest measles epidemic in North America in the last decade"" as consisting of 725 cases. This is an excellent example of the effectiveness of herd immunity achieved through widespread vaccination.","Even in areas with 97% vaccination rates, outbreaks occur.",Divergent,Divergent
Failed immunisation is exactly why mass immunization is required to improve protection. If we can reduce the number of vectors (in this case infected people and all the stuff they come in contact with) then we can reduce the number of infections.,Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,Not Divergent,Not Divergent
"Herd immunity is the slowing or prevention of the spread of disease, due to a prevalence of immunity in a population. It is not an all-or-nothing marker to be ""attained."" Thus vaccines that give partial immunity can still save lives, on a population basis.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,Not Divergent,Not Divergent
Many children died before a vaccine for any virus was made available.,It is unlikely that people who oppose vaccination would be okay with vaccination being mandatory.,Divergent,Divergent
"Cases of paralytic polio in the US fell from 15,000 annually in 1955 (when the first vaccine was introduced) to 10 per year in the 1970s.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",Divergent,Divergent
"The primary thesis refers to ""worldwide"" vaccinations. The above source reports the decline in disease mainly in the US, where sanitation/nutrition have improved greatly over the last century. It would be wrong to argue against vaccinating worldwide, just because first-world countries have lower death rates due to their higher standard of living.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",Divergent,Divergent
"Both factors (vaccines and sanitation/nutrition) can contribute to decreases in case-rates and death rates. The effect of improving living conditions, is not an argument against using vaccines as well.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",Divergent,Divergent
"Improved standard of living has had a much greater impact on death rate, than on the incidence of disease. The case rate (incidence) has been greatly impacted by effective vaccine for measles.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",Divergent,Divergent
"This is not about complete extermination, but rather a reduction of illness.","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",Not Divergent,Not Divergent
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",Divergent,Divergent
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past",This is difficult to execute inpoorer countries with un(der)developed infrastructure and lack of resources,Not Divergent,Not Divergent
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",Divergent,Divergent
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","When there's an animal or other reservoir (i.e. rabies, which is carried by animals; or the plague, carried by rats; or tetanus, which has spores that can live in soil) the disease can't be eradicated solely by vaccinating humans.",Not Divergent,Not Divergent
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",Divergent,Divergent
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,Divergent,Divergent
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,Divergent,Divergent
"There's a price to pay for living in a civilized society. You sacrifice certain individual freedoms for the benefits of teamwork and being in a social group. In this case, the sacrifice is only the freedom to be ignorant, which is not a high value form of individual liberty.","""Ignorance"" is not the freedom at stake here. It is the freedom of deciding what goes into your body. Ignorance simply means not knowing.",Divergent,Divergent
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.",Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,Divergent,Divergent
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.","Eradication of other non-contagious diseases such as tetanus cannot be attained via vaccination, since no herd immunity can be attained in this way.",Not Divergent,Not Divergent
The erasure of human pain and suffering doesn't need political backing to be morally just.,Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,Divergent,Divergent
The erasure of human pain and suffering doesn't need political backing to be morally just.,It requires investing a lot of tax money so it does requires political backing.,Divergent,Divergent
"Seeking to eradicate one disease may strengthen healthcare infrastructure, as the Global Polio Eradication Initiative has done in developing countries. The resources poured into eradicating one disease, have resulted in improved access to healthcare for many conditions. (p. 2)","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",Divergent,Divergent
"Strategies to eliminate certain diseases completely (like smallpox, polio and measles) may free up future resources, by saving the money that is currently spent annually on the burden of disease.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",Divergent,Divergent
"Immunocompromised people should not receive live vaccine, out of the concern that it will cause active diseases. They can still receive killed/inactivated vaccines, but are less likely to respond and gain immunity from them, because that's what immunocompromised means.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,Divergent,Divergent
Small pox has been eradicated primarily through a successful global vaccination program.WHO,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,Divergent,Divergent
Polio is very close to being eradicated by vaccines.,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,Divergent,Divergent
"The aim of vaccines is to reduce the amount of a virus in circulation in society and thus reduce the amount of infection from that disease, not necessarily eradicate them.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,Not Divergent,Not Divergent
"Vaccinations reduce the need to treat diseases with antibiotics, lowering the chances of antibiotic resistance mutations.","Although reduction of drug-resistant Streptococcus pneumoniae (DRSP) by pneumococcal conjugate vaccines (PCVs) has recently become a reality, Serotype 19A, which is both antibiotic resistant and a common cause of disease, is not affected by PCV7 and is now increasing worldwide. One of the recommended strategies to deal with this increase is the 'limitation of antibiotic use.'",Not Divergent,Not Divergent
"For strains of strep that have been reduced by effective vaccine, there has been great reduction in the need for antibiotics. Further reduction in the need for antibiotics can be achieved by developing vaccines to strains that were not included in previous vaccines.","Although reduction of drug-resistant Streptococcus pneumoniae (DRSP) by pneumococcal conjugate vaccines (PCVs) has recently become a reality, Serotype 19A, which is both antibiotic resistant and a common cause of disease, is not affected by PCV7 and is now increasing worldwide. One of the recommended strategies to deal with this increase is the 'limitation of antibiotic use.'",Not Divergent,Not Divergent
Mandating childhood vaccines ensure that parents choices do not compromise child well-being later in life.,It is unwise to trust governments and pharmaceutical companies over parents.,Divergent,Divergent
"Vaccines are ultimately designed, administered and approved of by medical professionals and are, as such, subject to high levels of review.",It is unwise to trust governments and pharmaceutical companies over parents.,Divergent,Divergent
Parents often have little to no knowledge about the impact and outcome of vaccination.,It is unwise to trust governments and pharmaceutical companies over parents.,Divergent,Divergent
Parents are more invested in their individual child's well being than the community perspective.,It is unwise to trust governments and pharmaceutical companies over parents.,Divergent,Divergent
"There's a famous example which solves your doubt: car manufacturers get money from seat belts, but no one says that we shouldn't use them. Equally, if a pharmaceutical company gets money from vaccines, we shouldn't say that there's an ethical conflict.","Pharmaceutical companies thrive when people are sick. This creates a strong ethical conflict, which needs to be addressed.",Divergent,Divergent
"There's a famous example which solves your doubt: car manufacturers get money from seat belts, but no one says that we shouldn't use them. Equally, if a pharmaceutical company gets money from vaccines, we shouldn't say that there's an ethical conflict.","This is not a good analogy, because there is no evidence that car manufacturers make money from people being injured in vehicular accidents. The parent pro alleges that pharmaceutical companies profit by selling drugs to treat illnesses, thus giving them less incentive to prevent illness.",Divergent,Divergent
"(Even assuming that pharma companies have no internal ethics...) the FDA requires proof of efficacy, and an acceptable side effect profile, for any product to make it on the market, and there is competition between companies to demonstrate the best results. If vaccines are mandatory, there will still be competition between companies to demonstrate the best vaccines, with the least side effects, in order to gain market share, and this competition will benefit consumers/ patients.","Pharmaceutical companies thrive when people are sick. This creates a strong ethical conflict, which needs to be addressed.",Divergent,Divergent
Past corruption cases do not suggest that they can never be avoided.,Past cases of corruption from 'Big Pharma' companies bribery [1] [2] remind us that the risk that this will happen again can never be fully avoided.,Not Divergent,Not Divergent
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,Divergent,Divergent
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,Unless the committee itself has conflicts of interest or becomes simply corrupt.,Not Divergent,Not Divergent
All public vaccinations have to be approved by an independent committee regulated by law. This reduces the risk of corruption from pharmaceutical companies.,"Mandatory vaccinations would mean we have to use every vaccine produced on the basis of risk/reward or 'minimal' side effects. For any such treatment you would need a 0 risk treatment, such a thing does not exist.",Divergent,Divergent
Whatever the side effects and business interests - a drug that keeps diseases like measles or smallpox extinct is worth all risks.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,Divergent,Divergent
A solution for this would be to nationalize the pharmaceutical industry.,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,Divergent,Divergent
A solution for this would be to nationalize the pharmaceutical industry.,The race to cash in on new cures and treatments means that these companies do invest huge amounts of money into medical research and development. A nationalized pharmaceutical invest less into research and would likely have limited funding slowing down the advancements which could otherwise be made.,Divergent,Divergent
A solution for this would be to nationalize the pharmaceutical industry.,Governments are not immune to corruption. If the government running the nationalized pharmaceutical industry was itself corrupt there would be very little recourse available to the citizens.,Divergent,Divergent
A solution for this would be to nationalize the pharmaceutical industry.,"If it is necessary to nationalize the pharmaceutical industry before mandatory vaccination can be implemented, then we are not [yet] ready for mandatory vaccination.",Divergent,Divergent
"Making anything mandatory (like seat belts in cars, or carrying car insurance in order to drive) may create a potential for abuse by the companies who produce the mandatory product. This risk can be balanced by competition within the market of producers, or by government regulation of the industry.",Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,Not Divergent,Not Divergent
Making vaccination mandatory actually creates incentives for pharmaceutical companies to jump in and create cheaper and better vaccine as you do not have the risk of creating product which will not be used. E.g. check the price list of CDC www.cdc.gov,Mandatory vaccinations open us (completely) up to the potential corruption of pharmaceutical companies.,Divergent,Divergent
"Studies proving efficacy have established certain protocols for transport, storage and administration of vaccines; the vaccine is only proven to be effective when those procedures are followed. A failure to maintain these protocols should not be an argument against efficacy; it should only reinforce the importance of proper storage.","Vaccines may become ineffective as a consequence of mishandling of the vaccine between the production and delivery site, for instance due to failure in the cold chain.",Not Divergent,Not Divergent
